Gene = OXNAD1
index = 991
Annotated 5SS: [  307  4077  5873  6524 21250 29799 36670 37550]
Annotated 3SS: [ 3926  5745  6459 21142 29656 36426 37440 38208]
SMsplice 5SS: [  281  4077  5873  6524  6797  7123 16362 21250 29799 36670 36992]
SMsplice 3SS: [ 3926  5745  6459  6659  6945 16148 21142 29656 36426 36762 37103]
top_k =  100
Partition function (log Z): -1.3596984844132667

Sorted 5' Splice Sites (High to Low Probability):
Position 16362: 1.0000000000000004
Position 21250: 0.9999991839003115
Position 29799: 0.9999991839003112
Position 36670: 0.999400162942755
Position 4077: 0.9848182493445883
Position 5873: 0.93848210795927
Position 7123: 0.9305669510148622
Position 36992: 0.8448015353794307
Position 6797: 0.8380172651766014
Position 37550: 0.8218033283103614
Position 281: 0.5896511908250746
Position 37221: 0.5667055349234223
Position 6524: 0.44737843858078574
Position 8152: 0.43168463024467973
Position 307: 0.3909812651491314
Position 25816: 0.3873520793416483
Position 3795: 0.1838837820633229
Position 4303: 0.14574445646925518
Position 38394: 0.14544684152413506
Position 6594: 0.12515658155216025
Position 6539: 0.10897798924979467
Position 2952: 0.06633053971570049
Position 36884: 0.04418931325755312
Position 3821: 0.036136759334629634
Position 37152: 0.034884009216699
Position 3734: 0.028767586971489293
Position 1265: 0.026788994539272307
Position 36988: 0.0254087657707215
Position 37022: 0.02334609050660911
Position 6548: 0.01832373823247329
Position 21972: 0.017828489718405324
Position 2810: 0.016944444843205543
Position 135: 0.01692122344074205
Position 1601: 0.01686635081051194
Position 4110: 0.013633231745771883
Position 5967: 0.01330926171136989
Position 38139: 0.010993600858190003
Position 21939: 0.009883522238438918
Position 661: 0.00131140575796544
Position 569: 0.0007758518824476002
Position 3999: 0.0003056048514055929
Position 142: 0.00025250242516693946
Position 3867: 0.00017637107606741981
Position 59: 0.00010656051947164851

Sorted 3' Splice Sites (High to Low Probability):
Position 16148: 1.0000000000000004
Position 21142: 0.9999991839003115
Position 29656: 0.9999991839003115
Position 36426: 0.999400162942755
Position 3926: 0.9942020940194991
Position 36762: 0.9674566645344861
Position 6459: 0.7707488636619511
Position 6945: 0.7483430143920552
Position 37103: 0.6861182834919021
Position 6659: 0.5823864157981744
Position 5745: 0.4880971319301525
Position 37440: 0.40492376279369546
Position 25672: 0.38735207934164834
Position 37298: 0.3425069782014541
Position 8038: 0.25329594164942365
Position 3652: 0.2490909856254446
Position 5749: 0.24729178702729848
Position 39627: 0.21798822128838063
Position 5729: 0.21170583526559508
Position 38012: 0.20669095131152032
Position 38208: 0.19597538847057952
Position 39047: 0.17548426759590838
Position 8076: 0.14741059064109896
Position 4201: 0.14419593755961557
Position 7048: 0.09932247652022287
Position 6674: 0.09357541787868219
Position 2784: 0.07768042050714279
Position 37509: 0.07761377691421656
Position 7028: 0.0759031419435241
Position 38476: 0.0706351051798978
Position 38659: 0.06511265313397563
Position 6699: 0.058581124912280735
Position 40366: 0.03415352987702347
Position 40133: 0.03231455276362981
Position 8104: 0.030978097954157086
Position 6626: 0.029138257838003168
Position 21797: 0.022500818237527614
Position 1178: 0.019539111683200393
Position 37906: 0.015292719626269546
Position 37924: 0.012459973676585741
Position 1532: 0.009204599595118653
Position 1485: 0.007661751215393287
Position 1134: 0.007249882856071903
Position 37890: 0.006278471074520844
Position 37109: 0.005973882755831719
Position 2870: 0.005594564051763238
Position 21663: 0.005211193719316626
Position 6921: 0.004618968143870911
Position 5872: 0.003661670201145474
Position 6547: 0.003326725124449333
Position 4101: 0.003035376948457305
Position 3859: 0.0029416477035136657
Position 6964: 0.002379350015189337
Position 5445: 0.0010349452464484855
Position 30338: 0.0004312531899218255
Position 30260: 0.00016776776763422028
Position 6348: 9.720757827467285e-05
Position 16724: 8.160996889692188e-07
