Gene = NDUFA2
index = 923
Annotated 5SS: [303 530]
Annotated 3SS: [ 422 2106]
SMsplice 5SS: [303 530]
SMsplice 3SS: [ 422 2106]
top_k =  100
Partition function (log Z): 0.7712142478714047

Sorted 5' Splice Sites (High to Low Probability):
Position 530: 0.9954271663846569
Position 303: 0.9627712695097536
Position 1173: 0.1504855338956861
Position 2157: 0.03696612679675887
Position 2188: 0.02942188985692214
Position 318: 0.026500995118123837
Position 1169: 0.010617374101660705
Position 251: 0.008722881260457421
Position 854: 0.007126436559337659
Position 805: 0.00641668781829086
Position 563: 0.0039432122766368755
Position 1576: 0.0032788862522347036
Position 1310: 0.002574080225581914
Position 1699: 0.0020931868131127945
Position 1408: 0.0011683834947096357
Position 221: 0.0007765049328932588
Position 140: 0.0005534373729898968
Position 133: 0.0005156863165578277
Position 724: 8.271774723212752e-05
Position 748: 7.76236312247383e-05
Position 861: 7.714393847083456e-05
Position 56: 6.749934100578773e-05
Position 534: 5.8994609293349855e-05
Position 144: 3.589025874112536e-05
Position 272: 3.500841007208014e-05
Position 298: 3.296614142724701e-05
Position 229: 2.9892314364675812e-05
Position 776: 2.673844170728837e-05
Position 1126: 2.4216482785815804e-05
Position 844: 2.3080348907580747e-05
Position 1544: 2.2780476847902173e-05
Position 315: 1.1519162208061994e-05
Position 347: 5.923815353430138e-06
Position 604: 2.0665661845342194e-06
Position 550: 4.789772527477472e-07
Position 502: 4.356548210426829e-09
Position 577: 3.867516392901375e-09
Position 7: 2.3692021954063378e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 422: 0.996597572118897
Position 2106: 0.8859959834013613
Position 976: 0.13839232528225096
Position 1091: 0.05491025187656409
Position 2295: 0.047943539124460796
Position 2059: 0.03049039262061827
Position 2320: 0.015232410883629964
Position 1221: 0.012720911392129016
Position 689: 0.008552088029457594
Position 1852: 0.008409899453917347
Position 1964: 0.00736650767100223
Position 673: 0.006572037490997193
Position 1508: 0.005719109522463755
Position 2146: 0.00527464621276248
Position 2419: 0.005204865314378338
Position 941: 0.003995806198861458
Position 393: 0.0033837022417146367
Position 2019: 0.002272094511857375
Position 1207: 0.0022000611991048963
Position 751: 0.0017612565790934324
Position 1027: 0.001706364472933486
Position 1172: 0.0015153747518459012
Position 1832: 0.001356712535838271
Position 978: 0.00047553684266504867
Position 2471: 0.00038296743158272454
Position 776: 0.0003288347997047585
Position 1039: 0.0002741747172595859
Position 645: 0.0002723009481137374
Position 1111: 0.0002705568818364658
Position 2066: 0.0001199452988430412
Position 612: 6.26164743849675e-05
Position 631: 5.021637344961593e-05
Position 724: 4.083227249779143e-05
Position 217: 1.907177658077656e-05
Position 370: 1.8487260152747873e-05
Position 731: 1.7432507467547193e-05
Position 169: 1.1480459369631479e-05
Position 200: 1.0665118772856437e-05
Position 781: 9.713739736928327e-06
Position 603: 7.922635871369439e-06
Position 838: 7.781053613892933e-06
Position 148: 7.155011062907242e-06
Position 290: 6.3815288463641755e-06
Position 276: 1.9093099022063828e-06
Position 221: 1.4567618798318802e-06
Position 1045: 1.343417005917803e-06
Position 131: 6.388359462424853e-07
Position 124: 4.182711869124048e-07
Position 294: 2.02901715654474e-07
Position 155: 8.237272962667162e-08
Position 456: 6.329955518170694e-08
Position 450: 4.341128067597571e-08
Position 435: 4.310336444515993e-08
Position 507: 2.773668186690132e-08
Position 459: 2.5820885282890313e-08
Position 380: 1.5612233459209978e-08
Position 240: 1.4877402663175293e-08
Position 375: 1.4683093388679962e-08
Position 345: 1.434286968094017e-09
Position 513: 8.776210036834838e-12
