Gene = VCP
index = 1545
Annotated 5SS: [  913  4999  5359  6575  7999  9096 10272 11033 11247 11673 12235 12449
 12937 13757 14186 15874]
Annotated 3SS: [ 4886  5185  6431  7867  8963 10168 10898 11110 11559 12069 12325 12723
 13447 14029 15718 16026]
SMsplice 5SS: [   86  4999  5359  6575  7999  9096 10272 11033 11247 11673 12235 12449
 12937 13515 14186 15874 16528 16951]
SMsplice 3SS: [ 4886  5185  6431  7867  8963 10168 10898 11110 11559 12069 12325 12723
 13447 14029 15718 16404 16857 17050]
top_k =  100
Partition function (log Z): 30.26849217161476

Sorted 5' Splice Sites (High to Low Probability):
Position 7999: 0.9999999999999937
Position 4999: 0.9997538565187358
Position 15874: 0.9983354432111354
Position 14186: 0.9926854690577449
Position 11673: 0.9920293188279434
Position 12937: 0.9617578891523301
Position 9096: 0.9604394593115233
Position 12235: 0.9095495816241782
Position 10272: 0.8996455510996808
Position 6575: 0.878453519054339
Position 5359: 0.843012077287842
Position 11247: 0.7883403349900814
Position 13515: 0.7832519875683515
Position 16951: 0.7061169635315274
Position 11033: 0.6437584099907895
Position 12449: 0.6400962334390096
Position 86: 0.4790785126280531
Position 16528: 0.46453156502590315
Position 10538: 0.43820286348736115
Position 973: 0.38408987041171333
Position 8863: 0.32182881623756465
Position 7721: 0.3122579280181327
Position 12469: 0.30795453401081524
Position 7742: 0.2721253253912282
Position 13807: 0.21891018320780456
Position 7643: 0.2108413819092537
Position 4546: 0.20339230930868915
Position 10926: 0.15052945057352154
Position 16153: 0.1438385505382706
Position 16532: 0.14267978481438937
Position 7342: 0.11181931024606079
Position 13761: 0.08431804252516076
Position 5336: 0.08296055865125511
Position 12259: 0.08009875319969492
Position 741: 0.07405792670320165
Position 9765: 0.06912934807925898
Position 1780: 0.058492215126396914
Position 913: 0.05846553172754035
Position 4708: 0.057334005107505144
Position 15276: 0.05545799723440574
Position 1359: 0.054569328340663366
Position 6526: 0.04869301336350319
Position 5217: 0.03840584001584166
Position 12426: 0.037698638832160375
Position 13377: 0.03526624077412118
Position 15610: 0.03521300438058961
Position 4342: 0.03231102245597142
Position 194: 0.03186719335664554
Position 2021: 0.030229501787635168
Position 10699: 0.030179147784992193
Position 10531: 0.022539955644958053
Position 16536: 0.018753756648471023
Position 10765: 0.01842827004437291
Position 1730: 0.015131463366116734
Position 15329: 0.012137809423350703
Position 10772: 0.010791040536692952
Position 10756: 0.010063670988079873
Position 12386: 0.009826070051669324
Position 16784: 0.009597689885550802
Position 13048: 0.00905617087532642
Position 10405: 0.005324103051210926
Position 6512: 0.005032638748517692
Position 773: 0.004063961658989108
Position 1493: 0.003592805015754215
Position 7490: 0.003222977817164625
Position 213: 0.0028833582199790002
Position 6467: 0.002795857776199534
Position 14880: 0.0027821851484704655
Position 581: 0.0018257889702856104
Position 314: 0.0012809118702210478
Position 70: 0.0012474392533339382
Position 9458: 0.0011531152406987267
Position 12629: 0.0011447902522614042
Position 15820: 0.0011143233077521542
Position 5774: 0.0010154243292467258
Position 1477: 0.0006273808793043159
Position 1012: 0.0004903472945924413
Position 1223: 0.0003226446454716166
Position 168: 0.00018418902778419099
Position 118: 0.00014926005414520486
Position 518: 0.0001088275247800755
Position 322: 6.897192129112318e-05
Position 345: 5.034169617584735e-05
Position 250: 4.3979505002620484e-05
Position 211: 4.304455191174111e-05
Position 48: 3.52699476181862e-05
Position 97: 1.8615853363436207e-05
Position 111: 1.8613366913037956e-05
Position 552: 1.6526962696622707e-05
Position 507: 1.1494777463883415e-05
Position 59: 1.0491583105368757e-05
Position 6610: 5.32756987072801e-06
Position 15064: 3.2634021237414555e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 15718: 0.9968902299302019
Position 12325: 0.993557367335222
Position 4886: 0.9916513828015998
Position 14029: 0.9837495478665818
Position 10898: 0.9624015884545521
Position 12723: 0.9597220349274515
Position 11559: 0.9144992098424818
Position 8963: 0.8989066186743679
Position 10168: 0.8456679059398295
Position 16857: 0.8272263530335799
Position 6431: 0.8232077321308146
Position 5185: 0.8190975113540372
Position 7485: 0.7994843728986897
Position 13447: 0.7262974243776729
Position 7867: 0.7130651963813692
Position 12069: 0.6656817420207722
Position 16404: 0.617156486314106
Position 17050: 0.6090689070250265
Position 11110: 0.27813723886692027
Position 7827: 0.27626837278266975
Position 10386: 0.25333638934384534
Position 13656: 0.24212389803691456
Position 16026: 0.22323458766885615
Position 4424: 0.20339230930868868
Position 10415: 0.17193024938170445
Position 11146: 0.17008931507583167
Position 11201: 0.16784396066044846
Position 8574: 0.16528172397661434
Position 12112: 0.1561307782842233
Position 12109: 0.1376581495115728
Position 5082: 0.13224163509023604
Position 8765: 0.13166935508168923
Position 7130: 0.10128365621962888
Position 17020: 0.0970480565065001
Position 1672: 0.09636843742389885
Position 6496: 0.08045646334826369
Position 16730: 0.07582203139357381
Position 10641: 0.07196431338700707
Position 13125: 0.07086591446431446
Position 4615: 0.061816090937078925
Position 14998: 0.05829386957248051
Position 9016: 0.05292644813759422
Position 13675: 0.05267679926962429
Position 11604: 0.05029334610771024
Position 10480: 0.04080028345798045
Position 9648: 0.0405806685677235
Position 15523: 0.037596056092356375
