Gene = FOXL2NB
index = 563
Annotated 5SS: [ 231 2406]
Annotated 3SS: [2285 3030]
SMsplice 5SS: [774]
SMsplice 3SS: [2030]
top_k =  100
Partition function (log Z): -8.505664540145784

Sorted 5' Splice Sites (High to Low Probability):
Position 774: 0.6533992713590735
Position 2154: 0.5601926806326492
Position 231: 0.5356270069885914
Position 1834: 0.4105133405274734
Position 1618: 0.17907356768053778
Position 583: 0.07239572746155543
Position 1171: 0.07220273344174187
Position 103: 0.06826328042382655
Position 813: 0.05716703896810637
Position 2615: 0.056572847937802366
Position 2550: 0.0467740016336515
Position 1573: 0.020522462462701008
Position 2146: 0.019274722063137625
Position 4344: 0.0181605886279747
Position 791: 0.014523089743059
Position 146: 0.01306802032370277
Position 334: 0.008374731231120227
Position 735: 0.006661960894758754
Position 610: 0.004447876730508687
Position 394: 0.004075057785193606
Position 2160: 0.0028911185802440445
Position 747: 0.0015492419670778594
Position 590: 0.001293154328282947
Position 2142: 0.001231802979989174
Position 2140: 0.0009588522029767843
Position 1332: 0.0008953553020031966
Position 386: 0.0008132326913903829
Position 555: 0.0006861157605032901
Position 339: 0.0005679458018881304
Position 571: 0.0005475473696659489
Position 2166: 0.00034614703805718825
Position 151: 2.545596395285453e-05
Position 260: 3.5240527379645963e-06
Position 437: 2.6733409116387816e-06
Position 7: 1.1590747334538272e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2030: 0.8918527678612402
Position 1721: 0.3904395849369027
Position 690: 0.36288172438165595
Position 4143: 0.30163231178081895
Position 2277: 0.26402745602406913
Position 1422: 0.2295702588754374
Position 5298: 0.0954849267308714
Position 2815: 0.0647741391262285
Position 5810: 0.03677107482709181
Position 974: 0.03048513844999904
Position 3030: 0.026043314104033766
Position 603: 0.023625140776514158
Position 435: 0.022982008146629145
Position 530: 0.022149622283316184
Position 993: 0.02192378408955934
Position 1078: 0.01673858259170393
Position 641: 0.013234926501880922
Position 2227: 0.007135964988985527
Position 2823: 0.004672244931783143
Position 1773: 0.003079239082967133
Position 1526: 0.0010288490967646732
Position 1201: 0.0008953553020031946
Position 172: 0.00034657855639818816
Position 481: 0.00034601503003427094
Position 1111: 0.0003319399002834853
Position 488: 0.00026375009407699005
Position 539: 0.00023060144703695022
Position 370: 4.5733973449058304e-05
Position 230: 3.073475991617551e-05
Position 401: 2.749259222746335e-05
Position 459: 2.4440991635717503e-05
Position 374: 1.901125603266111e-05
Position 765: 4.341357379182381e-06
Position 546: 3.235355394379303e-06
