Gene = CIZ1
index = 373
Annotated 5SS: [  158   902  1261  3727  6043 10869 11175 12881 13221 14024 15239 21570
 22184 22538 24495 24831]
Annotated 3SS: [  726  1144  3654  5812 10774 11065 12173 13098 13825 15113 21481 22069
 22387 24424 24708 25182]
SMsplice 5SS: [  385   902  1261  6043 10869 11175 14024 15239 21570 22184 22538 24831]
SMsplice 3SS: [  726  1144  5812 10789 11065 13923 15113 21481 22069 22387 24708 25182]
top_k =  100
Partition function (log Z): 19.42114596935428

Sorted 5' Splice Sites (High to Low Probability):
Position 11175: 0.9995553355590943
Position 902: 0.9923684266088775
Position 1261: 0.9865796629967544
Position 21570: 0.9732258353942526
Position 10869: 0.9644670539392775
Position 22538: 0.9592370021251558
Position 6043: 0.951358040210332
Position 15239: 0.8874205229371582
Position 24831: 0.839259235927082
Position 22184: 0.7590819886662228
Position 14024: 0.7469325476163399
Position 8127: 0.5774416858501062
Position 1073: 0.5067137090774967
Position 21986: 0.44543883587484867
Position 385: 0.4400423196472214
Position 24495: 0.4293952047401602
Position 19571: 0.267512334527932
Position 158: 0.24469006052593656
Position 13221: 0.22821843586069743
Position 22222: 0.19465378660298852
Position 5548: 0.18174566423824465
Position 15274: 0.11257947706284283
Position 548: 0.09993129677614256
Position 369: 0.09167595795559651
Position 24051: 0.06722165942019981
Position 310: 0.060892842761841835
Position 8614: 0.05577777827179809
Position 6050: 0.04864195978967185
Position 12346: 0.03197689585868668
Position 318: 0.028452027705275655
Position 1544: 0.022599341566812797
Position 12517: 0.01936887196469389
Position 22514: 0.017626287803841723
Position 11503: 0.016111581799062382
Position 3727: 0.015730353026209568
Position 21967: 0.012739831858849268
Position 4400: 0.01272621000978723
Position 327: 0.011619317079456083
Position 2094: 0.010594108801266749
Position 1462: 0.010230163009073494
Position 265: 0.01020894298877262
Position 22253: 0.009045173756935533
Position 13486: 0.008403132152977822
Position 1099: 0.007581393900941679
Position 25333: 0.006610609835355159
Position 389: 0.006094423501941092
Position 22552: 0.004962210742477068
Position 10930: 0.004465551840747292
Position 235: 0.004268741525912883
Position 1895: 0.004196010570568723
Position 10938: 0.003610295153525714
Position 658: 0.002030480975787556
Position 11582: 0.0016071313187801292
Position 429: 0.001401676177472258
Position 363: 0.000783695939794588
Position 271: 0.0007829606676688658
