Gene = QARS
index = 1105
Annotated 5SS: [ 455  748 1209 1441 1727 2653 2867 3244 3452 3717 4497 4692 4882 5111
 5311 5562 5728 5962 6187 6472 6719 6880 7080]
Annotated 3SS: [ 599 1098 1364 1661 2598 2805 3171 3365 3629 4396 4612 4772 4979 5217
 5423 5639 5817 6081 6378 6590 6812 6953 8991]
SMsplice 5SS: [ 163  455 1209 1441 1727 2690 2867 3244 3452 3717 4497 4692 4882 5111
 5311 5562 5728 5962 6187 6522 6719 6880 7080]
SMsplice 3SS: [ 372 1098 1364 1639 2598 2805 3171 3365 3629 4396 4612 4772 4979 5217
 5423 5639 5817 6081 6378 6590 6812 6953 8991]
top_k =  100
Partition function (log Z): 50.84921020703438

Sorted 5' Splice Sites (High to Low Probability):
Position 1727: 0.9942375384664602
Position 3717: 0.9918100189949761
Position 5311: 0.9869993478691739
Position 4692: 0.9859309988835663
Position 5111: 0.978139239134245
Position 1209: 0.9670021649498517
Position 5962: 0.9640416516520504
Position 6187: 0.945975294102422
Position 2867: 0.9288101429335708
Position 5562: 0.8791242717002418
Position 6880: 0.878737387378343
Position 3244: 0.874167927248666
Position 6719: 0.8465316602488445
Position 7080: 0.8375070994557217
Position 1441: 0.8314116443166704
Position 455: 0.8238921700899078
Position 3452: 0.7927068284793705
Position 4497: 0.7516304431314156
Position 6522: 0.7480024907041577
Position 163: 0.6903787977334204
Position 4882: 0.6782700792668451
Position 5728: 0.6387874159809233
Position 5742: 0.3056262421400076
Position 2690: 0.30262417332210745
Position 2653: 0.265126335235331
Position 6472: 0.2253790217086704
Position 2695: 0.1985333923876728
Position 748: 0.15113539932702086
Position 5566: 0.11051486738397974
Position 2700: 0.10597781323024714
Position 2477: 0.10129740795959281
Position 6699: 0.09659700374909055
Position 6847: 0.07304531451727958
Position 2685: 0.06985904750647177
Position 6312: 0.068167627194827
Position 699: 0.06460292079789999
Position 67: 0.05322390228739654
Position 715: 0.04984141645006589
Position 3366: 0.03835421660747501
Position 892: 0.037341573377519255
Position 1516: 0.03697669677150265
Position 6748: 0.0341021706966446
Position 4530: 0.031832078389901944
Position 3472: 0.03068261934924371
Position 1505: 0.028919649001445866
Position 272: 0.024300388437273925
Position 3444: 0.023175459080865466
Position 4912: 0.020357783327369712
Position 5980: 0.020003244258158075
Position 4484: 0.018666651240400036
Position 5747: 0.018612120935988997
Position 5078: 0.014484651604426734
Position 5336: 0.0117376566880351
Position 6909: 0.008926688313292516
Position 3821: 0.008189981005014734
Position 5991: 0.006649943159260494
Position 1170: 0.005942564257313191
Position 4906: 0.003912998970002916
Position 280: 0.003048008534483458
Position 6694: 0.0025063938386953822
Position 1109: 0.002503480103258488
Position 6900: 0.0014307722280043312
Position 5127: 0.0012915128016173626
Position 481: 0.0010324015586023476
Position 5552: 0.0005576055118436128
Position 6229: 0.0005137059227694017
Position 1578: 0.00046271983254440847
Position 5061: 0.0004505423923837456
Position 6139: 0.0004152676932991389
Position 5557: 0.0004126458217612762
Position 4922: 0.0002969722497978222
Position 167: 0.0002727435642641728
Position 2119: 0.00027110291907520305
Position 5115: 0.0002703709252883191
Position 517: 0.00022440811256866822
Position 5034: 0.0001912728938334531
Position 5135: 0.0001396740694086932
Position 6: 3.202117782973634e-05
Position 4887: 1.6347133334919675e-05
Position 118: 1.1961349861264904e-05
Position 310: 7.039839829202775e-06
Position 178: 6.31461225602281e-06
Position 176: 3.3215848971452444e-06
Position 5324: 1.1812408792569112e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5217: 0.9993343298712297
Position 6590: 0.9904113817259543
Position 4612: 0.9849253202142182
Position 4979: 0.9835958881475361
Position 5639: 0.9741684770928434
Position 3629: 0.9688275320683417
Position 3171: 0.9450698180853591
Position 2598: 0.939428321525046
Position 6812: 0.9245327210953077
Position 5817: 0.9096154063523957
Position 6081: 0.8949624781894763
Position 8991: 0.8724251987215332
Position 2805: 0.8710475156132668
Position 6953: 0.867142333777903
Position 1364: 0.865870892715402
Position 5423: 0.8415937002502013
Position 3365: 0.7796144490186894
Position 1098: 0.7402060084895611
Position 4772: 0.7037560490620597
Position 6378: 0.7007595117155815
Position 1639: 0.6746863505563715
Position 4396: 0.5815173455497135
Position 372: 0.5600033670917521
Position 1661: 0.31842668564831256
Position 599: 0.23652511006223353
Position 1064: 0.17186779276081499
Position 6284: 0.15426814718273918
Position 4378: 0.13261265713626794
Position 6346: 0.12095278320106377
Position 2383: 0.09600362517454131
Position 5478: 0.08132478894966294
Position 5388: 0.06734443491435646
Position 6263: 0.06059316887575415
Position 972: 0.058188911119589105
Position 4330: 0.05450236084091985
Position 6096: 0.05094844654587317
Position 5863: 0.04968248165645873
Position 2786: 0.049155552138948254
Position 6978: 0.037163221348549116
Position 4342: 0.036321446346084994
