Gene = RP11-96L14.8
index = 1183
Annotated 5SS: [ 166 2547 2756]
Annotated 3SS: [2462 2657 4125]
SMsplice 5SS: [ 166 2547 2756]
SMsplice 3SS: [2462 2657 3478]
top_k =  100
Partition function (log Z): -2.024780498482857

Sorted 5' Splice Sites (High to Low Probability):
Position 2547: 0.9302594785927776
Position 166: 0.7569112296750439
Position 2984: 0.6040349303708794
Position 2756: 0.43562070356487964
Position 2760: 0.4347967106585047
Position 1941: 0.33109500377539836
Position 186: 0.23889884436865552
Position 1866: 0.10723147469346676
Position 2766: 0.04041541459070689
Position 2799: 0.019178529814272153
Position 2829: 0.016806177403392922
Position 2764: 0.015171205491369567
Position 3090: 0.006833032272078521
Position 2974: 0.004525629495325723
Position 3292: 0.0029915477666324778
Position 1337: 0.0020517920965077378
Position 529: 0.0009432570980455074
Position 225: 0.0006853098121602734
Position 2815: 0.0006211333141854406
Position 2777: 0.0005462609190593392
Position 256: 0.0005445719934483627
Position 297: 0.0005205603521253866
Position 709: 0.000515126726153559
Position 1810: 0.000465763580155852
Position 1826: 0.00026891106320822814
Position 443: 8.207504724002368e-05
Position 170: 2.7235814325138135e-07
Position 199: 9.009473700150483e-08
Position 23: 7.55730963448513e-08
Position 190: 5.0725632873200636e-08
Position 118: 2.65722326997073e-08
Position 134: 1.4770890043760169e-08
Position 232: 1.1375712395198715e-09
Position 111: 1.0346383520303524e-09
Position 48: 1.5635653695508675e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2657: 0.9647709343803177
Position 2462: 0.6116553028028895
Position 2899: 0.43280499190685845
Position 1795: 0.3681951544863613
Position 3478: 0.30742106943611563
Position 2390: 0.3014114170141468
Position 2896: 0.2419722079313249
Position 3703: 0.10770200603710647
Position 4125: 0.10328218054816951
Position 3757: 0.09402284504187486
Position 3445: 0.09206904457698184
Position 3410: 0.06256709631152975
Position 3951: 0.05959393297890895
Position 1825: 0.053934528466736444
Position 4030: 0.027488828873522768
Position 3910: 0.026824378658393787
Position 3923: 0.018806855117203574
Position 3844: 0.017540433375893692
Position 2534: 0.016997944871088633
Position 1722: 0.01352019418754671
Position 3162: 0.011605242709708174
Position 2663: 0.004940161693416404
Position 4153: 0.004042707251647831
Position 2715: 0.0023810820837952083
Position 1865: 0.001530249067540782
Position 3124: 0.0015178133918512919
Position 1753: 0.0014755984617582899
Position 1133: 0.0006672252105475206
Position 1882: 0.0003206940935591585
Position 278: 0.0003171824630034802
Position 1760: 0.0002391022716139253
Position 2712: 0.0001874633566667007
Position 395: 0.00010332039450688004
Position 291: 6.263565475189989e-05
Position 314: 1.203243890404921e-05
Position 990: 1.1141991061927749e-05
Position 1297: 7.48763390653659e-06
Position 1254: 6.588356330667944e-06
Position 1324: 6.131276636613825e-06
