Gene = SSU72
index = 1344
Annotated 5SS: [  392 10097 30007 31001]
Annotated 3SS: [ 9952 29866 30881 32701]
SMsplice 5SS: [  263 10097 10536 12136 30007 31001]
SMsplice 3SS: [ 9952 10453 12003 29866 30881 32701]
top_k =  100
Partition function (log Z): -8.69255277960937

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.8460937707509979
Position 10097: 0.7797466872287437
Position 10536: 0.6376846612003068
Position 12136: 0.6309591233595369
Position 10520: 0.3429449592195305
Position 392: 0.1132102097720574
Position 10265: 0.09973316164621215
Position 10299: 0.09385657609532272
Position 6860: 0.028198609570390918
Position 10801: 0.027777014906195257
Position 10383: 0.02327969455673621
Position 268: 0.018456698422221075
Position 974: 0.01778177541652455
Position 10064: 0.01715577353386279
Position 5438: 0.01588573733928719
Position 7552: 0.01222167725976409
Position 5559: 0.011057367755567949
Position 10317: 0.010788311942593363
Position 4701: 0.007166871996949594
Position 1324: 0.006161980932324739
Position 10525: 0.00448477402102935
Position 149: 0.003957958914333058
Position 10149: 0.00395620141087964
Position 1073: 0.003897086380676512
Position 566: 0.003800493384342473
Position 3350: 0.0037111686300946817
Position 888: 0.0031446307577729874
Position 1867: 0.0012900512850617545
Position 772: 3.3229045663942276e-05
Position 709: 3.1227469157763065e-05
Position 13289: 1.7946608990431956e-05
Position 13261: 1.3327597140852695e-05
Position 510: 8.774656287533053e-06
Position 657: 8.493754608941412e-06
Position 700: 7.457499001462958e-06
Position 11952: 6.733699532976097e-06
Position 13231: 5.267706401655082e-06
Position 1092: 4.485679082865336e-06
Position 588: 3.972461371456884e-06
Position 514: 3.2433745269327386e-06
Position 916: 2.8172715890251195e-06
Position 342: 3.9323706822536847e-07
Position 333: 1.5095873318058116e-07
Position 243: 1.1155681278542606e-07
Position 128: 5.309344536076679e-08
Position 339: 5.298369828438232e-08
Position 395: 2.4974537226411554e-08
Position 37: 1.9360270268536608e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9952: 0.9999607207314334
Position 32701: 0.9990737039138989
Position 10453: 0.9404572463675583
Position 12003: 0.6311739136912785
Position 10428: 0.04774402678605509
Position 6831: 0.028198609570390897
Position 10613: 0.02478377419401426
Position 5369: 0.01588573733928719
Position 10172: 0.014590591607216527
Position 10193: 0.013936616203347352
Position 7434: 0.01222167725976409
Position 5536: 0.01105736775556796
Position 854: 0.008131149704491967
Position 4589: 0.007166871996949607
Position 1245: 0.006162058544911958
Position 3103: 0.0037111686300946804
Position 1446: 0.0012900884236269872
Position 475: 0.0012145328574048534
Position 1062: 0.001101448612886382
Position 15471: 0.00013929816499557346
Position 13106: 0.0001261415813566415
Position 13363: 7.950197716415555e-05
Position 16508: 7.949019261964254e-05
Position 14075: 6.462195143834547e-05
Position 14050: 4.581726512183107e-05
Position 16996: 4.445394352409643e-05
Position 9987: 3.916451741299215e-05
Position 10148: 1.8202559788727236e-05
Position 15532: 1.7053173037321245e-05
Position 11013: 7.671399428031967e-06
Position 12696: 7.553326018313784e-06
Position 10801: 6.103466691661203e-06
Position 11769: 5.5825920646193765e-06
Position 11010: 4.839548237713723e-06
Position 11828: 1.7199618997598305e-06
Position 11836: 1.0946345478242352e-06
Position 11775: 7.525627440113881e-07
Position 12006: 4.4366896794255647e-07
