Gene = GATAD1
index = 575
Annotated 5SS: [ 526 1425 3308 7233]
Annotated 3SS: [1298 3247 7048 8918]
SMsplice 5SS: [ 526 1425 1761 6593 7233]
SMsplice 3SS: [1298 1638 6530 7048 8918]
top_k =  100
Partition function (log Z): -2.0241287290936683

Sorted 5' Splice Sites (High to Low Probability):
Position 7233: 0.9858641013894966
Position 1761: 0.965899592030988
Position 526: 0.9029320839558924
Position 6593: 0.7905871118870177
Position 1425: 0.6495601257480433
Position 3308: 0.3682688129297709
Position 6417: 0.19056395168054463
Position 2704: 0.1301705747478573
Position 8650: 0.10703302540439236
Position 859: 0.0361366653654144
Position 707: 0.035206809082507
Position 3352: 0.03332391060680116
Position 1144: 0.032090128553742596
Position 9565: 0.024734707644755244
Position 1222: 0.017517089085298764
Position 8486: 0.017220422593422463
Position 1470: 0.01676720630320434
Position 307: 0.01631986832924111
Position 6630: 0.015903260348012517
Position 1109: 0.015848224661963436
Position 567: 0.013059172984824065
Position 3527: 0.011516420381236061
Position 6852: 0.00880862764845802
Position 851: 0.007102512523553463
Position 1455: 0.004096173183837816
Position 1377: 0.0017307792973993888
Position 836: 0.001584743171180749
Position 2300: 0.0014533416178093784
Position 1522: 0.0013154709155225046
Position 1123: 0.0012797541460665008
Position 1202: 0.0004936034305076562
Position 136: 7.713744670448969e-05
Position 225: 3.171061241683118e-05
Position 738: 8.571494656678289e-06
Position 333: 7.3983184785966105e-06
Position 1982: 5.888068195174208e-06
Position 1804: 3.6623116359851997e-06
Position 240: 6.997725526192218e-07
Position 192: 6.05938814828757e-07
Position 238: 3.436076269881706e-07
Position 156: 5.7775560803527746e-08
Position 321: 1.723015467822131e-08
Position 37: 1.2141103183560299e-08
Position 50: 1.0089183123922067e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7048: 0.996684970404215
Position 1638: 0.9649527463281578
Position 6530: 0.8093949876372554
Position 8918: 0.6773795249615587
Position 1298: 0.6655640120532674
Position 3247: 0.2965902478359819
Position 6293: 0.19646796392677776
Position 2588: 0.12083446568504141
Position 10784: 0.11558212143687421
Position 3126: 0.09893240461730127
Position 8439: 0.08804677024885839
Position 9435: 0.06869482182095432
Position 8466: 0.06797994425944925
Position 8180: 0.055174334242873976
Position 1050: 0.028305448160443607
Position 8365: 0.02406786187563953
Position 1053: 0.018867656393998577
Position 980: 0.014703037134691439
Position 3443: 0.011516420381236054
Position 780: 0.010458083363555727
Position 10402: 0.009396871083152038
Position 2609: 0.008795786912687006
Position 9017: 0.007685517433891698
Position 7359: 0.007058321422339242
Position 7377: 0.006143196725894189
Position 10098: 0.0060911625546005
Position 3290: 0.006009008384976364
Position 835: 0.004785569835191403
Position 7452: 0.004749383066125159
Position 1014: 0.0030823943901908727
Position 2111: 0.0015565945440797267
Position 850: 0.0015230817908662422
Position 1336: 0.0012744539674697012
Position 498: 0.0011543959675448126
Position 945: 0.001104230678223217
Position 695: 0.0010054661065936877
Position 1300: 0.0009020121658448655
Position 398: 0.0005889219698302068
Position 2500: 0.0005403221501288583
Position 409: 0.0004804429383887228
Position 670: 0.00021898895077954387
Position 1525: 9.870094386754215e-05
Position 3037: 6.106269831233562e-05
Position 2116: 1.4202569369573774e-05
Position 1854: 5.8880681951741995e-06
Position 1536: 5.863691706384086e-07
