Gene = LEAP2
index = 776
Annotated 5SS: [1430 1768]
Annotated 3SS: [1627 2087]
SMsplice 5SS: [ 246 1430]
SMsplice 3SS: [1347 2087]
top_k =  100
Partition function (log Z): -5.612417075995996

Sorted 5' Splice Sites (High to Low Probability):
Position 1430: 0.9631285279604259
Position 246: 0.7807112685342888
Position 1768: 0.38783041945676583
Position 120: 0.15449024335215208
Position 1223: 0.0476089823361217
Position 1652: 0.03901748459630376
Position 1199: 0.03381776259321978
Position 509: 0.016915819490604268
Position 2220: 0.012760881450597025
Position 264: 0.011465014135152747
Position 195: 0.011132709236078515
Position 1576: 0.010666054169866388
Position 2258: 0.009426951081085592
Position 59: 0.005313543170874904
Position 1749: 0.004317678888970347
Position 322: 0.0019016325596410443
Position 1792: 0.0014588354786792027
Position 1177: 0.0011854324941796438
Position 1941: 0.0007676019757882888
Position 1945: 0.0006402807589384242
Position 18: 1.3551747519455646e-05
Position 179: 5.069073683619298e-06
Position 30: 4.267196674969269e-06
Position 257: 6.763035188038411e-07
Position 218: 6.49259258408993e-07
Position 27: 4.189673166017962e-07
Position 103: 1.569723214205522e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1347: 0.9255432480101653
Position 2087: 0.8317236788086919
Position 1627: 0.5169238711037353
Position 1088: 0.047082793290587815
Position 1286: 0.025370273463490228
Position 2382: 0.018664023035272394
Position 1536: 0.017756540768497513
Position 1543: 0.016325878506303602
Position 2290: 0.01286869787678247
Position 1979: 0.011534071688732076
Position 949: 0.011417664410313524
Position 2333: 0.010060071069027237
Position 2576: 0.0058597510057931965
Position 1502: 0.004702399164856438
Position 458: 0.004642757579400237
Position 147: 0.004278597641176354
Position 1372: 0.003968232068093082
Position 1649: 0.003165240015190008
Position 1631: 0.0025284634686788916
Position 1093: 0.002516792799504355
Position 2108: 0.0021437143241682735
Position 1914: 0.0021289354186152802
Position 435: 0.0017558943076864425
Position 2251: 0.0017224467564226666
Position 2093: 0.0014468624964132904
Position 321: 0.0014070188380263225
Position 1036: 0.0010643054937339378
Position 1226: 0.0009598447363806665
Position 1498: 0.0009472529987557524
Position 1397: 0.0008922094952831865
Position 184: 0.0007433264083795372
Position 1652: 0.0007244480960041782
Position 2385: 0.0007075747725662315
Position 362: 0.0004321887129576709
Position 1429: 0.00024081617958397094
Position 305: 0.00016837847175643058
Position 371: 0.00016364995900206442
