Gene = FBXW12
index = 547
Annotated 5SS: [ 102  639 1127 1487 3254 6308 7340 8694 9660 9867]
Annotated 3SS: [  464  1088  1328  3134  6097  7180  8482  9480  9735 22315]
SMsplice 5SS: [ 102 1243 1487 3254 6308 9660 9867]
SMsplice 3SS: [ 1088  1328  3134  6097  9571  9735 15349]
top_k =  100
Partition function (log Z): -5.160432384328068

Sorted 5' Splice Sites (High to Low Probability):
Position 6308: 0.990895174254625
Position 9867: 0.9836910884067188
Position 9660: 0.9769612143032854
Position 3254: 0.9284219232938902
Position 1487: 0.8557869937734455
Position 1243: 0.7041735751651983
Position 102: 0.5907474822340996
Position 188: 0.2952026131526812
Position 7340: 0.26830752236523475
Position 7587: 0.21072139535958945
Position 639: 0.19081355163818994
Position 7596: 0.09595713661622367
Position 1237: 0.06783967594846321
Position 1493: 0.05385824015055177
Position 12950: 0.05288649655526452
Position 1127: 0.04838246540062321
Position 5827: 0.04169278677960373
Position 630: 0.039313381786526096
Position 334: 0.03509706790327183
Position 324: 0.028512028065636866
Position 1471: 0.02753862127054743
Position 1434: 0.026635483971731638
Position 5202: 0.024809956836925485
Position 14524: 0.011785922182477714
Position 1499: 0.011015224009284928
Position 529: 0.00892080925048151
Position 4867: 0.008759355228369577
Position 36: 0.007243410149548001
Position 1919: 0.006817531516202541
Position 390: 0.006388781210990747
Position 255: 0.005902298128494788
Position 621: 0.003219524150055092
Position 1218: 0.0019837876737638857
Position 7197: 0.0015556745890299441
Position 284: 0.001517444728515825
Position 1247: 0.0013554826599043572
Position 201: 0.0002536833571752842
Position 21: 7.669207580976781e-07
Position 142: 5.233058272938004e-07
Position 192: 3.296061897291127e-08
Position 218: 1.4183059579373577e-10
Position 160: 6.028918368244783e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9735: 0.9606523027100031
Position 3134: 0.9284219232938905
Position 1328: 0.925733572885585
Position 1088: 0.8168317311522557
Position 9571: 0.6827286639418325
Position 6097: 0.6672717884838465
Position 6163: 0.31191827053948057
Position 9595: 0.2693864058369752
Position 7452: 0.2559454257739761
Position 15349: 0.25369438481989154
Position 7180: 0.22777591632862776
Position 13776: 0.21926576286626148
Position 437: 0.1625049970596896
Position 17956: 0.13384696021900488
Position 13742: 0.09737354224940875
Position 14739: 0.06960779815818323
Position 7370: 0.05073310620183693
Position 12836: 0.049672206358476814
Position 1344: 0.04910099028997642
Position 11336: 0.04626235845758171
Position 16115: 0.04350173895759304
Position 15945: 0.04223570631668157
Position 5735: 0.04169278677960372
Position 14445: 0.04115500306813057
Position 7132: 0.039488667288446855
Position 9480: 0.0360831609982905
Position 12247: 0.02066033198008785
Position 10598: 0.01958791669351599
Position 5062: 0.01906294051989074
Position 216: 0.015411020935607788
Position 620: 0.012639790930307643
Position 12780: 0.01217367928833829
Position 9288: 0.011801769222903838
Position 6256: 0.011233122997511108
Position 12979: 0.008688647846855375
Position 538: 0.004979901178673401
Position 254: 0.004741150432814868
Position 4765: 0.004365228633992189
Position 573: 0.004182842141538141
Position 472: 0.0037038125981874673
Position 5097: 0.003459661280918084
Position 12464: 0.0031110980365411417
Position 1200: 0.0030484063476931542
Position 1851: 0.003004424234835907
Position 269: 0.0029445521185035594
Position 10746: 0.0027124862769531783
Position 4691: 0.002519696666627155
Position 417: 0.002470598813076253
Position 1747: 0.002389792001749934
Position 5137: 0.002287355036116652
Position 4648: 0.0018744299277502396
Position 464: 0.0017059597200391016
Position 7031: 0.0015375643559544046
Position 502: 0.0013054308794147019
Position 10255: 0.001122797144237338
Position 7103: 0.0010610489812357489
Position 1765: 0.000869028814659221
Position 1565: 0.0005542864649574706
Position 5987: 0.0004719922337870965
Position 333: 0.0001949262471579932
Position 363: 0.00017735827080939928
Position 276: 1.2015756691417037e-05
Position 314: 9.024315616610989e-06
Position 283: 2.4316871577501335e-06
Position 188: 1.8695086878013939e-06
Position 192: 5.65844758926145e-07
