Gene = PTRH1
index = 1099
Annotated 5SS: [  137  9330  9899 10271 10495]
Annotated 3SS: [ 7913  9678 10170 10448 10590]
SMsplice 5SS: [  137  2291  9899 10271]
SMsplice 3SS: [ 2217  9678 10132 10590]
top_k =  100
Partition function (log Z): -0.493052441119997

Sorted 5' Splice Sites (High to Low Probability):
Position 9899: 0.9999999999999996
Position 137: 0.9889992078740086
Position 10271: 0.962472125835515
Position 2291: 0.5583548660371694
Position 585: 0.3578852316456001
Position 1229: 0.26251159481320335
Position 10495: 0.115765298630059
Position 2363: 0.11280378084881426
Position 741: 0.08640556088668791
Position 10739: 0.07606594593522287
Position 8404: 0.06954312848595458
Position 2630: 0.028760827071485837
Position 123: 0.004190558958212328
Position 10609: 0.0033300139475583982
Position 347: 0.002581993710130411
Position 95: 0.0024050355875608605
Position 628: 0.0021177272245151376
Position 71: 0.0015848877286659148
Position 10276: 0.0010528684549604792
Position 10042: 0.0009509733735891766
Position 215: 0.00018734325468104603
Position 321: 2.5569843352107904e-05
Position 238: 1.6783490974009968e-05
Position 74: 3.765376455194146e-06
Position 310: 1.7512086906251336e-06
Position 276: 1.6504782397730898e-06
Position 10287: 1.4967506405500023e-06
Position 159: 1.4524890283740985e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9678: 0.9999999999999993
Position 10590: 0.964546608959874
Position 10132: 0.7044986694158683
Position 2217: 0.6259978975706987
Position 425: 0.3632931986298657
Position 10170: 0.2514783209250542
Position 1066: 0.1300744441949018
Position 1145: 0.10991581162696948
Position 489: 0.07817719873669482
Position 8298: 0.06954312848595456
Position 10448: 0.051109904633724355
Position 10882: 0.04377175872056158
Position 2135: 0.03361692113768461
Position 10356: 0.031543376135836035
Position 10683: 0.02235331633947131
Position 2527: 0.021253714041041864
Position 10378: 0.019068134348508806
Position 1219: 0.017638673285111324
Position 10413: 0.01581829602967567
Position 10833: 0.014140552826702603
Position 2278: 0.01154382817760037
Position 2476: 0.007507113030443973
Position 10478: 0.005361902263874939
Position 11100: 0.005359885584774633
Position 9986: 0.005271674225898731
Position 10387: 0.0049290361696643775
Position 996: 0.003704626036287298
Position 10892: 0.003554755707336871
Position 10821: 0.003225377204000907
Position 10982: 0.0030621691367885015
Position 10950: 0.0029970424551415877
Position 10806: 0.002777827399328447
Position 10117: 0.002431545361211673
Position 588: 0.0017333354145501426
Position 627: 0.0015562571956591125
Position 1021: 0.0011780396699334426
Position 10007: 0.0010525023781705065
Position 10077: 0.0007429570783706765
Position 10200: 0.0005431096277072283
Position 525: 0.0005076209005531044
Position 606: 0.0003354857431569741
Position 554: 0.00018655899135465472
Position 603: 0.00018296924406134723
Position 569: 0.00018120324222879237
Position 454: 0.0001774750958894846
Position 284: 5.341990387659554e-05
Position 254: 2.296283586953926e-05
Position 692: 8.338230428271285e-07
