Gene = ASZ1
index = 105
Annotated 5SS: [  168   688  5287  7361 41826 42798 44538 45455 46513 47586 58912 60172]
Annotated 3SS: [  587  5163  7248 41713 42662 44412 45378 46455 47475 58805 60057 63774]
SMsplice 5SS: [  168   688  5287 41826 42798 44538 45455 47586]
SMsplice 3SS: [  587  5163 41713 42662 44412 45239 47475 58805]
top_k =  100
Partition function (log Z): -32.54781798015101

Sorted 5' Splice Sites (High to Low Probability):
Position 688: 0.9959939204171327
Position 168: 0.9819707963283569
Position 5287: 0.8747744229765099
Position 7361: 0.3685562549474975
Position 146: 0.015254548017738033
Position 5840: 0.0010811702447066024
Position 4722: 0.000751445063763361
Position 5727: 0.0007162549937553727
Position 112: 0.0006888893545864158
Position 5069: 0.00045401845437449657
Position 383: 0.0004535190273247013
Position 399: 0.0004041589432021868
Position 266: 0.00029848649889550953
Position 464: 0.00029391523315792743
Position 377: 0.0002053243545747493
Position 502: 0.0001536533847435624
Position 35: 8.316405908554632e-05
Position 298: 4.9484286947291194e-05
Position 264: 3.980395399302943e-05
Position 161: 3.340323097462419e-05
Position 201: 2.6192808993674767e-05
Position 394: 2.0591528150946463e-05
Position 302: 1.5253043364743355e-05
Position 5263: 1.4132438111726367e-05
Position 522: 8.815945904842744e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 587: 0.9858811144818499
Position 5163: 0.8443919491297337
Position 16795: 0.3842292718875423
Position 7248: 0.3668438679754895
Position 11809: 0.23743918154038213
Position 12286: 0.1334822776108492
Position 11820: 0.040429611511852794
Position 14197: 0.0392813389189103
Position 5545: 0.03306542665106527
Position 13221: 0.023929880801990964
Position 7782: 0.0215320684604772
Position 5189: 0.02001449606404614
Position 5221: 0.010960756774691629
Position 5526: 0.010676265451124614
Position 5965: 0.0094353533830031
Position 615: 0.007344514356046826
Position 7100: 0.007283048339442013
Position 10870: 0.007148115168399672
Position 5839: 0.0071199749052127306
Position 8569: 0.005459841221939984
Position 5235: 0.005369123856318352
Position 8142: 0.005146964005661161
Position 8280: 0.00462123042252275
Position 6036: 0.0045959650224888255
Position 3664: 0.0044956780349296906
Position 1037: 0.0029363665924921106
Position 6450: 0.0022106296152414506
Position 4353: 0.0020697105115118786
Position 5713: 0.0016694383607114705
Position 472: 0.001219027062783
Position 6674: 0.0011514595088882474
Position 897: 0.0010014559625761538
Position 431: 0.0008716164115711879
Position 376: 0.0008605771228894759
Position 1376: 0.0008452981686754209
Position 758: 0.0007549625700414253
Position 598: 0.0006764290338092404
Position 4579: 0.0005477808919853036
Position 284: 0.0004935984908954608
Position 4857: 0.0004540184543744998
Position 1989: 0.0003807226431845309
Position 3344: 0.00037328149261965963
Position 916: 0.00033056496882059627
Position 1061: 0.0003248701121715469
Position 4008: 0.00032095461964157474
Position 2406: 0.0003204432854290204
Position 2661: 0.00031531783763489533
Position 3688: 0.00031136326317029816
Position 3843: 0.0002921436002377851
Position 2611: 0.0002845100231347564
Position 2336: 0.00024031120393797916
Position 3200: 0.00019840968110707127
Position 1210: 0.00013709469882714636
Position 1551: 0.00013615237833987677
Position 1448: 0.00011488951687753763
Position 4549: 0.00011024294902452893
Position 1919: 0.00010492175272066925
Position 5030: 8.958766615672377e-05
Position 671: 7.074560542359416e-06
Position 620: 6.30225676757168e-06
Position 394: 1.3878110260550826e-06
Position 534: 9.097066869744174e-07
Position 639: 1.2287776899256734e-07
Position 635: 1.2119283764771745e-07
Position 654: 1.1247331773027879e-07
Position 560: 9.245593567527947e-08
Position 624: 1.5088605306227825e-08
Position 674: 1.1538510417846565e-08
Position 310: 3.146392932520644e-09
