Gene = ASPM
index = 102
Annotated 5SS: [  554  2738  4364  6928 11599 13345 14410 16780 17508 18205 21649 21825
 22585 24307 24536 24780 28906 46264 50697 52611 53643 54788 55845 56499
 56765 58439 59892]
Annotated 3SS: [ 2593  2883  6822 11451 13098 14341 16637 17376 18028 21502 21738 22362
 24098 24392 24650 28710 41508 50529 52513 53432 54637 55652 56305 56609
 58261 59721 62267]
SMsplice 5SS: [   13   180   554  2738  4198  4364  6928 11599 14410 16780 17508 21649
 21825 22585 24536 24780 28906 50697 52611 53643 54788 55845 56499 56765
 58439 59892]
SMsplice 3SS: [   99   458  2593  4087  4264  6822 11451 14341 16637 17376 21502 21738
 22362 24456 24650 28710 50529 52513 53432 54637 55652 56305 56609 58261
 59721 62267]
top_k =  100
Partition function (log Z): 0.6846153599526077

Sorted 5' Splice Sites (High to Low Probability):
Position 11599: 1.0000000000000044
Position 14410: 1.0000000000000038
Position 2738: 0.9903333787503179
Position 4364: 0.9863448344654543
Position 17508: 0.9809987809537444
Position 554: 0.9594373358684553
Position 16780: 0.951370750855398
Position 22585: 0.9314612414837815
Position 28906: 0.8985138546331723
Position 180: 0.8935591315367699
Position 24780: 0.8742989155834757
Position 21825: 0.7151249747266258
Position 4198: 0.6359935731188203
Position 21649: 0.6310994557767953
Position 5464: 0.5626319689879373
Position 18205: 0.37301400514818644
Position 21666: 0.33806245157809495
Position 4806: 0.23959072049950392
Position 24828: 0.12532332722602355
Position 3163: 0.12297482391438551
Position 24536: 0.09613229058312443
Position 23470: 0.061087886863766816
Position 16032: 0.05603696086683526
Position 293: 0.05082464061918415
Position 17003: 0.04827438331550102
Position 13345: 0.04780090845177776
Position 24027: 0.04080528748992944
Position 17650: 0.038879023343331355
Position 16036: 0.0319791199206882
Position 12020: 0.03181262205551809
Position 1988: 0.03104858043648339
Position 30039: 0.030257345839222797
Position 24220: 0.026989896843245192
Position 2178: 0.01595010401176477
Position 675: 0.011988716928141437
Position 4126: 0.010590661594248645
Position 28265: 0.010308803935506289
Position 800: 0.009734901847146458
Position 17573: 0.00843157246815635
Position 394: 0.007319943569126536
Position 107: 0.007011428265745653
Position 2021: 0.0063416675977475195
Position 24307: 0.005004827884034823
Position 174: 0.004924729295102146
Position 5122: 0.003991594163410524
Position 17: 0.0031408794178980587
Position 748: 0.0026230334114950397
Position 103: 0.0024704651729704585
