Gene = BRD8
index = 140
Annotated 5SS: [  391  1416  6922  7626  7949  8155  8642  9765 11053 12469 13159 14273
 14667 14900 15857 16933 17191 18096 18918 19432 26505 28242 29347 33198
 33810 38282]
Annotated 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 12258 12877 13819 14572
 14852 15641 16839 17121 17917 18812 19386 26225 27977 29188 33107 33740
 38103 38819]
SMsplice 5SS: [  391  1416  6922  7642  7949  8155  8642  9765 11053 13159 14667 14900
 16933 17191 18096 18918 21883 28242 33198 33835 38282]
SMsplice 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 13102 14572 14852 16839
 17121 17917 18812 21718 27977 33107 33740 38103 38819]
top_k =  100
Partition function (log Z): 31.143202816979688

Sorted 5' Splice Sites (High to Low Probability):
Position 33198: 0.9999966856476717
Position 18918: 0.9961693302914764
Position 7949: 0.9783961798858481
Position 18096: 0.9730259405880411
Position 14667: 0.9705450467184376
Position 8642: 0.965525053668052
Position 16933: 0.9508765183630371
Position 13159: 0.9144988224519772
Position 8155: 0.912996088336298
Position 11053: 0.864129939205282
Position 28242: 0.8402573555071543
Position 9765: 0.824098216820843
Position 391: 0.7835956826884729
Position 21883: 0.7577109746393197
Position 38282: 0.7222063059358645
Position 17191: 0.6963645945689988
Position 12469: 0.6724971660990139
Position 1416: 0.6561094347852447
Position 7642: 0.622577684452019
Position 26505: 0.5629702723905885
Position 6922: 0.5616052971825697
Position 14900: 0.5445353360763674
Position 33835: 0.5146695743255597
Position 10517: 0.48453936948553683
Position 22258: 0.4158824685186531
Position 1421: 0.34386941752389266
Position 33810: 0.30981235780429117
Position 8326: 0.23465826194957573
Position 19432: 0.18909574313830257
Position 4310: 0.17733953487908286
Position 15899: 0.15099957769448735
Position 17284: 0.14243238010999756
Position 17215: 0.1408475739539915
Position 10661: 0.13970936553053293
Position 6970: 0.11402157011040473
Position 12877: 0.11350397186952603
Position 7626: 0.11272922011317085
Position 34836: 0.10513383886551861
Position 8312: 0.10443766021830582
Position 21820: 0.0863636440784523
Position 14273: 0.07941078545313172
Position 594: 0.07460836336829407
Position 10971: 0.07172767175464834
Position 6267: 0.0686144574029682
Position 41: 0.06589635493148491
Position 34683: 0.060512409244257846
Position 218: 0.05983059384508589
Position 9709: 0.058764922304695294
Position 25489: 0.0541675701465819
Position 38345: 0.04168656932726124
Position 1128: 0.038017351548385925
Position 1163: 0.03300175433775632
Position 16954: 0.03272435031878478
Position 9326: 0.03148215119752583
Position 13820: 0.030445708345512537
Position 407: 0.02883842301304364
Position 19493: 0.024133904776539213
Position 38356: 0.022043853892464257
Position 15759: 0.017790196243162158
Position 8656: 0.017511405494121033
Position 15010: 0.014304887678081288
Position 15072: 0.01422801351791022
Position 21345: 0.013754641349730125
Position 22357: 0.013107255267671402
Position 14757: 0.012022763579105762
Position 1143: 0.011534795110498056
Position 897: 0.011533996661093436
Position 19557: 0.0112983431996542
Position 7753: 0.009963606064998784
Position 294: 0.009518543218046184
Position 8005: 0.009316618708837642
Position 45: 0.008833879170084864
Position 14139: 0.007750539636766576
Position 7920: 0.004857220572668782
Position 13103: 0.0047293012560502105
Position 34939: 0.004598198133746796
Position 17422: 0.004407283647113789
Position 9965: 0.003918357629714151
Position 17512: 0.0031997276409123187
Position 596: 0.00279456738779191
Position 17060: 0.0027038222469767666
Position 8347: 0.0026868476206841105
Position 8214: 0.0026411901450411764
Position 15857: 0.002540797056426774
Position 395: 0.0024561368653194296
Position 2962: 0.002147679670961197
Position 18018: 0.002140656912481331
Position 3237: 0.0020680435892304477
Position 5851: 0.0019256536546401917
Position 10061: 0.0018150014097462453
Position 753: 0.0017803541071070158
Position 8011: 0.00156106803418179
Position 351: 0.0015166731910922087
