Gene = DFFA
index = 441
Annotated 5SS: [ 204 3350 5337 9096 9469]
Annotated 3SS: [ 3187  5193  8905  9316 10823]
SMsplice 5SS: [ 249 3350 5337 9096]
SMsplice 3SS: [3187 5193 8905 9316]
top_k =  100
Partition function (log Z): -8.730842398061961

Sorted 5' Splice Sites (High to Low Probability):
Position 3350: 0.9514859571345844
Position 9096: 0.8371032332863771
Position 5337: 0.7860222052488041
Position 249: 0.49078573184121205
Position 662: 0.45936115633860014
Position 9469: 0.4203257067450264
Position 43: 0.23084586922453004
Position 669: 0.14627162451700604
Position 9539: 0.10251813500586451
Position 9017: 0.05934123271962213
Position 204: 0.057379955092319766
Position 8996: 0.03706928814394414
Position 228: 0.021039531296393528
Position 336: 0.016358751959351832
Position 74: 0.016004851560067618
Position 1262: 0.0103067372413998
Position 51: 0.007850530226406796
Position 779: 0.005132918005221584
Position 9702: 0.004118254814399557
Position 1041: 0.003761635319779716
Position 537: 0.0034408443102833487
Position 9021: 0.002753813647009982
Position 393: 0.0017265905843059422
Position 6488: 0.001352769357382327
Position 278: 0.0009919369940115934
Position 92: 0.0007307633677957183
Position 305: 0.0003706618609327772
Position 257: 0.0002525595218135721
Position 460: 0.00023593723699322634
Position 342: 0.0001811453755137009
Position 406: 0.00017282029062705206
Position 409: 0.0001419392979486015
Position 567: 1.3354453290740802e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3187: 0.9458880384157838
Position 9316: 0.8611357114681711
Position 5193: 0.6805988324579569
Position 8905: 0.5634902498591875
Position 601: 0.43758963404062967
Position 8930: 0.3802810706359623
Position 15478: 0.3781154461607728
Position 13211: 0.1095998724009799
Position 5235: 0.09687287677896372
Position 11142: 0.05924391787904533
Position 9568: 0.03009853921739078
Position 14314: 0.023238098905169015
Position 533: 0.022939223713375718
Position 10823: 0.02175219043625062
Position 9243: 0.012934200776319104
Position 13155: 0.009768833171506485
Position 5105: 0.008550496011883275
Position 3213: 0.0058827779713032805
Position 1092: 0.005340463172746336
Position 1119: 0.004966274068653461
Position 9676: 0.004827156112264766
Position 6392: 0.002751071382936905
Position 5503: 0.002474726636951538
Position 9965: 0.0023337964367188945
Position 9730: 0.002195669619606786
Position 613: 0.0014113568086512563
Position 646: 0.001110894111751253
Position 1392: 5.702336788904005e-05
