Gene = LRWD1
index = 799
Annotated 5SS: [ 232 1123 1342 2551 2895 3259 3449 3726 4134 4718 4954 7381 7681 7876]
Annotated 3SS: [ 887 1224 2409 2789 3132 3333 3624 3925 4644 4812 7288 7524 7762 7979]
SMsplice 5SS: [ 250 1123 1342 2551 2895 3259 3449 4134 4730 4954 5637 5818 7381 7681
 7876]
SMsplice 3SS: [ 887 1224 2409 2789 3132 3333 3970 4644 4812 5446 5746 7288 7524 7762
 7979]
top_k =  100
Partition function (log Z): 33.05258129830365

Sorted 5' Splice Sites (High to Low Probability):
Position 4954: 0.9996097326642523
Position 7876: 0.998383504257832
Position 7681: 0.9904777217322605
Position 1342: 0.990437593257349
Position 1123: 0.9663823418990428
Position 2551: 0.93615855681768
Position 3449: 0.9236579532736235
Position 7381: 0.8957055911517116
Position 250: 0.8900010408782497
Position 5818: 0.8590591234820076
Position 4134: 0.7340182232678794
Position 2895: 0.7161570683214378
Position 3259: 0.715787471038512
Position 5320: 0.6627565791718177
Position 4730: 0.6261853283446799
Position 3726: 0.4545510612120812
Position 5637: 0.3729812452719237
Position 4718: 0.37185036805378585
Position 4466: 0.35133557851516306
Position 5582: 0.3055331654943833
Position 7209: 0.11973390162504916
Position 232: 0.07228154099130936
Position 4040: 0.06605612491025935
Position 1767: 0.05555671797671019
Position 2650: 0.022741204401520002
Position 7385: 0.01959145290747678
Position 2142: 0.01921057502401778
Position 2790: 0.018123873480675304
Position 5532: 0.015629932270696294
Position 3220: 0.013913947599960078
Position 2835: 0.011446572470375138
Position 819: 0.009321421301390579
Position 7228: 0.008006495417159532
Position 1309: 0.007608128741089075
Position 801: 0.006305852960476133
Position 4367: 0.005257606343329058
Position 753: 0.003511587961904863
Position 126: 0.003357525122813736
Position 2190: 0.0030989515645815733
Position 699: 0.0028319987945414748
Position 1268: 0.001898600425671534
Position 338: 0.0017623756564772307
Position 277: 0.0014269927061501494
Position 7377: 0.0009553168629181329
Position 8117: 0.0009169998173364909
Position 2998: 0.0006616061524823528
Position 785: 0.0005041936485042323
Position 439: 0.00046503827451249534
Position 7637: 0.00040240715179525293
Position 550: 0.00023791838952158902
Position 258: 0.00015134291059198954
Position 1022: 2.3771114926061316e-05
Position 1273: 8.188343517936505e-06
Position 464: 1.0998400094068254e-08
Position 225: 6.924821471406098e-09
Position 114: 5.958827902040021e-09
Position 11: 6.859422961834494e-10
Position 260: 3.0374495562070224e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1224: 0.9989438726280024
Position 7762: 0.9976464912472566
Position 4644: 0.9975791686438604
Position 7524: 0.9912711641705393
Position 4812: 0.9872093762536256
Position 3333: 0.9780735456644363
Position 7979: 0.9656221578367776
Position 2409: 0.9293500652492782
Position 7288: 0.9099760210652638
Position 5446: 0.8401082618551512
Position 5746: 0.7130952046638593
Position 3132: 0.6445596878807367
Position 887: 0.5905654554406153
Position 3970: 0.47363878645647484
Position 2789: 0.43820323753271034
Position 2735: 0.2521552964115321
Position 5109: 0.24725351004360896
Position 951: 0.2366729289938404
Position 4270: 0.2281576881829942
Position 3624: 0.1916972012584173
Position 4010: 0.18794507798542914
Position 5154: 0.1874439767452827
Position 7121: 0.134093512258647
Position 5200: 0.12703696804087367
Position 3925: 0.11963188520535575
Position 4315: 0.10361742741027068
Position 3638: 0.10201644415750347
Position 957: 0.08978904248550061
Position 3686: 0.0816741113272594
Position 5226: 0.06541634276113514
Position 3016: 0.03668675569072828
Position 2705: 0.035906606020927725
Position 8015: 0.029240127565248342
Position 4371: 0.02221123629262635
Position 3369: 0.021893065856894916
Position 1580: 0.020426826304996575
Position 2763: 0.019864482351656772
Position 3053: 0.01924998112630614
Position 3219: 0.01855555231250819
Position 1506: 0.0163029536917053
Position 2062: 0.015210182541995113
Position 3856: 0.014276797044571216
Position 5250: 0.013205023865915546
Position 5247: 0.01308718005244731
Position 2294: 0.012094738413511863
Position 4816: 0.0119026321285883
Position 602: 0.010074504282979796
Position 2307: 0.00859710684789338
Position 1074: 0.008318906610389667
Position 1047: 0.008231947182264181
Position 1670: 0.008224577177558846
Position 2036: 0.006240644478491042
Position 987: 0.005647592509017407
Position 5082: 0.005001938356082605
Position 867: 0.004852038738001678
Position 3176: 0.004779810257585999
Position 1673: 0.004600414147773572
Position 3887: 0.004581801486307859
Position 2416: 0.0045040859301363236
Position 5068: 0.003650442365020932
Position 4249: 0.0035610850092462616
Position 7944: 0.003400173372595368
Position 3188: 0.0031758518636320694
Position 3545: 0.0028212577425215683
Position 2460: 0.002398540341615702
Position 895: 0.0021403705955841943
Position 1724: 0.0017239043706940378
Position 2985: 0.0016877373551171732
Position 1530: 0.0016716196066899837
Position 1461: 0.0015692856205260434
Position 8204: 0.0011975096250206143
Position 1870: 0.001178328483304631
Position 2321: 0.0011027309992497664
Position 7794: 0.0009511056169231853
Position 2827: 0.0008831523056258207
Position 346: 0.000867708984931394
Position 5056: 0.0006611969414504631
Position 2574: 0.0005711446799334719
Position 1272: 0.000546689999440486
Position 1308: 0.0004602793309040779
