Gene = TPRA1
index = 1474
Annotated 5SS: [ 416  698 3448 3617 3821 4498 4689 5035 5253]
Annotated 3SS: [ 564 3360 3543 3740 4386 4627 4931 5171 6648]
SMsplice 5SS: [ 416  698 3448 3617 3821 4498 4812 5035 5253]
SMsplice 3SS: [ 564 3360 3543 3740 4386 4627 4931 5171 6648]
top_k =  100
Partition function (log Z): 21.29307133863928

Sorted 5' Splice Sites (High to Low Probability):
Position 416: 0.993734357599102
Position 5035: 0.9906704647158948
Position 698: 0.976589893134455
Position 5253: 0.9451568928088008
Position 3448: 0.9090401022868867
Position 3821: 0.8550456927739761
Position 4498: 0.7703927422924208
Position 3617: 0.7368165743990072
Position 4812: 0.6750075312264708
Position 4253: 0.5870920629276959
Position 4063: 0.3154645481674216
Position 4546: 0.14888805983429582
Position 2704: 0.14227312970850725
Position 3829: 0.13188001992296414
Position 3412: 0.08910425716932065
Position 3184: 0.07421234818635859
Position 4759: 0.07394279787080638
Position 3108: 0.06795008845976691
Position 4689: 0.06627367773391042
Position 146: 0.06613299162506092
Position 142: 0.06106621398399391
Position 3104: 0.05208516914510625
Position 4474: 0.04637771194912949
Position 3619: 0.04489373398807047
Position 3172: 0.03805319516525558
Position 6044: 0.03611625878630634
Position 3623: 0.034051403117342054
Position 3011: 0.025296188376522276
Position 4078: 0.023104401318739885
Position 55: 0.01933081374891111
Position 4503: 0.014868627801118226
Position 788: 0.011736504190875583
Position 1888: 0.011391507819541425
Position 3753: 0.011102166737815831
Position 5904: 0.010424582930465687
Position 5318: 0.009924949641911807
Position 3290: 0.009151716115402187
Position 5345: 0.00826241100316289
Position 3165: 0.007410997264338405
Position 1136: 0.007136177554878144
Position 5320: 0.005774655311228227
Position 5938: 0.005504823626634649
Position 2875: 0.005427427672593742
Position 6255: 0.004986834940214422
Position 210: 0.0044824126119901225
Position 58: 0.0034746348050764255
Position 452: 0.002907876315880106
Position 2196: 0.0019522550415399572
Position 6078: 0.0019287462656945346
Position 155: 0.0014555077886984522
Position 3592: 0.00136229429624169
Position 482: 0.0012664434808385904
Position 5079: 0.0011199211684911978
Position 2207: 0.0009262473291390718
Position 3590: 0.0009145608549996473
Position 309: 0.0008675598701298634
Position 1714: 0.0008584240112170525
Position 168: 0.0008227790566088166
Position 2140: 0.0004086838804907578
Position 5053: 0.00035401222579220753
Position 110: 0.00025966017204248046
Position 31: 0.00021526903759315426
Position 107: 0.00020634673002914433
Position 117: 0.00014750079503101398
Position 158: 9.016600904229978e-05
Position 175: 8.965342575935495e-05
Position 471: 7.485401392013575e-05
Position 4951: 7.086434625649554e-05
Position 3400: 5.920419500837717e-05
Position 39: 4.1607621152763925e-05
Position 571: 3.8627689850006005e-05
Position 119: 2.0715847924273856e-05
Position 4863: 4.287268439257121e-07
Position 488: 4.5991328302901655e-10
Position 469: 2.3377257683415757e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5171: 0.9932956526973384
Position 3543: 0.9789026449271201
Position 4931: 0.9735225405219692
Position 4386: 0.9696753221872279
Position 3360: 0.956033076408686
Position 6648: 0.9182946705247408
Position 564: 0.8644832916833994
Position 4627: 0.8211106107805181
Position 3740: 0.7375546140479897
Position 4181: 0.5115050428705397
Position 2996: 0.28472030969992806
Position 3919: 0.2607157837690092
Position 273: 0.1528610254972053
Position 3895: 0.11960433694951263
Position 3726: 0.10071134992566069
Position 536: 0.09658790219335273
Position 2594: 0.0749397382073327
Position 5971: 0.05466823908910277
Position 2525: 0.03427528587096054
Position 6077: 0.03414039340460214
Position 2528: 0.026028473454471797
Position 3262: 0.025408043250636548
Position 631: 0.018715303810481577
Position 3970: 0.013331064948155683
Position 4125: 0.011728084275833817
Position 5805: 0.011045829790701775
Position 4426: 0.01085181968973686
Position 2560: 0.009579315134062195
Position 652: 0.00819416922650453
Position 5777: 0.0070697049046928515
Position 4598: 0.006599557729276073
Position 4054: 0.006478097507857812
Position 3316: 0.006261520574088616
Position 4895: 0.006207057714046414
Position 1587: 0.005471035191305781
Position 1006: 0.0044610242301163505
Position 1546: 0.0037503928985386167
Position 7173: 0.0034211542878860536
Position 1843: 0.0030285037409140867
Position 866: 0.0026751533247618025
Position 2091: 0.002219453074041077
Position 5204: 0.002090254628938321
Position 209: 0.002053070383177691
Position 2803: 0.001979814653368047
Position 5427: 0.0017743080385040316
Position 6870: 0.0011535271027667705
Position 2109: 0.0010677331771287099
Position 2421: 0.0008979300609059964
Position 3515: 0.0007716171199148811
Position 6614: 0.0007504303668843228
Position 246: 0.0005952507538603563
Position 364: 0.0005627771795870841
Position 333: 0.0005246332779244573
Position 3943: 0.0003634487235141144
Position 5675: 0.0003562354953087119
Position 544: 0.00014327438998132565
Position 203: 6.214071662618965e-05
Position 305: 5.985666220382887e-05
Position 180: 5.1754027172075184e-05
Position 399: 4.328307802056056e-05
Position 165: 2.729119055343813e-05
Position 215: 1.83906272075913e-05
Position 669: 1.789375723703703e-05
Position 237: 1.5896791092946943e-05
Position 308: 1.530639026874414e-05
Position 5815: 1.2374700178976685e-05
Position 224: 1.1683698636489184e-05
Position 5179: 7.311551428323806e-06
Position 540: 4.5203653853894734e-06
Position 3820: 1.6889988532979187e-06
Position 142: 1.341591313902441e-06
Position 510: 1.0066550363766518e-06
Position 496: 9.802423594328143e-07
Position 512: 2.3230260894323005e-07
Position 712: 1.1375645550954502e-07
Position 3585: 8.709410449527745e-10
