Gene = MLH1
index = 850
Annotated 5SS: [  332  3378  7722 11143 13732 15574 18531 18768 21213 24268 27132 32676
 35601 46963 49000 54352 55278 55686]
Annotated 3SS: [ 3286  7622 11068 13658 15481 18487 18678 21099 24173 26977 32304 35451
 46853 48935 54186 55184 55571 57153]
SMsplice 5SS: [  559  3378 11143 13732 15574 18531 18768 21213 27132 30627 35601 46963
 49000 55278 55686]
SMsplice 3SS: [ 3286 11068 13658 15440 18487 18678 21099 26977 30533 35451 46853 48935
 55184 55571 56283]
top_k =  100
Partition function (log Z): -7.695566399931132

Sorted 5' Splice Sites (High to Low Probability):
Position 13732: 0.9999999999999929
Position 18768: 0.9999999999999922
Position 35601: 0.9914312996745857
Position 3378: 0.9906781062196479
Position 11143: 0.9722568525770476
Position 15574: 0.8678057939075424
Position 21213: 0.8530185882083181
Position 27132: 0.8126738913301773
Position 1015: 0.7101626074201727
Position 18531: 0.6296317555789633
Position 559: 0.6286013151680543
Position 46963: 0.5098057678706119
Position 24268: 0.4400702721231777
Position 332: 0.34396055009809495
Position 7722: 0.23269931706965136
Position 32676: 0.2170167026131322
Position 8061: 0.18352335119960456
Position 153: 0.13105324131644777
Position 134: 0.12577179940853564
Position 16192: 0.09458507959523375
Position 16198: 0.02809926304914987
Position 3151: 0.019876396680207766
Position 2314: 0.01908876467939905
Position 594: 0.015177286495889418
Position 110: 0.014471600237709891
Position 24538: 0.01224489566060668
Position 24418: 0.011188639998809204
Position 7717: 0.005562067396058946
Position 608: 0.004737908502884634
Position 38776: 0.004240043801867919
Position 3969: 0.003179003481437233
Position 261: 0.0011349153491931815
Position 95: 0.001034849491004762
Position 1111: 0.0009297519494882311
Position 36290: 0.0006959724547454596
Position 221: 0.0005025483819174151
Position 508: 0.0003650255099425151
Position 285: 0.0003201737664593233
Position 41: 0.00019680989598548117
Position 430: 9.756488475028489e-05
Position 234: 1.592399262387295e-05
Position 175: 1.149130505832924e-09
Position 190: 4.190854862527894e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13658: 0.9999999999999928
Position 35451: 0.999929556358247
Position 11068: 0.9722568525770477
Position 18678: 0.9648099690453246
Position 3286: 0.9594884510867386
Position 46853: 0.8932952253390065
Position 21099: 0.8530185882083174
Position 26977: 0.812673891330178
Position 18487: 0.6648217865336311
Position 15440: 0.4600064411467245
Position 24173: 0.44007027212317723
Position 49927: 0.4293765353929954
Position 907: 0.32037834517312824
Position 869: 0.2536147593130659
Position 15481: 0.24809465052666085
Position 7622: 0.23826138446571063
Position 32304: 0.2170167026131322
Position 7921: 0.1835233511996045
Position 423: 0.1670030756126073
Position 15969: 0.1226843426443836
Position 15416: 0.11135720298548915
Position 504: 0.0988667618599808
Position 47991: 0.08042923247761659
Position 744: 0.07342603672952577
Position 15347: 0.048347499248667894
Position 39565: 0.03691014009989083
Position 882: 0.03559999366605791
Position 37913: 0.030610780304828406
Position 3291: 0.028482642433774134
Position 3046: 0.022583409379343822
Position 2056: 0.01908876467939906
Position 957: 0.015464864805038236
Position 24417: 0.012249594907892515
Position 24267: 0.011188639998809204
Position 39927: 0.009390570148528746
Position 231: 0.006822710500980388
Position 425: 0.006644585810226585
Position 39084: 0.00652722193864878
Position 36521: 0.005885865208968504
Position 38656: 0.004240043801867919
Position 3823: 0.003179003481437233
Position 36141: 0.002510175955136915
Position 37412: 0.002202672711118777
Position 35838: 0.001278882381516664
Position 35874: 0.0012041881437997379
Position 37351: 0.0011899899589526263
Position 35890: 0.0011215599389395642
Position 456: 0.0002488327501164783
Position 767: 0.00023510385782646878
Position 187: 0.00011099017070403319
Position 643: 6.334279507789891e-05
Position 27307: 4.7380883341302676e-05
Position 535: 3.743734397673281e-05
Position 29622: 1.5401923213244216e-05
Position 435: 4.286741372242896e-06
Position 363: 3.570342957712176e-06
Position 545: 3.3577489806428153e-06
Position 258: 3.081076474468808e-06
Position 481: 2.737139276889589e-06
Position 22068: 1.3342976285837768e-06
Position 19602: 1.1217041628983975e-06
Position 22784: 5.055861153810044e-07
