Gene = SPATA31D3
index = 1302
Annotated 5SS: [ 272 1074 1733 5757]
Annotated 3SS: [ 1027  1671  2046 50920]
SMsplice 5SS: [  272 15891 21658 34369 35330 42688 44115]
SMsplice 3SS: [15662 21574 34082 35245 42588 44035 44195]
top_k =  100
Partition function (log Z): -29.739408886340104

Sorted 5' Splice Sites (High to Low Probability):
Position 272: 0.9556806475897615
Position 1947: 0.7503694475255223
Position 2138: 0.49026656474446745
Position 1733: 0.48059241305151107
Position 1074: 0.2141241068480405
Position 544: 0.17341670854063804
Position 1422: 0.035202589809143786
Position 1966: 0.018816700597960603
Position 183: 0.006945047761824746
Position 354: 0.004733864781284772
Position 526: 0.004434095582715931
Position 989: 0.0030600165368977325
Position 282: 0.0012514201156650414
Position 221: 0.0004253519478161961
Position 29: 0.00020672872464375816
Position 286: 0.0001643687167723468
Position 187: 0.00013754075395360833
Position 205: 1.047133981826302e-05
Position 150: 9.656114676291382e-06
Position 193: 6.9682356719434346e-06
Position 358: 7.528709248534487e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.6760166693971547
Position 2046: 0.6516881063409788
Position 1837: 0.5435670451080029
Position 2231: 0.21690294998233625
Position 6370: 0.17681998162804619
Position 423: 0.1676707469581544
Position 1027: 0.1601558382619278
Position 7602: 0.12144894265080236
Position 2070: 0.09831204787209714
Position 2967: 0.0568920895392841
Position 1605: 0.04676355411576115
Position 8270: 0.04116782714813097
Position 2470: 0.033926385046575996
Position 917: 0.027881835771700513
Position 1154: 0.017165717694012584
Position 6115: 0.014930753391952349
Position 1577: 0.009693231149043247
Position 5054: 0.009692775000484051
Position 470: 0.007612356450171509
Position 2276: 0.0067567860679476205
Position 2735: 0.0063760734368097476
Position 2123: 0.006240980110115469
Position 848: 0.0042410317466560505
Position 3567: 0.004172567321400665
Position 748: 0.0037688298170584084
Position 840: 0.003681097804981731
Position 823: 0.0036449570772312157
Position 1593: 0.0034651470059928343
Position 1131: 0.003423358767488265
Position 2148: 0.0031851929498389942
Position 1033: 0.0029786833390658372
Position 1357: 0.002652235698597286
Position 976: 0.001656768679851133
Position 2005: 0.0016310295030907127
Position 1242: 0.00155198260570121
Position 349: 0.0008613584784733661
Position 358: 0.00043130095633656844
Position 376: 0.0003942579726067595
Position 769: 0.0003714671216084895
Position 438: 1.97882530971212e-05
Position 432: 1.5290940395598538e-05
Position 826: 1.4953763009639536e-05
Position 363: 8.944763252134693e-06
Position 477: 1.8469186620724139e-06
