Gene = NIT1
index = 943
Annotated 5SS: [  78  781 1288 1512 1852 2132]
Annotated 3SS: [ 684 1032 1407 1717 2005 2397]
SMsplice 5SS: [ 109  781 1094 1512 1852 2132]
SMsplice 3SS: [ 684 1032 1407 1717 2005 2397]
top_k =  100
Partition function (log Z): -0.6663000785155817

Sorted 5' Splice Sites (High to Low Probability):
Position 1512: 0.9778058946411053
Position 781: 0.9274424549770172
Position 2132: 0.9135633043082171
Position 1852: 0.8113550072987508
Position 109: 0.6581831963633874
Position 1094: 0.5098529006988891
Position 1288: 0.41743216235697767
Position 451: 0.21285745928667624
Position 78: 0.14488108566246163
Position 125: 0.06728623346426778
Position 515: 0.030127072064595334
Position 1145: 0.01890409217842356
Position 420: 0.01613423821122077
Position 917: 0.014780559358251566
Position 2677: 0.014160306990610196
Position 2483: 0.012692728570407716
Position 1313: 0.011574685524304034
Position 330: 0.0050392843196879495
Position 1251: 0.003992117735959366
Position 884: 0.0029641107218636178
Position 1933: 0.0023014096939035136
Position 334: 0.0022995703694293082
Position 59: 0.001947615651831626
Position 348: 0.001545285916168678
Position 570: 0.001097809555787066
Position 99: 0.0009671836903759566
Position 424: 0.0006654057944285788
Position 466: 0.00037892426763021675
Position 520: 0.0003547679496846687
Position 761: 0.0002307449986957716
Position 139: 0.00018507583650578474
Position 2500: 5.4782528779200126e-05
Position 2503: 4.772071864101415e-05
Position 205: 5.7744949959928e-07
Position 137: 2.642284709096668e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1407: 0.9733542176931496
Position 2005: 0.9119860566042869
Position 684: 0.8364834044706001
Position 1032: 0.8110984770079023
Position 1717: 0.8085461319733626
Position 2397: 0.598996060096262
Position 2569: 0.258460610255276
Position 258: 0.2157112727831723
Position 974: 0.045363082808856536
Position 1093: 0.04446661075829805
Position 1223: 0.04227341812328269
Position 2430: 0.03805279308210716
Position 2616: 0.025852234096420422
Position 2589: 0.025472887638387037
Position 2200: 0.014784489550727746
Position 714: 0.014555861491923424
Position 2803: 0.01434546264093517
Position 1192: 0.013649725358792917
Position 1762: 0.013358937396154192
Position 702: 0.012424682249956527
Position 1605: 0.009381609903704968
Position 1967: 0.007025205582834346
Position 805: 0.00599992651190782
Position 2548: 0.005803602778069759
Position 1349: 0.0041047411049516995
Position 2288: 0.004049582271809558
Position 2265: 0.0033667745539396124
Position 1038: 0.002921050390954166
Position 2747: 0.002875838087640159
Position 1739: 0.0023286030780157035
Position 533: 0.002025361632714229
Position 2096: 0.0018368377455503554
Position 596: 0.0017909337972697274
Position 2015: 0.001668392647850586
Position 2066: 0.0013090827410697746
Position 1972: 0.001127757983714955
Position 1951: 0.0009774778427190517
Position 1764: 0.0006465562539502975
Position 583: 0.0006253923083719998
Position 300: 0.0006132786693767298
Position 569: 0.000518917921423746
Position 1629: 0.0005159650106338568
Position 2114: 0.0004451521768785623
Position 649: 0.0004091438810241869
Position 652: 0.00035604766549245337
Position 897: 0.00022794473644477387
Position 1669: 0.00014497051721699803
Position 843: 0.00013884302615765535
Position 1817: 0.00013530130933267126
Position 334: 0.0001240042601947386
Position 1612: 0.00012340873230603326
Position 313: 8.348661054683906e-05
Position 2541: 7.756354033715886e-05
Position 330: 4.3782313982710554e-05
Position 383: 4.297609685302373e-05
Position 552: 3.6030629196725354e-06
Position 355: 1.9886489143012905e-07
Position 145: 7.157183880896702e-08
Position 262: 7.051011714273669e-08
Position 339: 4.818596125846464e-08
Position 280: 3.9374053224738354e-08
Position 428: 3.850579667615487e-08
Position 761: 3.354223569963147e-08
