Gene = CENPK
index = 344
Annotated 5SS: [   71  1672  8372 10676 11605 20367 34052 34250 34717 41694]
Annotated 3SS: [ 1603  8221 10618 11531 20319 33968 34150 34589 41639 44534]
SMsplice 5SS: [   71  4509  8372 10708 11605 20367 34052 34250 34717]
SMsplice 3SS: [ 4388  8221 10507 11531 20319 33968 34150 34589 35758]
top_k =  100
Partition function (log Z): -15.347657709237762

Sorted 5' Splice Sites (High to Low Probability):
Position 4509: 1.000000000000002
Position 8372: 0.968373788384393
Position 11605: 0.9613672776425344
Position 71: 0.9080386928329567
Position 6153: 0.609693316366392
Position 10708: 0.5971740146773373
Position 1706: 0.45167721581975206
Position 1975: 0.2525999816644431
Position 366: 0.2229148152974157
Position 11176: 0.20214816751335032
Position 10676: 0.18795522472095352
Position 16571: 0.12323584208898149
Position 548: 0.09964047227063358
Position 18569: 0.0910648868513246
Position 14127: 0.06528396364635827
Position 1866: 0.06220068599041806
Position 18105: 0.0442667207456453
Position 12063: 0.030848680841502392
Position 11133: 0.017538811601488395
Position 133: 0.0050222450562641355
Position 262: 0.0009017544475484181
Position 468: 0.0005210346845975792
Position 363: 0.0002210379796918774
Position 91: 0.0001629490284666577
Position 103: 6.20169709762459e-05
Position 53: 3.4352967455377e-05
Position 1068: 2.222766478091637e-05
Position 9962: 2.0771389337136513e-05
Position 65: 2.0357402743180804e-05
Position 392: 6.90612080991216e-06
Position 6956: 5.908580237650591e-06
Position 9457: 5.3268108894917395e-06
Position 753: 4.942294338505686e-06
Position 6958: 4.560762602066069e-06
Position 187: 3.3486564313471055e-06
Position 6: 1.593270452838845e-06
Position 57: 9.404898670874327e-07
Position 293: 1.6256489677678683e-07
Position 370: 8.40409181733112e-08
Position 278: 7.283695562352749e-08
Position 281: 5.6540639982953006e-08
Position 113: 1.2378615583483704e-14
Position 124: 7.61352370184461e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 11531: 0.9839570314626588
Position 4388: 0.8433163130542367
Position 8221: 0.7921901486308086
Position 1603: 0.6659160790786844
Position 10507: 0.46193116226793446
Position 20319: 0.44397754441910836
Position 16406: 0.3712769465115137
Position 10410: 0.32267294296241367
Position 6002: 0.2929656598109761
Position 6080: 0.2650092069800433
Position 10983: 0.18823282428884236
Position 18470: 0.13015099820655468
Position 11925: 0.11119896820237271
Position 17979: 0.10924084042445124
Position 14005: 0.1040331018091922
Position 8154: 0.09976835225770665
Position 4364: 0.09971103193308538
Position 473: 0.09621371919396643
Position 304: 0.07701973601725176
Position 8090: 0.07641528749587782
Position 1671: 0.07259548756319732
Position 159: 0.06420914814036754
Position 4199: 0.05697265501267818
Position 5955: 0.036024113041786654
Position 11673: 0.03462999269826817
Position 10912: 0.03416288510808104
Position 6110: 0.015694336533586727
Position 1495: 0.014810081691339185
Position 1824: 0.012973905448046563
Position 15205: 0.007565939732125764
Position 14075: 0.004474683348592214
Position 11921: 0.0036183460230887225
Position 12307: 0.0027075552322832065
Position 10074: 0.002625246664696496
Position 11857: 0.0021184572968221994
Position 11801: 0.0015967388773646639
Position 11486: 0.0005529724695705417
Position 1870: 0.00018232969334702786
Position 4637: 0.000158412323540132
Position 175: 4.9352017983336585e-05
Position 359: 2.851813415495995e-05
Position 223: 2.4081462043492898e-05
Position 9871: 2.0771389337136486e-05
Position 928: 1.23330501932771e-05
Position 247: 1.0389006461252138e-05
Position 966: 9.894614587639236e-06
Position 6862: 6.57311658705166e-06
Position 9325: 5.3268108894917395e-06
Position 6888: 3.8962262526649835e-06
Position 362: 2.4832401696306018e-06
Position 187: 2.0328070827122927e-07
Position 253: 1.2264610406769385e-07
Position 249: 5.517954518317447e-08
Position 271: 2.1695378525308716e-08
Position 428: 5.739943819958783e-09
