Gene = LSM5
index = 803
Annotated 5SS: [  99 1170 1794 2734]
Annotated 3SS: [1073 1765 2660 3124]
SMsplice 5SS: [99]
SMsplice 3SS: [1073]
top_k =  100
Partition function (log Z): -8.98912450741686

Sorted 5' Splice Sites (High to Low Probability):
Position 99: 0.937762004172508
Position 2591: 0.37525708221444715
Position 1185: 0.30292154161818513
Position 1170: 0.23085485183537782
Position 2734: 0.22863636013822566
Position 1001: 0.2085406311662178
Position 3675: 0.10472654417710348
Position 1194: 0.07513820401768799
Position 1306: 0.06885711175561769
Position 1140: 0.03321913494885267
Position 3304: 0.018261908034680824
Position 394: 0.01314585320949033
Position 2920: 0.013058809166244023
Position 778: 0.009997945474468063
Position 368: 0.006210162252022444
Position 330: 0.005567523645721015
Position 465: 0.002190979509546667
Position 216: 0.0020300256473638834
Position 454: 0.0011496002585970502
Position 955: 0.0006676740068116225
Position 397: 0.000477530465541689
Position 270: 0.00021313289149021253
Position 1166: 0.00018375115078704426
Position 1323: 0.00017758866353494913
Position 666: 7.779948164461718e-05
Position 555: 7.240247416548115e-05
Position 461: 7.042164834532435e-05
Position 920: 3.802866553328201e-05
Position 199: 3.610760119335807e-07
Position 187: 1.5706911095056808e-07
Position 189: 1.3897295700486542e-07
Position 235: 7.914647240286517e-08
Position 164: 6.407147632897848e-08
Position 47: 1.0616671711806338e-09
Position 10: 4.987203471389249e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1073: 0.8404086944954936
Position 3124: 0.6398607458270693
Position 2491: 0.36017732160600685
Position 2660: 0.18922214168972473
Position 3550: 0.17143284553068872
Position 817: 0.14990012603461217
Position 2431: 0.09324679761706664
Position 4258: 0.07077847598885159
Position 885: 0.04101891699598957
Position 4025: 0.025818090174058426
Position 1094: 0.023249183808930055
Position 3806: 0.012368259135105449
Position 3788: 0.01037543220211215
Position 1765: 0.0029439512599528433
Position 631: 0.0020684006283606194
Position 614: 0.0011080536580792863
Position 1269: 0.0009943302858009258
Position 287: 0.0007608047399899597
Position 863: 0.0005529858969768219
Position 1151: 0.000526839727366037
Position 313: 0.00048663960229205507
Position 898: 0.0004040206505208565
Position 175: 0.00039450043124145644
Position 250: 0.0003571058927108877
Position 691: 0.0003527318985416294
Position 577: 0.0002554769297579044
Position 947: 0.00016240901277857333
Position 205: 0.0001477511389206863
Position 247: 0.00013138043032537077
Position 1075: 9.912973019045196e-07
