Gene = DLD
index = 448
Annotated 5SS: [  320  2309 10848 11424 12578 14089 14535 15399 24727 25995 26493 27092
 28130]
Annotated 3SS: [ 2229 10767 11354 12507 13987 14390 15296 24535 25823 26302 26953 28039
 28223]
SMsplice 5SS: [  320  2309 10487 10848 12578 13777 15399 24727 25995 26493 27092 28130
 28414]
SMsplice 3SS: [ 2229 10322 10767 12507 13651 15296 24535 25823 26302 26953 28039 28223
 29548]
top_k =  100
Partition function (log Z): 10.509344701275925

Sorted 5' Splice Sites (High to Low Probability):
Position 15399: 0.999999999999999
Position 24727: 0.999999999999999
Position 2309: 0.9999999999999988
Position 27092: 0.999622231885348
Position 28130: 0.9795438158213577
Position 12578: 0.9424558716724701
Position 28414: 0.9371961546204703
Position 10848: 0.9305913134817834
Position 13777: 0.9144425324181992
Position 26493: 0.863248856738017
Position 10487: 0.826640610762359
Position 14089: 0.6892978905117928
Position 320: 0.6713200799961115
Position 28767: 0.4746461658243478
Position 14535: 0.4603497709479705
Position 10217: 0.31588163075221865
Position 27824: 0.2965387471266323
Position 11424: 0.29015064062392015
Position 27639: 0.2731884590344262
Position 14469: 0.25366759264140953
Position 10502: 0.17292205447167422
Position 4103: 0.1617331702417204
Position 27821: 0.1606960534646178
Position 1357: 0.16002955216008422
Position 335: 0.11578637652916904
Position 14830: 0.07103740813165052
Position 14797: 0.059392608664113326
Position 331: 0.05489220497726929
Position 135: 0.04446500734395798
Position 644: 0.04252992520728087
Position 29013: 0.0415736727148347
Position 385: 0.040670251306620726
Position 10853: 0.03553360175462057
Position 904: 0.0320211189369117
Position 1506: 0.031986938214359446
Position 7255: 0.028781162655729206
Position 169: 0.028027432714650604
Position 15198: 0.02450851958224244
Position 12659: 0.024112229927120195
Position 13367: 0.017966632768604756
Position 13431: 0.01783937986635885
Position 14278: 0.017689577827291254
Position 12842: 0.013620470228898783
Position 28722: 0.011612510211476072
Position 11127: 0.010455070271292811
Position 13188: 0.008480600675254529
Position 14503: 0.006869630160992567
Position 28425: 0.004497827748633376
Position 244: 0.0007399173294725691
Position 177: 0.0007188177675289558
Position 745: 0.0003988767958262243
Position 100: 0.0001894421100488264
Position 130: 8.183188986109845e-05
Position 366: 5.8818235689124276e-05
Position 340: 4.700062912989395e-05
Position 301: 3.0714560935099325e-05
Position 250: 2.1984421572993675e-05
Position 486: 2.131818487401384e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 15296: 0.9999999999999991
Position 24535: 0.999999999999999
Position 10322: 0.9999999999999989
Position 28223: 0.9989515654990999
Position 28039: 0.9740572743566487
Position 12507: 0.9692319646367806
Position 13651: 0.9690477367767637
Position 2229: 0.9226537612488679
Position 26302: 0.863248856738017
Position 10767: 0.8400959254377334
Position 26953: 0.6587778775631533
Position 14390: 0.5965096563333387
Position 29548: 0.37052643416489767
Position 26997: 0.34084435432219473
Position 10196: 0.3158816307522181
Position 28486: 0.3091244100208648
Position 27746: 0.2821809467856288
Position 11354: 0.259149772712861
Position 28615: 0.2533710661716414
Position 27505: 0.20107982251243547
Position 13913: 0.2005665002306182
Position 27759: 0.17169464994079706
Position 3935: 0.16173317024172038
Position 13898: 0.15705782588366535
Position 1282: 0.1434849842506634
Position 29111: 0.13138121078581352
Position 14692: 0.1304300167957639
Position 14376: 0.11928937642935111
Position 10707: 0.10848029809132338
Position 28821: 0.09355395629460991
Position 29159: 0.0768135570492964
Position 29713: 0.07388567055432707
Position 13892: 0.06635804248068373
Position 27485: 0.0629529326081016
Position 29080: 0.05899129612719985
Position 13947: 0.05781429791983364
Position 13987: 0.051434690238552294
Position 2210: 0.044171214289964934
Position 14011: 0.0408580517100975
Position 13185: 0.04054743567034752
Position 13954: 0.039962207259568575
Position 29497: 0.03759315845396467
Position 1035: 0.03750995569742586
Position 776: 0.03169769750933279
Position 7122: 0.028781162655729154
Position 28597: 0.028714466794944996
Position 11300: 0.024575667177169455
Position 15115: 0.024508519582242438
Position 2265: 0.024192309179865458
Position 28663: 0.018330345721496017
Position 14203: 0.017622113697660514
Position 10593: 0.01711135694138249
Position 11059: 0.015517314036757554
Position 27552: 0.013219380775300117
Position 13692: 0.011057394791693436
Position 2057: 0.00898271528130036
Position 28879: 0.00782168440223878
Position 1414: 0.0077913438828724185
Position 13626: 0.0077164077670111185
Position 28523: 0.006408169855742179
Position 14177: 0.005155425117313912
Position 12671: 0.005013594896474781
Position 27583: 0.004801373877239761
Position 13101: 0.0037391776398705916
Position 12738: 0.003059085799610617
Position 12641: 0.002883925723650945
Position 1093: 0.0021322939348332667
Position 28955: 0.0019368443711019606
Position 14082: 0.0018672678715030736
Position 818: 0.0014213340362277192
Position 11234: 0.0013629569684249301
Position 28572: 0.001309070737419685
Position 28645: 0.0004740084120856844
Position 28359: 0.000300557138952447
Position 28722: 1.3263230434906147e-05
Position 28502: 6.289924513091675e-06
Position 12795: 7.719725975169774e-10
