Gene = ELP6
index = 495
Annotated 5SS: [  225  2614  3578  9432 12112 15476]
Annotated 3SS: [ 2534  3506  9312 11909 15328 17563]
SMsplice 5SS: [  225  3613  9432 15476]
SMsplice 3SS: [ 3506  9312 15328 17563]
top_k =  100
Partition function (log Z): -4.571346851785352

Sorted 5' Splice Sites (High to Low Probability):
Position 3613: 0.9724721272175172
Position 225: 0.9565370517766455
Position 9432: 0.7487545906785328
Position 2614: 0.5815079304630287
Position 12112: 0.43443225404411323
Position 7846: 0.3624673192498446
Position 15476: 0.3585373185879227
Position 9474: 0.23316122655684907
Position 9765: 0.05381949733150811
Position 12168: 0.046434823055701145
Position 2450: 0.02782615747830113
Position 3053: 0.014967801815290309
Position 441: 0.014728439646660539
Position 92: 0.014581688599426918
Position 3578: 0.012928969187207708
Position 12366: 0.01202720421007158
Position 1813: 0.009435048225868579
Position 2188: 0.008892213674684811
Position 9782: 0.00827756654829203
Position 294: 0.007843300916544102
Position 11096: 0.006956352713967197
Position 336: 0.006360444402113465
Position 2255: 0.005967482302494905
Position 5890: 0.005314008528632598
Position 1724: 0.0010393703574234
Position 2436: 0.0007437673229234323
Position 2407: 0.0005449268912077578
Position 2298: 0.0002985925352188785
Position 173: 5.0519505244084216e-05
Position 2763: 4.760658892030997e-05
Position 232: 3.989254236279199e-05
Position 136: 5.411179491983259e-07
Position 87: 1.219337898123208e-07
Position 118: 6.884979589773833e-08
Position 94: 3.7119086778627065e-09
Position 47: 1.9478939042315516e-09
Position 96: 1.1515268626127676e-09
Position 30: 7.17701006416079e-10
Position 115: 3.2934333499432444e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9312: 0.9829291697921377
Position 3506: 0.9695601347465794
Position 17563: 0.9362829146564452
Position 11909: 0.5206005010808541
Position 15328: 0.3585373185879227
Position 2534: 0.35052943297871797
Position 7738: 0.3479420634262258
Position 2393: 0.22230961132623206
Position 9690: 0.06135842586790162
Position 2498: 0.018850706694012658
Position 3541: 0.0158359027369307
Position 2435: 0.015738839278724676
Position 2092: 0.015205783635745531
Position 7610: 0.014525255823618789
Position 9525: 0.012708479841007746
Position 12232: 0.012545088259861982
Position 10928: 0.011651203974283934
Position 2928: 0.009331525860986123
Position 1687: 0.0061244005364881745
Position 1603: 0.0033305270743306846
Position 2791: 0.0033264081232347222
Position 5646: 0.003010661000076563
Position 5773: 0.0024020794748740117
Position 9573: 0.0023439287522347423
Position 2969: 0.0023098678310694656
Position 2568: 0.0021928305543179685
Position 11352: 0.0011952602137822446
Position 11774: 0.0010326849963307912
Position 1643: 0.0009060591754996439
Position 2564: 0.0007679355513652417
Position 12588: 0.0005546661841678166
Position 12749: 0.0005536867456119525
Position 2154: 0.00015113310581922086
Position 214: 0.00014207682285599294
Position 1665: 6.441749211330942e-05
Position 2613: 4.760658892030995e-05
Position 1924: 3.479754292399451e-05
Position 1616: 2.9941222666027974e-05
Position 1708: 1.9073082194130715e-05
Position 3439: 9.68330715459172e-06
Position 3413: 4.148442157383332e-06
