Gene = LACTBL1
index = 757
Annotated 5SS: [   49  2232  5397  6654 10018]
Annotated 3SS: [ 2121  5238  6417  9911 11313]
SMsplice 5SS: [   49  2232  2487  5397  6654  7924  8644  8817  9833 10018]
SMsplice 3SS: [ 2121  2313  5238  6417  7789  8525  8731  9689  9911 11313]
top_k =  100
Partition function (log Z): 8.162538348226207

Sorted 5' Splice Sites (High to Low Probability):
Position 49: 0.996167324591758
Position 10018: 0.9822287185592716
Position 2232: 0.9803428850512866
Position 7924: 0.8877153980448382
Position 8817: 0.8392528868460736
Position 5397: 0.8198826465978148
Position 9833: 0.6869473265787497
Position 8644: 0.654219620559009
Position 1695: 0.592242384060533
Position 2487: 0.5618990964484125
Position 6654: 0.5228617425466948
Position 6593: 0.2439994501882694
Position 5431: 0.13847652960042392
Position 10918: 0.13176359438785665
Position 6825: 0.12469834754233634
Position 2445: 0.12265495999404837
Position 7904: 0.09654583312094646
Position 10351: 0.06817446558432079
Position 10971: 0.059974552082045524
Position 6511: 0.056510259793455454
Position 5575: 0.0538906374919819
Position 5609: 0.05021753989695525
Position 10999: 0.046935766611499515
Position 5464: 0.03038220069382291
Position 1783: 0.015991720368569388
Position 9885: 0.013317957197467221
Position 699: 0.011737995097063102
Position 7836: 0.008143635361228184
Position 977: 0.007387380120399731
Position 4239: 0.0071628049711312146
Position 4526: 0.006202314181995108
Position 3899: 0.006096583349987692
Position 1622: 0.005805673143834232
Position 9536: 0.005415294965861498
Position 1171: 0.0051515900251179955
Position 9226: 0.004650690822118328
Position 8859: 0.00464943621325492
Position 10523: 0.004210238173789521
Position 4360: 0.0039977844409620385
Position 9998: 0.0037977934484704767
Position 10334: 0.0037663131220398664
Position 8732: 0.0021476125411233893
Position 308: 0.0018422501418328629
Position 8750: 0.0009509739116098231
Position 6789: 2.6001235878527774e-05
Position 133: 3.7911370853781575e-07
Position 129: 1.628872168166532e-07
Position 93: 6.455690055472379e-08
Position 23: 4.7082574634467245e-08
Position 53: 1.659148512379322e-08
Position 131: 5.663253488649075e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7789: 0.9924048665270131
Position 9911: 0.9659732137254246
Position 5238: 0.9469735195761689
Position 11313: 0.9286884631506409
Position 8731: 0.7534670937624746
Position 9689: 0.7186657379806278
Position 2121: 0.6595176661885073
Position 8525: 0.6563762223134606
Position 6417: 0.5860657437145257
Position 2313: 0.561192500417988
Position 2071: 0.32452532698902453
Position 1600: 0.3045353050262971
Position 10831: 0.2642106578694545
Position 6494: 0.22665748391901047
Position 1580: 0.1763685900001926
Position 6695: 0.12472434877821485
Position 1537: 0.12227832832508644
Position 8770: 0.07572847522598622
Position 5507: 0.07470260268406818
Position 2354: 0.05535115150049348
Position 10277: 0.04627600705245991
Position 2389: 0.04598006679660219
Position 5296: 0.02684619423108867
Position 5275: 0.021914634254769624
Position 11363: 0.01735221042568097
Position 10274: 0.015743100293896736
Position 10109: 0.015571793911451089
Position 8695: 0.014363285148080041
Position 5530: 0.013818865005242958
Position 6379: 0.01064822489488348
Position 2371: 0.010245758487026727
Position 4072: 0.008338352094814715
Position 5521: 0.007453977334700983
Position 10594: 0.007180427055892625
Position 10964: 0.007086275681890604
Position 4427: 0.006202314181995106
Position 3708: 0.006096583349987691
Position 9440: 0.005415294965861498
Position 2415: 0.005328422409615148
Position 911: 0.00506745413866309
Position 1041: 0.004963201710392887
Position 8974: 0.004650690822118328
Position 10453: 0.004210238173789521
Position 1621: 0.004129274455318483
Position 10993: 0.0035843689592237014
Position 570: 0.0035136039014764006
Position 11138: 0.0033553882077310207
Position 4292: 0.002822237317278537
Position 573: 0.002604551902558233
Position 9875: 0.002308374872697309
Position 1431: 0.002167652227455609
Position 1543: 0.0019918544254144193
Position 1498: 0.0015605945553633452
Position 218: 0.0014015062104791533
Position 840: 0.0013232153993320225
Position 8792: 0.001285453621069508
Position 2216: 0.0012624031808741295
Position 5538: 0.0010538562739860482
Position 1958: 0.0010360888060673464
Position 10258: 0.0008343872200629203
Position 417: 0.0008255086670581199
Position 615: 0.0006395712050500329
Position 1445: 0.0006062651193602212
Position 823: 0.00041575764881779777
Position 129: 0.00041474160466364017
Position 1464: 0.0004019134384480804
Position 730: 0.00038536099993048066
Position 1939: 0.0003591347818283341
Position 763: 0.0001689480050018725
Position 535: 0.00014038912004188912
Position 1771: 9.842193572027738e-05
Position 5179: 8.59049209731047e-05
Position 931: 7.838945733353302e-05
Position 9957: 7.608116458732557e-05
Position 869: 7.418274039496043e-05
Position 508: 6.571016000894412e-05
Position 777: 6.246004565108272e-05
Position 597: 4.312969385943094e-05
Position 438: 4.0969094694172744e-05
Position 405: 3.70086950338936e-05
Position 189: 1.55929943074216e-05
Position 548: 5.957379633477198e-06
