Gene = UTP11L
index = 1541
Annotated 5SS: [  124  3679  5029  5836  6411  6642 10068]
Annotated 3SS: [ 3616  4925  5721  6316  6510  9956 10802]
SMsplice 5SS: [  124  3679  5029  5836  6411 10068]
SMsplice 3SS: [ 3616  4925  5721  6316  9956 10802]
top_k =  100
Partition function (log Z): 8.008278314252493

Sorted 5' Splice Sites (High to Low Probability):
Position 5836: 0.9986479607006986
Position 10068: 0.9898665465093561
Position 124: 0.9789173655114586
Position 5029: 0.9605195355528471
Position 3679: 0.8771834745565804
Position 6411: 0.8549321456796072
Position 6642: 0.4783711937762965
Position 10982: 0.33922688852001803
Position 434: 0.21259522019917207
Position 5274: 0.15405996846220937
Position 4103: 0.07756115492938824
Position 3697: 0.07285614165493545
Position 7503: 0.06412792739725234
Position 10256: 0.0608521113026053
Position 1580: 0.05020133711702536
Position 738: 0.049151996212746664
Position 3492: 0.0468003336636405
Position 391: 0.04469573192012085
Position 10298: 0.04149441497338971
Position 5260: 0.02870910345753028
Position 10720: 0.027379561035774408
Position 5607: 0.021677645393357915
Position 10941: 0.01765063544213992
Position 6668: 0.01764056840862043
Position 549: 0.013669490178691707
Position 1555: 0.010669179764358817
Position 742: 0.010554815002356666
Position 5017: 0.009825054812656726
Position 11003: 0.009187688952606039
Position 5609: 0.008974210584975908
Position 5048: 0.007980193485011918
Position 446: 0.007311047237112263
Position 3423: 0.007122138674428269
Position 10839: 0.006390268771392824
Position 4107: 0.00600646291178992
Position 4052: 0.005787706947558491
Position 7161: 0.005532907156728763
Position 3193: 0.005517213341167491
Position 243: 0.004949296038890364
Position 5156: 0.004557272158557398
Position 10824: 0.004029472673517993
Position 4275: 0.003484945807767021
Position 6428: 0.0032469692322046675
Position 6130: 0.0029563085284067103
Position 10986: 0.0018494311749489355
Position 383: 0.001420545205429638
Position 5147: 0.0011084196725777795
Position 3113: 0.00047676796260358035
Position 6268: 0.00022094937238461367
Position 147: 0.0002195204137866292
Position 237: 0.0002111422816457542
Position 223: 0.00018780598000288817
Position 546: 0.00017736923329556874
Position 6293: 0.00015370842786655386
Position 209: 0.00015262314310829245
Position 218: 9.529873695728481e-05
Position 537: 4.698658205462254e-05
Position 428: 3.6314161068477584e-05
Position 534: 3.253413612928339e-05
Position 414: 2.720955972800729e-05
Position 198: 2.4988378350841314e-05
Position 90: 1.4334001174187021e-05
Position 53: 7.034075083894073e-06
Position 167: 4.424226198232947e-06
Position 14: 1.7007324668064676e-06
Position 159: 1.5993968003294206e-06
Position 247: 2.4050824424391437e-07
Position 189: 2.4494902221564652e-08
Position 169: 5.82251255179263e-09
Position 331: 3.926041407225588e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9956: 0.9937415432732429
Position 5721: 0.992954940047876
Position 4925: 0.9805022804406888
Position 3616: 0.9084450550719997
Position 10802: 0.8835620027292203
Position 6316: 0.6857460377289087
Position 6510: 0.40880195188997526
Position 11125: 0.2976727901546606
Position 319: 0.27794246305904063
Position 5146: 0.18337634289546187
Position 11674: 0.1773983633870978
Position 6276: 0.10044622993818433
Position 3383: 0.09551703347758445
Position 10192: 0.08056677091432539
Position 6361: 0.0646717835998533
Position 7386: 0.06412792739725234
Position 1401: 0.05369755642970119
Position 6473: 0.05299802080780505
Position 3917: 0.05007653846799568
Position 652: 0.04350241005599575
Position 4002: 0.03347123687538757
Position 5373: 0.0273747277047661
Position 10592: 0.023343028483119088
Position 10172: 0.023132066053451743
Position 6251: 0.022063382198180236
Position 6546: 0.01196123445845684
Position 610: 0.010055896674427803
Position 6109: 0.0074212739756323275
Position 11121: 0.007111781931371688
Position 11626: 0.006113853393603307
Position 4007: 0.005807549445353394
Position 6926: 0.005532907156728762
Position 3132: 0.005517213341167491
Position 10601: 0.0040365325526553215
Position 4167: 0.003484945807767021
Position 5349: 0.003287840764228504
Position 5692: 0.003109649518177837
Position 5187: 0.0028809242652390998
Position 6279: 0.002003560615969003
Position 5742: 0.0016638042329148407
Position 10229: 0.0010200152158580259
Position 5648: 0.0009088544110701813
Position 6191: 0.0005086226154961832
Position 2805: 0.00047676796260358035
Position 5960: 0.0003801285016907613
Position 6518: 0.0003101165288465498
Position 9655: 0.00022827126714463632
Position 6013: 0.00019100802703416326
Position 425: 8.16859974226241e-05
Position 494: 3.76147783641019e-05
Position 378: 2.1117952118791115e-05
Position 6198: 1.8492539354146304e-05
Position 371: 1.4657689163808798e-05
Position 325: 9.482323473237963e-06
Position 223: 6.414536180554279e-06
Position 395: 3.704425396096041e-06
Position 428: 2.1107211914373967e-06
Position 407: 2.0695344397113695e-06
