Gene = GUSB
index = 634
Annotated 5SS: [  341  2091  2588  2916  6300  7396  7789  8020 12033 14584 17992]
Annotated 3SS: [ 1904  2402  2772  6111  7242  7609  7872 11947 14406 17855 21250]
SMsplice 5SS: [  341  2091  2916  6300  7789  8020 14584 17992]
SMsplice 3SS: [ 1904  2797  6111  7609  7872 14406 17855 21250]
top_k =  100
Partition function (log Z): 7.334944451331841

Sorted 5' Splice Sites (High to Low Probability):
Position 8020: 1.0000000000000022
Position 14584: 1.0000000000000013
Position 7789: 0.9867494624568932
Position 17992: 0.9566857932998333
Position 2091: 0.7388450874152538
Position 341: 0.6492692999431892
Position 21363: 0.5572608238492315
Position 2916: 0.5437229214863237
Position 6300: 0.5139131654166335
Position 2929: 0.3886725150700977
Position 19030: 0.3808959129979666
Position 18371: 0.35528635035601275
Position 6231: 0.34682459034337304
Position 575: 0.3434398978827358
Position 2588: 0.27603865049571347
Position 12033: 0.21615014560528234
Position 2481: 0.18886494172518734
Position 18423: 0.16064065410983552
Position 1994: 0.13724249212172243
Position 1426: 0.11880234708155626
Position 319: 0.10123607425659945
Position 142: 0.09928512861224958
Position 6238: 0.0893699922060272
Position 16113: 0.0882247470364127
Position 19016: 0.07929981007712161
Position 2175: 0.03795958963041561
Position 19140: 0.0322107171552458
Position 2120: 0.030283222690151934
Position 18147: 0.029953302724701546
Position 7396: 0.02945767392218307
Position 2007: 0.02653059891264404
Position 1431: 0.016962110062860802
Position 16062: 0.01654759585017077
Position 3236: 0.01391289307160461
Position 2095: 0.013020234132436954
Position 6165: 0.010306912416217355
Position 106: 0.009218635324006502
Position 18348: 0.007492851669762393
Position 1294: 0.007133041960226957
Position 595: 0.006051320528464319
Position 1989: 0.0053006029388563865
Position 1272: 0.004915502818394851
Position 1621: 0.004423082993024983
Position 385: 0.003997226942494809
Position 3124: 0.003902147093463785
Position 3065: 0.003419215794462493
Position 464: 0.0033880973793023726
Position 2320: 0.0021518110511628817
Position 2651: 0.0008568076082144858
Position 149: 0.00016888159889784216
Position 334: 9.228025036541615e-05
Position 52: 4.732024498373846e-06
Position 175: 1.1142845585873561e-06
Position 178: 6.102272147526729e-07
Position 172: 1.457934777309113e-09
Position 214: 4.475288272419661e-10
Position 241: 1.2444241976912501e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1904: 0.9883197735695981
Position 7609: 0.9853358942938343
Position 17855: 0.9626535282354258
Position 6111: 0.9604146603822508
Position 14406: 0.9573364172318043
Position 7872: 0.9186942147048524
Position 21250: 0.8796670683418174
Position 18276: 0.5512489495454883
Position 2402: 0.45791364255508965
Position 18942: 0.4393981378741232
Position 2836: 0.3940017110361151
Position 2797: 0.3539799363199372
Position 21460: 0.27154679162697226
Position 21456: 0.2413119579929666
Position 11947: 0.21615014560528234
Position 2772: 0.18192451354958541
Position 1332: 0.09451846846051035
Position 7912: 0.0813057852951493
Position 223: 0.075973681225177
Position 20025: 0.0753536166548814
Position 453: 0.07186243913524533
Position 15954: 0.06994026893409215
Position 415: 0.06912654575431572
Position 18853: 0.06750856747887134
Position 21553: 0.04440207422929261
Position 14438: 0.04266358276819715
Position 1229: 0.031018216795108054
Position 7242: 0.024938407339406044
Position 18042: 0.02489160003594023
Position 3028: 0.021234255959530896
Position 16036: 0.017821503098655184
Position 15930: 0.017010570853836136
Position 1187: 0.013040985922444239
Position 2239: 0.00613314486766902
Position 7135: 0.004519266582777017
Position 1479: 0.004423082993024983
Position 2373: 0.003971484449715336
Position 440: 0.003195295010839664
Position 2654: 0.0023832146585874045
Position 202: 0.0021875966635324187
Position 247: 0.0017474544413658762
Position 7471: 0.0014135681630585877
Position 228: 0.001261936122477286
Position 1876: 0.0008533230908890151
Position 17717: 0.0007525689486285084
Position 18343: 0.0006379551909058247
Position 14687: 0.00035340008439856986
Position 226: 2.357250932673088e-05
Position 1908: 8.731180994182632e-06
Position 506: 7.1523541577796565e-06
Position 463: 2.460928026893501e-06
Position 241: 1.7121131519233626e-07
Position 267: 1.454904468394652e-07
Position 456: 9.065412945286859e-08
Position 310: 3.973280787586045e-08
Position 250: 3.786464119342641e-08
Position 313: 6.787141168338551e-09
Position 316: 6.020082812592213e-09
