Gene = KRTCAP2
index = 754
Annotated 5SS: [ 113  596  769 3543]
Annotated 3SS: [ 440  704 3475 3772]
SMsplice 5SS: [ 17 769]
SMsplice 3SS: [ 660 2661]
top_k =  100
Partition function (log Z): -7.802364525654669

Sorted 5' Splice Sites (High to Low Probability):
Position 769: 0.9896830088845505
Position 17: 0.3937882891488077
Position 596: 0.28554423346410895
Position 447: 0.15460151307732675
Position 250: 0.12688050589758393
Position 1010: 0.11220835894360877
Position 3562: 0.10804976420465501
Position 125: 0.08295933676389652
Position 113: 0.0809394957871421
Position 86: 0.07939501637573852
Position 567: 0.04514767417687524
Position 443: 0.03767759416660026
Position 54: 0.021515924924059876
Position 3543: 0.017882360393387815
Position 983: 0.017154009546608888
Position 573: 0.015109891412580964
Position 278: 0.012665958951599015
Position 1601: 0.009239927950099758
Position 3325: 0.009226294934354323
Position 295: 0.0069929375087504205
Position 259: 0.00231130964335225
Position 345: 0.0013996671252126253
Position 153: 0.0007351167030253278
Position 204: 0.0004073779605783847
Position 257: 6.020889055683679e-05
Position 10: 4.575200305370301e-05
Position 130: 1.7824580423563556e-05
Position 159: 8.954523604391721e-06
Position 3: 8.232695402219791e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 660: 0.8681755192784574
Position 2661: 0.40090167657838655
Position 3475: 0.24781743032749506
Position 440: 0.17999441472802713
Position 843: 0.16786191553220586
Position 3772: 0.16259279179772987
Position 196: 0.13604586747033076
Position 704: 0.08052284489876511
Position 508: 0.06978730856504899
Position 932: 0.05226275855299075
Position 3833: 0.03447637616732969
Position 3205: 0.029372451032076426
Position 3713: 0.026706189406706028
Position 2693: 0.025920697884577678
Position 1917: 0.023843397981306195
Position 1488: 0.021757913257498398
Position 1083: 0.01709370593994981
Position 1783: 0.014322401327698278
Position 1086: 0.013758240858497292
Position 887: 0.0075457644527083464
Position 901: 0.006722927262137529
Position 385: 0.006187784926234624
Position 323: 0.005776882158509405
Position 2603: 0.005480408611816079
Position 1512: 0.005004733507683533
Position 137: 0.0007851269758864652
Position 897: 0.000731960309739503
Position 741: 7.576974973978061e-05
Position 851: 7.409087083021731e-05
Position 198: 3.3272851178210335e-05
Position 173: 1.1974331328483027e-05
Position 141: 2.2786397785292763e-06
Position 119: 1.5140364440174236e-06
