Gene = DCTN3
index = 433
Annotated 5SS: [ 112 1805 2596 4451 5771 6439]
Annotated 3SS: [1719 2508 4366 5711 6378 6608]
SMsplice 5SS: [ 112  966 1805 2596]
SMsplice 3SS: [ 828 1719 2508 5711]
top_k =  100
Partition function (log Z): -2.9555664685293617

Sorted 5' Splice Sites (High to Low Probability):
Position 2596: 0.997200751912725
Position 1805: 0.9014643596393068
Position 112: 0.7979789835608635
Position 966: 0.7843618742846465
Position 5771: 0.35418917196754357
Position 761: 0.2711333712719965
Position 4493: 0.24955154533993446
Position 233: 0.13379851960258424
Position 4451: 0.10731289590477831
Position 1360: 0.07091121589229046
Position 1567: 0.037619585167407904
Position 5200: 0.03365998483479317
Position 1628: 0.03297435282177077
Position 750: 0.013650002686079306
Position 546: 0.011695501892729668
Position 667: 0.010750641008413397
Position 1860: 0.009466030592067189
Position 3309: 0.006214331320679338
Position 4703: 0.0016507846847453815
Position 129: 0.0012101821539482716
Position 553: 0.0011402674801298475
Position 595: 0.0008863193774584182
Position 78: 6.394861318891888e-05
Position 124: 3.16052024488261e-05
Position 3: 9.748366393611693e-06
Position 7: 9.282647636844732e-06
Position 116: 7.967928132314382e-06
Position 23: 5.960298130623751e-07
Position 76: 2.217515820887076e-07
Position 10: 1.3178400417011492e-07
Position 119: 3.915607795500803e-08
Position 132: 1.1309641186452232e-08
Position 55: 1.860600032330501e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2508: 0.9842342827134475
Position 1719: 0.8813626216062184
Position 828: 0.7769244525945792
Position 5711: 0.7667317331674064
Position 4366: 0.24286461720021452
Position 4389: 0.12620071851335518
Position 4530: 0.10560693907405712
Position 6578: 0.08756135756449886
Position 636: 0.0873202638665468
Position 5968: 0.08617419582264133
Position 6378: 0.07249499998514818
Position 6080: 0.06672305511120301
Position 6509: 0.05934184171482017
Position 210: 0.05469667947790433
Position 5037: 0.047981336793630994
Position 1554: 0.04423507003507428
Position 642: 0.03826594749746035
Position 1275: 0.036177585270746986
Position 1507: 0.03491812337193895
Position 4586: 0.02491764340481474
Position 3833: 0.018315234987588244
Position 4060: 0.017608644275728016
Position 1157: 0.01689417153321931
Position 698: 0.016866134352658872
Position 484: 0.014434923390077185
Position 1429: 0.010251852616887273
Position 2870: 0.009410899670100725
Position 609: 0.009281601301872494
Position 1123: 0.008960512142778376
Position 1048: 0.008839600665256924
Position 2514: 0.007679947678761174
Position 915: 0.007346757179553056
Position 4287: 0.0073286162816681355
Position 661: 0.006711205279951078
Position 666: 0.00622931194297104
Position 1475: 0.005760721900028759
Position 2455: 0.00518761723699364
Position 1670: 0.004995938690404789
Position 3135: 0.0030265316707280636
Position 5573: 0.00241165766602981
Position 515: 0.002265010718249009
Position 2290: 0.002084569206360573
Position 335: 0.001975115998713291
Position 368: 0.0018043856082314656
Position 2678: 0.0016465646849344296
Position 732: 0.0015113590970985964
Position 3232: 0.001407794494111899
Position 5740: 0.0010417509571488764
Position 3106: 0.0008966867486735425
Position 3199: 0.0008833184071658334
Position 712: 0.0008065358345904675
Position 195: 0.000155026535502429
Position 281: 0.0001096711313582102
Position 1301: 3.934628028883889e-05
Position 362: 1.05625016837572e-05
Position 2205: 9.786130745846383e-06
Position 232: 9.638382712170108e-06
Position 2239: 7.124803221248158e-06
Position 248: 3.310707307214121e-06
Position 148: 1.3170020114320508e-06
Position 111: 6.996155624680304e-09
Position 145: 2.9818576480387836e-10
Position 150: 2.729960862503312e-10
