Gene = SURF2
index = 1356
Annotated 5SS: [ 119  517 1263 3578 3883]
Annotated 3SS: [ 361 1158 3397 3712 4503]
SMsplice 5SS: [ 119  517 1263 3578 3883]
SMsplice 3SS: [ 361 1158 3397 3781 4503]
top_k =  100
Partition function (log Z): 1.6298735573529193

Sorted 5' Splice Sites (High to Low Probability):
Position 119: 0.9985877243787179
Position 3883: 0.9954538113433665
Position 517: 0.9438045752883886
Position 1263: 0.8952294257843498
Position 3578: 0.5333155355975199
Position 4042: 0.2563259189185645
Position 706: 0.19164005764003564
Position 1997: 0.11304349501250915
Position 683: 0.10668635085284939
Position 961: 0.09955529386069528
Position 4116: 0.05419161908667372
Position 3482: 0.04335767659519919
Position 4156: 0.013000036158282035
Position 1476: 0.012903656455224613
Position 4388: 0.012380059591443986
Position 4287: 0.011207429318814082
Position 3426: 0.010934625276922981
Position 4392: 0.010793468017316907
Position 2143: 0.009718760980872784
Position 631: 0.009705048274108815
Position 521: 0.006547236012922687
Position 1067: 0.005019821073158722
Position 524: 0.004700840605066305
Position 449: 0.0014540168267901227
Position 162: 0.0007446881619351564
Position 1240: 0.0007146186135030756
Position 1472: 0.0005960306671484157
Position 1684: 0.00043612515364086727
Position 1852: 0.0003557647746919657
Position 62: 0.0001275605392950482
Position 481: 0.00011931429819876016
Position 1346: 9.454257729436095e-05
Position 362: 4.7141468212216185e-05
Position 416: 2.785965227609343e-05
Position 367: 2.728237587480087e-05
Position 144: 2.563848894290899e-05
Position 381: 2.0707823420847854e-05
Position 34: 9.439120330224685e-07
Position 49: 9.188907489058878e-11
Position 70: 1.7448694095577194e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 361: 0.9663272842602884
Position 1158: 0.885787485310191
Position 3781: 0.8113273830793343
Position 4503: 0.6019132977455416
Position 3397: 0.5659883286506665
Position 608: 0.2761458454020463
Position 3977: 0.27256549951255393
Position 4223: 0.19607812919805997
Position 3712: 0.17931849389250726
Position 4255: 0.12841919216578293
Position 1951: 0.12276225599338195
Position 3955: 0.10964359160092312
Position 893: 0.0487322533737476
Position 856: 0.03638694952734592
Position 4506: 0.035549490033888576
Position 3287: 0.022002302727889868
Position 415: 0.011317361455525794
Position 1429: 0.009458989903018657
Position 1165: 0.009129975635616858
Position 803: 0.007986003383071465
Position 4066: 0.007906893901950006
Position 3657: 0.006832395539700573
Position 380: 0.006472950717455902
Position 821: 0.004969212446390018
Position 630: 0.004368636830962383
Position 4467: 0.003308632814998005
Position 585: 0.0025203241297504643
Position 1324: 0.0017528963233773168
Position 1011: 0.0012416630258991535
Position 1378: 0.0010169627423846756
Position 881: 0.00099085963545197
Position 736: 0.0009556823747231539
Position 1396: 0.0008154232825075742
Position 806: 0.0005966854149716606
Position 593: 0.0005704702253002506
Position 610: 0.000456945509503909
Position 409: 0.0003502674958678494
Position 862: 0.00026802044608173237
Position 667: 0.00018493301578016615
Position 4004: 0.00010654904030698869
Position 1345: 7.85151209816752e-05
Position 1357: 7.635293369958351e-05
Position 436: 6.205826959649401e-05
Position 311: 5.662588497990451e-05
Position 366: 4.427146547809461e-05
Position 479: 2.359017760706822e-05
Position 298: 8.811013155358751e-06
Position 271: 8.683084840642398e-06
Position 1017: 6.023252765455657e-06
Position 442: 1.3174982645651168e-06
Position 388: 1.043843792471944e-06
Position 504: 2.417424276452155e-07
Position 301: 1.9171080157891942e-07
Position 481: 1.5922840435486984e-07
Position 286: 1.4835611026771533e-07
Position 281: 1.47662247741603e-07
Position 279: 1.565691193061526e-09
Position 315: 9.743023984138886e-10
