Gene = GNL2
index = 605
Annotated 5SS: [  163  2160  3210  5216  8611 12055 13144 13699 19494 20327 21257 21579
 27071 27647 28249]
Annotated 3SS: [ 2074  3114  5075  8425 11987 12984 13584 19364 20221 21097 21464 26618
 27563 28156 28913]
SMsplice 5SS: [  163  2160  3210  8611 12055 12228 13144 13699 19494 20327 21579 27647
 28249]
SMsplice 3SS: [ 2074  3114  8425 11987 12139 12984 13584 19364 20221 21464 27563 28156
 28913]
top_k =  100
Partition function (log Z): 6.5681327443258635

Sorted 5' Splice Sites (High to Low Probability):
Position 20327: 1.0000000000000002
Position 21579: 1.0
Position 163: 0.9990201736758945
Position 13144: 0.9831419149300878
Position 27647: 0.9735293005133406
Position 2160: 0.9629260116766479
Position 8611: 0.8000234545518968
Position 28249: 0.7526057491566173
Position 13699: 0.6936431833758658
Position 3210: 0.6654259996082722
Position 15753: 0.5442585828280777
Position 22218: 0.32518846716924477
Position 8309: 0.2889943615325973
Position 5216: 0.1952621953081206
Position 21257: 0.19508427642145598
Position 8588: 0.18999938416519854
Position 1612: 0.15736585423096577
Position 3302: 0.13400091348724957
Position 2823: 0.13009335630970364
Position 26698: 0.1043462839224479
Position 22663: 0.06740695874021634
Position 3564: 0.0613398605416904
Position 13739: 0.05273451516362192
Position 27302: 0.05102970268995922
Position 6962: 0.036469879154750084
Position 2294: 0.026099337571022327
Position 3947: 0.02361391310078173
Position 1527: 0.01832568146272788
Position 2577: 0.015920683912197572
Position 26803: 0.013695948818620487
Position 27677: 0.013468561090800931
Position 23280: 0.008675170613480627
Position 2827: 0.008651437091236454
Position 23285: 0.008016464704660928
Position 13190: 0.006452959621131906
Position 3017: 0.006036941449953594
Position 488: 0.005786529194559125
Position 671: 0.005628893311528425
Position 28374: 0.005026821373150212
Position 1616: 0.0033099262351507165
Position 2290: 0.002674092352021344
Position 903: 0.0023429606163480215
Position 1643: 0.002029465914265574
Position 2639: 0.0018146793503046772
Position 601: 0.0014210402796950177
Position 1707: 0.0013399361026934801
Position 1690: 0.0012018749519367325
Position 739: 0.0009429407563616269
Position 695: 0.0008416613799439447
Position 648: 0.0007638956314890555
Position 452: 0.00048103594112864473
Position 1477: 0.0004684141491350113
Position 957: 0.00043630228678399896
Position 1150: 0.0003844890389764627
Position 471: 0.00034807301611764326
Position 21798: 0.0002528142149327303
Position 204: 5.232571085718638e-06
Position 57: 2.5177976318054354e-06
Position 102: 2.5052839745092503e-06
Position 113: 2.2969646547937343e-06
Position 245: 3.380953270012226e-07
Position 188: 2.0332818263114228e-07
Position 79: 1.0847676746523583e-08
Position 13: 1.0236885221319011e-08
Position 85: 1.2838915849004303e-09
Position 43: 1.1478564119600387e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 20221: 1.0000000000000004
Position 21464: 1.0000000000000004
Position 27563: 0.9998778346297018
Position 8425: 0.9900228387170963
Position 12984: 0.9895948745512202
Position 2074: 0.9738875581633928
Position 28913: 0.8660581175574503
Position 3114: 0.7918992976841529
Position 28156: 0.5625780320933566
Position 13584: 0.5483215369322457
Position 15629: 0.5163641329433134
Position 22098: 0.32518846716924477
Position 8208: 0.2889943615325973
Position 13611: 0.19805616160724177
Position 5075: 0.19526219530812053
Position 21097: 0.19508427642145598
Position 1474: 0.18278725898101897
Position 28109: 0.13175769265107765
Position 26618: 0.11804223274106838
Position 2673: 0.09480438232231755
Position 22526: 0.06752912411051415
Position 28440: 0.06126400344944377
Position 28170: 0.05203525523701098
Position 27210: 0.05102970268995921
Position 28867: 0.04317640621525427
Position 6838: 0.03646987915475008
Position 3289: 0.03374995468372348
Position 15527: 0.027894449884764555
Position 3512: 0.025080235376834497
Position 2730: 0.024511065553779576
Position 3838: 0.020251153158708627
Position 27832: 0.01827114082022622
Position 22867: 0.016691635318141572
Position 2646: 0.014017928664491896
Position 343: 0.011888875863973485
Position 2047: 0.01115899337842554
Position 3292: 0.010037285892500523
Position 2403: 0.008908234663045547
Position 2524: 0.007608342057956914
Position 27960: 0.007516936668631
Position 2264: 0.0043373619415938425
Position 2740: 0.0038334271933961957
Position 3872: 0.0033627599420730926
Position 2009: 0.003095277325443311
Position 2899: 0.0026909180734074212
Position 776: 0.0024573857596483398
Position 28483: 0.0019728474414590666
Position 2847: 0.0016647804020600266
Position 2715: 0.0013504672688430962
Position 452: 0.001313296029586674
Position 2471: 0.000858521677550943
Position 2437: 0.0008567138676390938
Position 606: 0.0007922126062806477
Position 1481: 0.0007142273573535539
Position 648: 0.0006009008993362042
Position 2332: 0.0005341046749182363
Position 564: 0.00040520116650313355
Position 800: 0.0003068800673784729
Position 1553: 0.0002814629948963705
Position 1579: 0.00025820371360621425
Position 21660: 0.0002528142149327303
Position 541: 0.00024154346938497443
Position 1052: 0.00022124656405612153
Position 1027: 0.00016324247492034114
Position 1908: 4.360161402075312e-05
Position 2214: 2.9160759340703707e-05
Position 2307: 2.2020482172955757e-05
Position 902: 5.8447644976336685e-06
Position 379: 4.6260569665266855e-06
Position 491: 3.8080347577297265e-06
Position 738: 3.3966880527342296e-06
Position 859: 2.6522406480649927e-06
Position 1743: 2.3824618214647987e-06
Position 1873: 1.0720864664228718e-06
Position 1815: 2.2508100319728982e-07
