Gene = PP2D1
index = 1056
Annotated 5SS: [  281 11301]
Annotated 3SS: [10233 26147]
SMsplice 5SS: [242]
SMsplice 3SS: [26387]
top_k =  100
Partition function (log Z): -18.983951054564557

Sorted 5' Splice Sites (High to Low Probability):
Position 242: 0.7479507226662667
Position 281: 0.23986713101617183
Position 1867: 0.09704726040078547
Position 2994: 0.07400410380190978
Position 29: 0.016625468683365063
Position 7484: 0.01399206217395069
Position 486: 0.007316116724758882
Position 1818: 0.0020908576754653336
Position 52: 0.0005223098198883404
Position 1814: 0.000208167839372136
Position 45: 1.1813931432676281e-05
Position 93: 8.014221801660238e-06
Position 192: 6.4453029409878395e-06
Position 57: 2.9275291184972218e-06
Position 33: 8.551527301792663e-07
Position 11: 6.281900840793298e-08
Position 60: 4.286433834281621e-08
Position 326: 3.9781585788905037e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7226: 0.2640474546797385
Position 2876: 0.17476014783377752
Position 372: 0.13918016523646026
Position 538: 0.09224104884506856
Position 10233: 0.08634679187907389
Position 3769: 0.06235895828761196
Position 1746: 0.057760515233049786
Position 4946: 0.04843465430986557
Position 5192: 0.04196384231756326
Position 7580: 0.03457088104143485
Position 1555: 0.03426308598035148
Position 4333: 0.029336983804991924
Position 3401: 0.025199136128659014
Position 8582: 0.018873861597503858
Position 558: 0.014665879124314116
Position 3607: 0.01149267164317749
Position 2872: 0.00948419701784984
Position 1721: 0.007700146033463934
Position 4564: 0.006199489587472333
Position 6091: 0.005769005460770486
Position 147: 0.00509411528510301
Position 4589: 0.004778281542247375
Position 1692: 0.004519623252032738
Position 1412: 0.002737530170664602
Position 1697: 0.002574768182215865
Position 2707: 0.0025406622522021233
Position 3438: 0.002397172691065718
Position 4062: 0.0022962838906635252
Position 341: 0.0022532737482873653
Position 2470: 0.0021388184363771746
Position 534: 0.0015508840664742313
Position 2922: 0.0013171337102651638
Position 1817: 0.000671975693083589
Position 93: 0.00011733095537791247
Position 192: 1.2968138296781069e-05
Position 97: 3.7528152068735457e-06
Position 411: 3.8038063688081707e-07
Position 318: 2.4930536760028635e-07
Position 253: 1.1222258907814636e-07
Position 204: 5.554364742509019e-08
Position 226: 3.4008595721030315e-08
Position 198: 2.2627155634633713e-08
Position 76: 9.909672772138946e-09
Position 241: 3.6458499396893084e-09
Position 206: 2.4556092672270183e-09
Position 262: 2.0502385802648893e-09
