Gene = SCCPDH
index = 1229
Annotated 5SS: [  566  2958 12009 16255 20079 34310 35105 36030 36181 40311 42093]
Annotated 3SS: [ 2844 11927 16124 20028 34178 34986 35909 36123 40198 42010 43147]
SMsplice 5SS: [  566  2958 12009 12182 18518 24884 34310 36030 36181 40311]
SMsplice 3SS: [ 2844 11927 12123 18342 24813 34178 35909 36123 40198 43147]
top_k =  100
Partition function (log Z): -16.91581268439321

Sorted 5' Splice Sites (High to Low Probability):
Position 2958: 0.9812956322608711
Position 12009: 0.9774353180222546
Position 12182: 0.8749183050845061
Position 18518: 0.8453594349474985
Position 12504: 0.4865616602723725
Position 566: 0.32177644437993785
Position 299: 0.23429115002521053
Position 16255: 0.20465460518675216
Position 469: 0.18707610581971434
Position 764: 0.1834211667910808
Position 4442: 0.13513409509323793
Position 20079: 0.09497753708973566
Position 454: 0.09403247022624643
Position 679: 0.09171253590032459
Position 4112: 0.06149166323808219
Position 1177: 0.06060652510287521
Position 7788: 0.05763862678821618
Position 12711: 0.0383776032982245
Position 538: 0.032711882493580605
Position 12472: 0.02942804617014369
Position 18457: 0.019213007746318785
Position 3133: 0.018578141817286644
Position 1723: 0.018466385563350753
Position 1090: 0.014960501257212162
Position 12242: 0.014435797530417148
Position 13031: 0.011697570637378741
Position 12937: 0.009788779559794441
Position 1211: 0.008842521427327039
Position 758: 0.005743973846821954
Position 438: 0.004975826086566586
Position 752: 0.004844635648727741
Position 754: 0.003400631829528398
Position 3505: 0.0031108901476699768
Position 12187: 0.00020594125339514892
Position 246: 0.00018016033196289563
Position 406: 0.00016568587092325178
Position 411: 0.00010571106911232761
Position 442: 7.065663664545685e-05
Position 307: 5.311796810808214e-05
Position 91: 2.1879848051052703e-05
Position 212: 1.1457282079962308e-05
Position 206: 8.703092472820977e-06
Position 154: 8.182626008984185e-06
Position 409: 7.87279467926196e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11927: 0.999996066687233
Position 2844: 0.9989486395744898
Position 18342: 0.9854007328093197
Position 25640: 0.6581939687323612
Position 12123: 0.5883295955668189
Position 12363: 0.4159676622758033
Position 12092: 0.2762861058267434
Position 16124: 0.21027561886109852
Position 20028: 0.20496476928109827
Position 648: 0.20045092871606404
Position 12406: 0.13111284577376967
Position 4358: 0.11477031662947206
Position 23146: 0.06384106323565622
Position 3855: 0.061491663238082354
Position 7692: 0.05763862678821618
Position 910: 0.03217699619231388
Position 12859: 0.023831928590737978
Position 4278: 0.020367711776536297
Position 18685: 0.015940196938551487
Position 12373: 0.010917919409535612
Position 942: 0.009383938426867041
Position 18608: 0.009118477337471492
Position 438: 0.009061710586553999
Position 20291: 0.007491504258414509
Position 1559: 0.006268384189274934
Position 1659: 0.005218065332819342
Position 3414: 0.0031108901476699807
Position 12161: 0.0028421613785445136
Position 838: 0.002836377639866788
Position 13569: 0.0025390565228674876
Position 1074: 0.00209978283478497
Position 3060: 0.0007311957494790277
Position 3104: 0.00011395953904588833
Position 2719: 7.997921514608195e-05
