Gene = SOHLH1
index = 1295
Annotated 5SS: [ 126  534 1200 2023 2917 4479]
Annotated 3SS: [ 401 1051 1900 2722 4264 5070]
SMsplice 5SS: [ 126  534 1200 2023 2889 4189 4479 5142]
SMsplice 3SS: [ 401 1051 1900 2722 4139 4294 5070 5713]
top_k =  100
Partition function (log Z): 8.469732773543047

Sorted 5' Splice Sites (High to Low Probability):
Position 4479: 0.9999999999999964
Position 534: 0.9860658796307938
Position 5142: 0.9450265155807575
Position 126: 0.9168831045884294
Position 2023: 0.8774349720061748
Position 4189: 0.7776435938024776
Position 1200: 0.6849826475144972
Position 2889: 0.6352222520997871
Position 2917: 0.3267478249103561
Position 2268: 0.24593260247901078
Position 5559: 0.1958007529037699
Position 3792: 0.1793518855702076
Position 2261: 0.14401427204950956
Position 1983: 0.10807868808159418
Position 1601: 0.10343878151581216
Position 2227: 0.08743680312844812
Position 3623: 0.07710241585197222
Position 4172: 0.062361458733562976
Position 4166: 0.051686907280500634
Position 2863: 0.03802992298985355
Position 5625: 0.03162243234117198
Position 2317: 0.0297091309291233
Position 2188: 0.019893736576183534
Position 94: 0.01941717371061957
Position 2181: 0.017370291550748464
Position 1207: 0.01650717950074072
Position 1658: 0.016452572929085967
Position 2253: 0.016064098410081554
Position 5452: 0.01409329305658245
Position 1242: 0.013917049210103349
Position 5179: 0.010700490568678762
Position 2314: 0.009645616078782992
Position 1693: 0.008048774421047313
Position 557: 0.005179163057874979
Position 2415: 0.004780114841538798
Position 1213: 0.004314088230761208
Position 5896: 0.004002189531273298
Position 2321: 0.002556531867603717
Position 153: 0.002328750465510771
Position 112: 0.002317415283085171
Position 585: 0.0018265353288582284
Position 171: 0.0017316009141882804
Position 2173: 0.0016192741840591466
Position 678: 0.0014927951082803965
Position 979: 0.0013968568272545248
Position 72: 0.0010812798011685379
Position 866: 0.0008079120028422051
Position 1131: 0.0004123470602909694
Position 858: 0.00028065991294514163
Position 259: 0.00027384519434942993
Position 1027: 0.0002623390255251613
Position 181: 0.00018384537836875424
Position 825: 0.0001652487248167032
Position 288: 6.435655646487343e-05
Position 193: 2.516146575035727e-05
Position 28: 1.5850257801221836e-05
Position 5325: 1.5474863305296338e-05
Position 511: 2.4513666568802147e-07
Position 544: 6.918215932193642e-08
Position 278: 1.9149068981926534e-12
Position 34: 1.7329271196989441e-12
Position 57: 1.5653479818066564e-12
Position 39: 1.3917655196699358e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2722: 0.9973651252391784
Position 4139: 0.9155047760519737
Position 401: 0.814057617579344
Position 5713: 0.7811752012999107
Position 1900: 0.7476068740044357
Position 5070: 0.5960751277992029
Position 2140: 0.5750068449309963
Position 4294: 0.5434924556281052
Position 1051: 0.46659963353802375
Position 4264: 0.3744280190676932
Position 5492: 0.24303698100966173
Position 4991: 0.22372818270825748
Position 1100: 0.2107659111987533
Position 1939: 0.16360917466093114
Position 5024: 0.13589186601266584
Position 3730: 0.10299414849080095
Position 373: 0.081012535973591
Position 1576: 0.07563314994293877
Position 3696: 0.07534689934198321
Position 3490: 0.07484508077417963
Position 1918: 0.0675576629624323
Position 5284: 0.058823059779638545
Position 4350: 0.057442778596113145
Position 5823: 0.04575045199113258
Position 1014: 0.038842386251298315
Position 5415: 0.03818443925045547
Position 5317: 0.0330958940990906
Position 322: 0.02892249929103925
Position 5534: 0.01892901902452403
Position 6031: 0.01625797483833012
Position 435: 0.011208831174050849
Position 1367: 0.009513994097942147
Position 1526: 0.007909986348029035
Position 1418: 0.007759151824336327
Position 1398: 0.007586375520207127
Position 5665: 0.0061961190099863745
Position 1401: 0.004558359997469153
Position 1954: 0.004486519997895657
Position 1268: 0.004368789903837613
Position 3338: 0.004092103287869292
Position 5241: 0.004085002393371438
Position 1550: 0.0038313070272381813
Position 1436: 0.0030009056626659324
Position 2730: 0.0026348747608187706
Position 2313: 0.0024686403976671425
Position 1302: 0.0020835574838507323
Position 978: 0.0019359459454487665
Position 612: 0.001821544397851146
Position 1055: 0.0017864716824932806
Position 1856: 0.0015685626340113496
Position 2172: 0.0015469867664265496
Position 296: 0.0014796876319702252
Position 816: 0.0013685782101185452
Position 1009: 0.0012763221901792327
Position 1972: 0.0006848658280623623
Position 465: 0.0006740955283969232
Position 1345: 0.0006397904073190451
Position 651: 0.0006065277760217287
Position 732: 0.0002772390508857855
Position 819: 0.00017676691111961825
Position 654: 6.773360290937052e-05
Position 1151: 4.248267148310801e-05
Position 193: 3.844046336928305e-05
Position 4556: 3.18296293099587e-05
Position 714: 2.6335975598238227e-05
Position 491: 3.1521736973577276e-07
Position 483: 1.0653361359094854e-07
Position 232: 9.482529752421993e-08
Position 248: 1.5084052989459315e-08
Position 264: 1.227621258551914e-08
Position 256: 1.0458600934706812e-08
Position 250: 7.895411831132863e-09
Position 178: 7.015445359608153e-09
Position 518: 2.7468249099358095e-09
Position 554: 6.300900605186493e-10
