Gene = SCYL3
index = 1231
Annotated 5SS: [  213 10255 12911 15193 18634 19961 21993 24520 26276 29848 33093 34619]
Annotated 3SS: [10068 12796 15135 18530 19848 21914 24379 26090 29675 32930 33923 35115]
SMsplice 5SS: [  213  5706 10255 12911 14955 15193 21993 24520 26276 29848 33093 35184]
SMsplice 3SS: [ 5520 10068 12796 14846 15135 21914 24379 26167 29675 32930 35115 35293]
top_k =  100
Partition function (log Z): 2.628194637742825

Sorted 5' Splice Sites (High to Low Probability):
Position 5706: 1.0000000000000024
Position 26276: 1.0
Position 12911: 0.9999790559091437
Position 213: 0.9944373999553837
Position 21993: 0.9472259412042328
Position 10255: 0.9221838343889294
Position 29848: 0.9009153303109176
Position 14955: 0.8674655744387856
Position 31485: 0.6785299019071582
Position 35184: 0.6158907056488654
Position 33093: 0.6101584133862719
Position 15193: 0.5244295980526599
Position 24520: 0.4979740858674249
Position 18634: 0.4864921105142519
Position 15223: 0.47557040194734146
Position 24431: 0.2722744678829351
Position 24993: 0.11846579888720657
Position 24736: 0.08926247110702032
Position 10201: 0.0778161656110735
Position 35338: 0.07187126063780867
Position 2976: 0.05975591223112991
Position 7551: 0.03724658793748001
Position 12337: 0.03324516079440826
Position 35550: 0.032144211032367774
Position 24786: 0.01376194824380775
Position 30555: 0.01086240066590971
Position 35365: 0.009436216293704464
Position 18755: 0.008057848590457495
Position 15073: 0.005872409614609538
Position 395: 0.005562600044618545
Position 19961: 0.005443395986955911
Position 35502: 0.003616261427953284
Position 13285: 0.002388206063461344
Position 12962: 1.2025736023320387e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 15135: 0.974168281455317
Position 12796: 0.9570821974239146
Position 21914: 0.9472259412042328
Position 35115: 0.9266695839011369
Position 24379: 0.8732729731011885
Position 10068: 0.7759072492003566
Position 29675: 0.6949565813833064
Position 5520: 0.6408380826577302
Position 14846: 0.5908971224444707
Position 26167: 0.5466117283731675
Position 18530: 0.49454995910470956
Position 35293: 0.45267423523052935
Position 31418: 0.39970092703338284
Position 32930: 0.3768434090712236
Position 26129: 0.3641233468719358
Position 35655: 0.2750071326662068
Position 31398: 0.25486137068496795
Position 10103: 0.2240927507996462
Position 5552: 0.2099300701198625
Position 29526: 0.20595874892761115
Position 14813: 0.20258781307075327
Position 32955: 0.1688882010429594
Position 5627: 0.1492318472224097
Position 24886: 0.11846579888720657
Position 26090: 0.08926492475489732
Position 33030: 0.0644268032720888
Position 35084: 0.06118068497766704
Position 2902: 0.05807975013132409
Position 14810: 0.04895820794812671
Position 12753: 0.04290658681937742
Position 7460: 0.03724658793748001
Position 12267: 0.033245160794408264
Position 15026: 0.025927802896169708
Position 31361: 0.024759516319895716
Position 14782: 0.020678330921363217
Position 14590: 0.010120425317196214
Position 33923: 0.008220739053905367
Position 19759: 0.005443395986955911
Position 30422: 0.004725627399934526
Position 35798: 0.003675128889559254
Position 33236: 0.0027513646696042593
Position 30374: 0.002335170634054227
Position 30440: 0.0019419000886653497
Position 30399: 0.0018597025432556126
Position 35390: 0.0017841721636000735
Position 2944: 0.0016761620998058102
Position 13119: 0.0015956592696973711
Position 13195: 0.0007925467937639724
Position 30033: 0.00020370135740189517
Position 12486: 2.2974018748087124e-06
