Gene = MAATS1
index = 811
Annotated 5SS: [  201  3864  4540  5653  6874 12722 23327 27356 29455 30485 34461 36305
 37674 41175 44242 44881 48077]
Annotated 3SS: [ 3786  4381  5568  6816 12539 23148 27197 29271 30341 34343 36232 37526
 40952 44092 44788 47914 62029]
SMsplice 5SS: [  201  3864  4540  5477  5653  7082 12722 23327 25073 29455 30485 34461
 36305 37674 41175 44242 44881]
SMsplice 3SS: [ 3786  4381  5373  5568  6816 12539 23148 24946 29271 30341 34343 36232
 37526 40952 44092 44788 62029]
top_k =  100
Partition function (log Z): 8.760754621827822

Sorted 5' Splice Sites (High to Low Probability):
Position 23327: 1.0000000000000062
Position 5653: 0.9999747859606763
Position 25073: 0.9990368105468559
Position 34461: 0.982668671330599
Position 3864: 0.9806696167879337
Position 4540: 0.9717940405286127
Position 44242: 0.9673426838691049
Position 37674: 0.8784384907061493
Position 44881: 0.8676308035197839
Position 12722: 0.778345071588297
Position 30485: 0.7467838048757479
Position 7082: 0.7411636114550817
Position 29455: 0.7317882467596871
Position 5477: 0.6197335252522745
Position 201: 0.618665069953482
Position 6874: 0.5332445100439699
Position 36305: 0.4474699618689457
Position 41097: 0.3722421525704679
Position 12219: 0.3665094509070689
Position 36309: 0.35956735368342346
Position 30301: 0.2975831210241514
Position 43556: 0.2706520780697095
Position 12345: 0.2517110711182853
Position 43772: 0.25051310702433266
Position 250: 0.24117117272211333
Position 10241: 0.23385051785096764
Position 12670: 0.2216549284117084
Position 9037: 0.1761611818818955
Position 14924: 0.1710492731113764
Position 7806: 0.16842104543949446
Position 7795: 0.132372121990897
Position 37629: 0.11204037778793746
Position 41179: 0.10538379323612404
Position 136: 0.10183469902117306
Position 36313: 0.09788325769193626
Position 41034: 0.09584895986792848
Position 43618: 0.09526702186312207
Position 26231: 0.08960212953186283
Position 5481: 0.08156004350800894
Position 7309: 0.08010795765185988
Position 36490: 0.07974872795837674
Position 26223: 0.07564158855592594
Position 6494: 0.060976309835415535
Position 48077: 0.0461585733868688
Position 5461: 0.04610720745261019
Position 10847: 0.030944669261045537
Position 25974: 0.029966209838831224
Position 29837: 0.02891454063546339
Position 43584: 0.02787995549683265
Position 45865: 0.027518642226706278
Position 25862: 0.01761960637733751
Position 40816: 0.016097481236983128
Position 5439: 0.015083119600123592
Position 122: 0.014712333715943549
Position 4765: 0.011307766298763436
Position 37201: 0.009242022571242696
Position 5905: 0.007379462690705237
Position 1035: 0.007345121433951935
Position 6523: 0.006755866007585139
Position 368: 0.006352206082899055
Position 148: 0.006045602995593328
Position 41193: 0.005548889307668936
Position 42895: 0.005345884155905585
Position 419: 0.005304075483699647
Position 37237: 0.0048929347929900745
Position 37608: 0.004853062759720211
Position 196: 0.004273364450496902
Position 41130: 0.0038593758042306126
Position 36056: 0.0037234278784679057
Position 343: 0.0033477944998374313
Position 5885: 0.003260169631846071
Position 382: 0.0031514766742590924
Position 5130: 0.0030855928325698406
Position 265: 0.0030685450526493257
Position 1170: 0.0029323577056299143
Position 229: 0.002343416394918981
Position 2318: 0.0020745458941700983
Position 25934: 0.0020071331468059224
Position 30454: 0.0017974943262506616
Position 184: 0.001259016925689417
Position 38858: 0.0011291042193533958
Position 2031: 0.0010257732313155125
Position 5045: 0.0009221554487433201
Position 5077: 0.0008755961761432033
Position 6508: 0.0001395730161644544
Position 89: 6.268598363591418e-05
Position 26221: 5.3889804966807314e-05
Position 25501: 3.3586981931117525e-05
Position 124: 3.320542654050678e-07
Position 44: 2.6251127360618093e-07
Position 23: 2.427061792952209e-07
Position 14: 1.368998878762261e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 23148: 1.0000000000000056
Position 12539: 1.0000000000000053
Position 24946: 0.9990368105468559
Position 37526: 0.9956447873103034
Position 34343: 0.9826686713305981
Position 44092: 0.9826362629573729
Position 3786: 0.97917324877723
Position 36232: 0.9590199771619874
Position 5568: 0.9503078397269767
Position 44788: 0.8019093172809358
Position 6816: 0.7690501342180863
Position 29271: 0.7317882467596871
Position 5373: 0.7080707742943824
Position 30341: 0.702113779248533
Position 4381: 0.6626538860911164
Position 43462: 0.6613617006848799
Position 40952: 0.5106129725445384
Position 12105: 0.4496177199657981
Position 46072: 0.4421301220816688
Position 30196: 0.29758312102415196
Position 7733: 0.23702466365124733
Position 10118: 0.23385051785096753
Position 4482: 0.18226291478750556
Position 8884: 0.17616118188189542
Position 14793: 0.1710492731113764
Position 12108: 0.1686028020595562
Position 26071: 0.16529760789275574
Position 6940: 0.14709511842362652
Position 49939: 0.14061688265128963
Position 6841: 0.11126895641942981
Position 6943: 0.10503943006250062
Position 52708: 0.08696015444505131
Position 6838: 0.08156946279317637
Position 45012: 0.0743215688258449
Position 47914: 0.0742128289758566
Position 41028: 0.07227019824188072
Position 6404: 0.06704974014719621
Position 4413: 0.06496098636069372
Position 7698: 0.06376850377914417
Position 5353: 0.050774887773260904
Position 5587: 0.048062035987711034
Position 7253: 0.040864745995365145
Position 48097: 0.039162655610507774
Position 4434: 0.039098016048468354
Position 50522: 0.03703643511238132
Position 48818: 0.034348409675493345
Position 45782: 0.03132053631086581
Position 10602: 0.030944669261045547
Position 30371: 0.030922377832997082
Position 29745: 0.02891454063546339
Position 44662: 0.02828670640653277
Position 44583: 0.028204887418533033
Position 6906: 0.027301525986485976
Position 46015: 0.023698402469236747
Position 7182: 0.021801467556859952
Position 44467: 0.020321711192588493
Position 47884: 0.0194693698267073
Position 25746: 0.018858060580467427
Position 7215: 0.016808501505920927
Position 25840: 0.016260892475614512
Position 40693: 0.016097481236983128
Position 30396: 0.015545142120468534
Position 45889: 0.015418110890359387
Position 37092: 0.014134957364232793
Position 7046: 0.013362435833140727
Position 36419: 0.012409090515215907
Position 25857: 0.012350678633717669
Position 244: 0.01159229859710246
Position 36135: 0.010712832131172472
Position 951: 0.010277479139581852
Position 7012: 0.009804799783111292
Position 47246: 0.008777478775637075
Position 4383: 0.00789385401380369
Position 4332: 0.007632942056814239
Position 4629: 0.007396440948878255
Position 6439: 0.005628301824367344
Position 5738: 0.00560017519917851
Position 42842: 0.005345884155905585
Position 5803: 0.005010625532737906
Position 5393: 0.004846177152100081
Position 4983: 0.004264214252694411
Position 4647: 0.00391132534988518
Position 6665: 0.0035685258530363763
Position 4200: 0.0034637982817437435
Position 44908: 0.0024551250529740135
Position 25684: 0.0021233176731750313
Position 2198: 0.0020745458941700975
Position 4304: 0.0019866752044321177
Position 35845: 0.001966555016711332
Position 35982: 0.0017568728617565737
Position 3808: 0.001580621796254789
Position 6642: 0.0015414390140592329
Position 36160: 0.0014676444034666966
Position 38724: 0.0011291042193533952
Position 4235: 0.0011115475017632955
Position 36196: 0.001059756990839866
Position 1835: 0.001025773231315512
Position 3969: 0.0006451663967209758
Position 7115: 0.0006332425937138262
Position 5011: 0.0005528087906940365
Position 5537: 0.0003969668392644583
Position 4989: 6.63214140679151e-05
Position 25369: 2.0541234582978946e-05
Position 5768: 1.9559222820759968e-05
Position 25251: 1.3045747348138576e-05
Position 5842: 9.272367814132503e-06
Position 37565: 1.3427552551480532e-06
