Gene = SNTN
index = 1293
Annotated 5SS: [ 130 2129 7197]
Annotated 3SS: [ 2093  7056 11268]
SMsplice 5SS: [ 130 2129 7197]
SMsplice 3SS: [ 2093  7056 11268]
top_k =  100
Partition function (log Z): -7.643382948599529

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9949563043297616
Position 7197: 0.7199337724637505
Position 2129: 0.6930739776162081
Position 2228: 0.2790802108711581
Position 3565: 0.26899355339952324
Position 6336: 0.26410441727826717
Position 5508: 0.13624542387534302
Position 936: 0.055096784541672626
Position 6793: 0.05126110144816393
Position 3242: 0.030590038154319224
Position 1672: 0.009010139426783415
Position 1501: 0.008545576092486398
Position 1403: 0.008230704131096809
Position 1804: 0.008182506341125634
Position 797: 0.005445926225297251
Position 1282: 0.002297113446592932
Position 1702: 0.0019502270254684953
Position 1240: 0.0013872584793638311
Position 2586: 0.0011095818995406023
Position 1465: 0.00047371189035364685
Position 384: 4.8412164816760544e-05
Position 370: 2.0556161966472716e-05
Position 325: 2.0533308184342017e-05
Position 30: 7.920049585979173e-06
Position 565: 4.149855205661595e-07
Position 314: 3.867899030936854e-07
Position 460: 1.5564969479118208e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2093: 0.8440017135716507
Position 11268: 0.59405616233695
Position 7056: 0.4732779301864226
Position 7114: 0.39322114514421014
Position 6198: 0.2664882296061529
Position 3404: 0.25478331193435766
Position 2034: 0.131263030981972
Position 11641: 0.12587761012680004
Position 5463: 0.1142942653352307
Position 6457: 0.10894648375997854
Position 5358: 0.06645352493917474
Position 733: 0.050644597636070855
Position 1239: 0.026134112905276556
Position 3142: 0.015359665905388937
Position 3090: 0.015230372248930285
Position 3484: 0.015111782890956067
Position 1484: 0.006624265970749473
Position 2062: 0.0050339556739706455
Position 1149: 0.004491821756544081
Position 1652: 0.003922165216018435
Position 6933: 0.003517952511597624
Position 1697: 0.0032401861315897776
Position 6460: 0.003197725029566529
Position 626: 0.0030605362635883235
Position 3950: 0.00216689271339563
Position 2279: 0.002074390748076964
Position 513: 0.0017681080130817798
Position 2331: 0.0013680809039961195
Position 4633: 0.0012468060739515717
Position 2385: 0.0008300751966158121
Position 1543: 0.0007283737129679078
Position 1761: 0.00048244580665483003
Position 2406: 0.00035715180485241236
Position 668: 0.0003192966316574171
Position 693: 0.00024015195806644787
Position 554: 0.0002243456960978772
Position 3270: 7.940008525798416e-06
Position 1957: 4.914902165071674e-06
Position 1932: 4.506504359488658e-06
Position 836: 2.530531583104731e-06
Position 751: 1.6585530435065154e-06
Position 636: 1.5027890236649064e-06
Position 896: 1.4357327893856762e-06
Position 923: 1.4330445849079736e-06
Position 861: 6.792457303409066e-07
Position 912: 4.697680104222074e-07
Position 786: 4.6067197434465577e-07
Position 709: 4.39235050039076e-07
Position 753: 6.973654880256736e-08
