Gene = FAM205C
index = 531
Annotated 5SS: [ 144  684 1282 3064]
Annotated 3SS: [ 637 1220 2569 6086]
SMsplice 5SS: [ 454 1282 2677]
SMsplice 3SS: [1220 2569 3539]
top_k =  100
Partition function (log Z): -6.876379751101943

Sorted 5' Splice Sites (High to Low Probability):
Position 1282: 0.9461606547327558
Position 2677: 0.8464870808688806
Position 454: 0.6341033079281925
Position 720: 0.4427048419229705
Position 144: 0.41953093488493187
Position 684: 0.20754793695050547
Position 1079: 0.061322992700306514
Position 1322: 0.03903256811883488
Position 3064: 0.037691708793349876
Position 775: 0.030098267044807954
Position 4775: 0.028144829498177464
Position 3938: 0.025137769937398257
Position 120: 0.011313508959854359
Position 1055: 0.009562671550985821
Position 724: 0.006616564046704571
Position 490: 0.0008862116365798765
Position 280: 0.0008549255312860064
Position 422: 0.0006885011668855727
Position 90: 0.0005334009686319509
Position 523: 0.0001750954372095154
Position 436: 9.483974844697854e-05
Position 292: 4.0443380032069486e-05
Position 177: 2.6881834661713265e-05
Position 30: 2.331085980214842e-06
Position 136: 1.0793467113753556e-06
Position 23: 1.0026700545969693e-06
Position 243: 6.359086669290417e-07
Position 214: 3.552793569066717e-10
Position 18: 6.070948130413063e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1220: 0.768125827262038
Position 2569: 0.7333248423825641
Position 3539: 0.36831365588099885
Position 584: 0.36424353880232446
Position 637: 0.23297052073399027
Position 1185: 0.19013247471322822
Position 4685: 0.1701095105772118
Position 2573: 0.11274864609026647
Position 3805: 0.09462907946127859
Position 3110: 0.09113276336734744
Position 5113: 0.07657599403841917
Position 224: 0.0691222298651022
Position 240: 0.06235869425515423
Position 6190: 0.05716581226203218
Position 3829: 0.04810119957889439
Position 1026: 0.041062622069147715
Position 943: 0.031001074456918368
Position 3307: 0.02851424605687715
Position 5678: 0.028481764765606706
Position 2619: 0.026061454956700914
Position 1702: 0.023885028172374742
Position 299: 0.0198931379273549
Position 1224: 0.01821732971387649
Position 2852: 0.013538763267401029
Position 2127: 0.009496048136825273
Position 4460: 0.008323694123194626
Position 392: 0.00735308975377846
Position 2996: 0.007097114113048144
Position 2892: 0.006827877783349626
Position 2768: 0.0053682829765408936
Position 1749: 0.005218924393262113
Position 3516: 0.005119569598995059
Position 2927: 0.004900366437766917
Position 262: 0.004425113811247571
Position 2867: 0.00369675525847928
Position 1947: 0.003158919872446395
Position 2993: 0.0024935471718772156
Position 978: 0.0023699336212468433
Position 2755: 0.0010058713919495264
Position 265: 0.0008969197272367689
Position 307: 0.0007942399700434115
Position 605: 0.00024042658772129968
Position 413: 0.00019493955732652443
Position 267: 3.1162018566190886e-05
Position 648: 2.678892918441178e-05
Position 543: 1.0519314429065325e-05
Position 190: 6.718095301791514e-07
