Gene = DRAXIN
index = 471
Annotated 5SS: [  125 14981 17737 20237 20701 23480]
Annotated 3SS: [14519 17545 20121 20610 23389 27854]
SMsplice 5SS: [  125 17737 20237 20701 21861 23480]
SMsplice 3SS: [17545 20121 20610 21707 23389 26759]
top_k =  100
Partition function (log Z): -22.465979468810243

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.9478798851002368
Position 195: 0.05181633752530277
Position 6083: 0.043067372388736105
Position 1057: 0.01466012281514618
Position 733: 0.0026793046181139498
Position 2044: 0.002505699453328382
Position 2599: 0.001057234675234052
Position 654: 0.0006641312650367854
Position 224: 4.965396865797125e-05
Position 248: 2.340968498943654e-05
Position 868: 4.516634341660902e-06
Position 441: 2.54984325694718e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14519: 0.4946451283457221
Position 9401: 0.11480935844088899
Position 5619: 0.04767986403092998
Position 1879: 0.03925507863199288
Position 922: 0.03837205006053808
Position 9888: 0.031749907182480344
Position 5873: 0.026932348776738238
Position 5959: 0.025862610649349877
Position 9116: 0.023041740486237278
Position 6557: 0.023014525803560875
Position 2472: 0.022534632642149565
Position 2727: 0.022391496370413606
Position 2209: 0.019305542249112597
Position 7343: 0.0160573952654056
Position 6770: 0.01358464165574201
Position 4578: 0.012632090138508894
Position 1921: 0.01131025692861921
Position 3027: 0.010522962706303155
Position 5579: 0.009366401743722774
Position 539: 0.008892992464820212
Position 1704: 0.0068460968388797385
Position 271: 0.006024574876992125
Position 4425: 0.00480110657176989
Position 3285: 0.0046185387907783405
Position 2187: 0.0039884515356075215
Position 1002: 0.0029669637613816188
Position 728: 0.002534346043492175
Position 295: 0.002501417605251824
Position 3014: 0.002338838586181882
Position 2008: 0.0022550214754036885
Position 3117: 0.0021295832417604138
Position 2957: 0.0019199371047623605
Position 2327: 0.001841975873637769
Position 2305: 0.001388056123750228
Position 624: 0.001340531370202098
Position 1841: 0.000838582241073306
Position 1881: 0.0007477201798804817
Position 1734: 0.0007365014948069916
Position 520: 0.0006906893395183041
Position 494: 0.0005810856463453257
Position 1387: 0.0005801410382397721
Position 570: 0.0005462394436991119
Position 573: 0.0001112576916810482
Position 543: 5.336724412000152e-05
Position 553: 1.8172211816023842e-05
Position 690: 1.6599350349833717e-05
Position 644: 1.0614266736309613e-05
Position 602: 1.0553886624193021e-05
Position 473: 4.321007705869268e-06
Position 647: 3.1440534925979565e-06
Position 635: 2.4696442824018718e-06
