Gene = ATP6V1F
index = 115
Annotated 5SS: [237]
Annotated 3SS: [2550]
SMsplice 5SS: [237]
SMsplice 3SS: [2550]
top_k =  100
Partition function (log Z): -3.4116578955947086

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.5488268635924102
Position 682: 0.41819359020868635
Position 242: 0.4162292829498025
Position 691: 0.15054840997671826
Position 1078: 0.04913101791864155
Position 604: 0.04894012276785942
Position 1202: 0.04671295811099441
Position 2378: 0.026388299254400137
Position 579: 0.013613144456633518
Position 319: 0.013493385570680517
Position 56: 0.01089062938779176
Position 1029: 0.010212900786123889
Position 2612: 0.008346736369135094
Position 1191: 0.006858242641067766
Position 92: 0.00576992843302585
Position 825: 0.003294914258752361
Position 418: 0.0018880155548468038
Position 127: 0.0014770629273864783
Position 397: 0.00107321956773515
Position 14: 0.0009407377738710857
Position 492: 0.00024162878467230795
Position 280: 0.000220979484687111
Position 708: 0.0001603894243283522
Position 773: 0.00011465273032237536
Position 546: 2.12160244152216e-05
Position 46: 4.713634286567948e-06
Position 285: 4.098193402655164e-06
Position 447: 3.703414732375415e-06
Position 30: 3.3467160308947967e-07
Position 134: 4.656672724167988e-08
Position 36: 5.3253101039212515e-09
Position 411: 2.1913724820747703e-09
Position 190: 1.531253710870259e-09
Position 106: 1.5269665719027358e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2550: 0.972737083175483
Position 578: 0.5036880862790639
Position 528: 0.13057485573953181
Position 924: 0.06915228076698085
Position 977: 0.03410865954013233
Position 2293: 0.026388299254400126
Position 2459: 0.011449114285591708
Position 1070: 0.0092113829134342
Position 1798: 0.009046273395421689
Position 2791: 0.0050709919757297986
Position 154: 0.002853690351355831
Position 1028: 0.0027511858501951653
Position 2874: 0.0010907912601517758
Position 2803: 0.0008249838148257722
Position 1272: 0.0007859231803801768
Position 2715: 0.000785911674262277
Position 1819: 0.0006996595181409124
Position 824: 0.0005988991430257137
Position 2975: 0.0005740576441654768
Position 201: 0.00022621550680219306
Position 550: 0.00020702537429151364
Position 363: 0.00018500209272147893
Position 76: 0.00016669536795485838
Position 862: 0.00014845307551176505
Position 460: 5.955686817323686e-05
Position 707: 4.580775310112491e-05
Position 168: 3.466686129835679e-05
Position 379: 3.278280145762163e-05
Position 554: 3.18964547166992e-05
Position 358: 3.080567646028303e-05
Position 405: 1.5538240461684306e-05
Position 198: 1.4568389411029249e-05
Position 339: 1.0091786008594722e-05
