Gene = SHISA4
index = 1253
Annotated 5SS: [ 360  909 1880 2861]
Annotated 3SS: [ 736 1745 2692 3091]
SMsplice 5SS: [ 360  909 2861]
SMsplice 3SS: [ 736 2692 3091]
top_k =  100
Partition function (log Z): -2.764226688981635

Sorted 5' Splice Sites (High to Low Probability):
Position 2861: 0.8871725787713322
Position 360: 0.8732679910852515
Position 909: 0.5568709551219384
Position 843: 0.4378714126978283
Position 1880: 0.23573798459874784
Position 1719: 0.11553102787997435
Position 559: 0.04704973092727419
Position 2865: 0.0381080181027323
Position 46: 0.028954208416605162
Position 87: 0.023175514866974112
Position 74: 0.014961451173396574
Position 129: 0.011801994695426681
Position 1280: 0.007038225863953462
Position 341: 0.002889076354183512
Position 1961: 0.0026243986713599824
Position 337: 0.0019870016281025734
Position 552: 0.0014841472975745038
Position 233: 0.00026363812431025237
Position 633: 0.00021664474546501287
Position 491: 0.00019978228366015178
Position 241: 0.0001944162570564905
Position 481: 9.0769630410972e-05
Position 608: 2.56549078068767e-05
Position 91: 5.504258352549186e-06
Position 34: 3.041720758995633e-08
Position 80: 2.2869680138390818e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 736: 0.9919454880061531
Position 3091: 0.7498699740173903
Position 2692: 0.6557594647169764
Position 1745: 0.21889728551952292
Position 2944: 0.15955343129362687
Position 2748: 0.14286309604047817
Position 2778: 0.12293062912495645
Position 1607: 0.06604962963938996
Position 1550: 0.049501266981470636
Position 3169: 0.04209566709085668
Position 3117: 0.017615151577315205
Position 1671: 0.011274353040092822
Position 1179: 0.007607253508384724
Position 2632: 0.00661978742085071
Position 2975: 0.005608829903129827
Position 3029: 0.005492533764079095
Position 453: 0.005201190257064587
Position 2833: 0.003733993615047621
Position 2958: 0.0035026281277446376
Position 1490: 0.0027354721876149605
Position 3573: 0.0025890636327931486
Position 3229: 0.002572097841563579
Position 1645: 0.0018249698215973549
Position 1279: 0.0017814206091221981
Position 163: 0.0014529243305979392
Position 214: 0.0010672396436361609
Position 958: 0.0008837733998363329
Position 1496: 0.0008556161244358906
Position 1462: 0.0007847821610660801
Position 3422: 0.0007792729343843749
Position 220: 0.0006804263615745246
Position 1860: 0.0006073322516616357
Position 474: 0.0005915591114007977
Position 2989: 0.0004676509197671777
Position 3133: 0.00045019749913653955
Position 1145: 0.0004071731571457163
Position 278: 0.0002147740124912025
Position 1020: 0.00012261776358925543
Position 854: 0.00012129644749708505
Position 499: 8.113149845969253e-05
Position 502: 7.248336983647545e-05
Position 151: 4.790133914278264e-05
Position 427: 4.7893560315629815e-05
Position 2502: 4.517561811416037e-05
Position 256: 2.9432514912646055e-05
Position 165: 2.6643929732482868e-05
Position 168: 2.657397465232659e-05
Position 133: 2.3507178140609947e-05
Position 557: 8.775671474914077e-06
Position 631: 1.2105470062227406e-06
Position 606: 5.729775407114509e-08
Position 648: 4.5846586445371976e-08
Position 750: 1.1369101397502406e-08
Position 881: 1.2085414140193201e-09
