Gene = XYLB
index = 1581
Annotated 5SS: [  147  1854 13630 16239 18507 18958 20095 21479 23396 25958 27724 28481
 29454 30213 32564 48785 50381 54207]
Annotated 3SS: [ 1770 13559 16157 18419 18828 20028 21405 23276 25875 27682 28364 29337
 30138 32466 48725 50292 54111 66156]
SMsplice 5SS: [  147  1046  1854 10115 13630 16239 18507 18958 23172 23396 25958 26563
 28481 30213 32564 34844 39575 48785 50381]
SMsplice 3SS: [  996  1770  9979 13559 16157 18419 18828 23128 23276 25875 26335 28364
 30138 32466 34769 39465 48725 50292 66156]
top_k =  100
Partition function (log Z): 0.6356931984641734

Sorted 5' Splice Sites (High to Low Probability):
Position 32564: 0.9999999999999984
Position 5634: 0.9999999999999949
Position 16239: 0.9999999999999949
Position 25958: 0.999576308101807
Position 147: 0.9885415671685006
Position 18958: 0.9878745108964945
Position 23396: 0.881256632804761
Position 18507: 0.8746961140658858
Position 26563: 0.8041276000762974
Position 28481: 0.7583723199508228
Position 2899: 0.7353359502259279
Position 1854: 0.6856352468462985
Position 23172: 0.6037319559149616
Position 3460: 0.6005659113525821
Position 30588: 0.5812788381615083
Position 34844: 0.5437211061422834
Position 27724: 0.5260476965649176
Position 30213: 0.520205930416375
Position 30254: 0.4797940695836226
Position 2721: 0.4066325430314145
Position 21479: 0.36178412956581674
Position 37726: 0.34813965109927014
Position 3094: 0.3348676106817319
Position 38037: 0.32850707637928417
Position 20095: 0.223518800258478
Position 25476: 0.20262740264754198
Position 29454: 0.20157979075218868
Position 37783: 0.19104686674237717
Position 5287: 0.1886140744610033
Position 26501: 0.18336806612355352
Position 35859: 0.18078621360000166
Position 38365: 0.1667248038839028
Position 37941: 0.13960027958393711
Position 1629: 0.13703334998475114
Position 28515: 0.12761728890708454
Position 16893: 0.12054493962008962
Position 22972: 0.11344903216594378
Position 19269: 0.11321052802901077
Position 18526: 0.1094354087241272
Position 30006: 0.10356066678076484
Position 3530: 0.09868591084093586
Position 25298: 0.09377011809365463
Position 20322: 0.09263152073793414
Position 20316: 0.07757495606631747
Position 38039: 0.055835088410339975
Position 2913: 0.051399803011988966
Position 23606: 0.037057875174071046
Position 26886: 0.030557552695439773
Position 1771: 0.02377488285257896
Position 26211: 0.02221839404581795
Position 23560: 0.020694199607495745
Position 2058: 0.012909098112898604
Position 3064: 0.012535338532768132
Position 1542: 0.012378446246188248
Position 516: 0.010664614426803963
Position 18907: 0.010217646053587262
Position 20334: 0.009898720873071129
Position 28200: 0.008967108308500385
Position 28533: 0.0059547839651064435
Position 19190: 0.005202522089548652
Position 3023: 0.005015089754876345
Position 200: 0.004374585569133983
Position 19972: 0.0038836400943562154
Position 1111: 0.003346834382582576
Position 1084: 0.0032352798042994497
Position 19300: 0.003016530341213889
Position 1457: 0.0029148457814269927
Position 194: 0.0025712118724638597
Position 1336: 0.002039157659254155
Position 1701: 0.0019212021685175937
Position 1873: 0.0004959789743535906
Position 25987: 0.00042369189818811136
Position 541: 3.770284667483513e-06
Position 839: 1.7061257074885318e-06
Position 432: 1.6778402224996195e-06
Position 641: 1.6552262787910505e-06
Position 318: 1.4736900846040415e-07
Position 152: 7.239042228444537e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 32466: 0.9999999999999981
Position 25875: 0.999999999999996
Position 16157: 0.9999999999999949
Position 5450: 0.9999999999999948
Position 30138: 0.9986838269878233
Position 18828: 0.9273879829313766
Position 23276: 0.9019508324122552
Position 28364: 0.8919443928230131
Position 18419: 0.879491866125578
Position 2822: 0.7838848334196283
Position 38246: 0.694297404751011
Position 3347: 0.6911422958239641
Position 37681: 0.6870573628483757
Position 1770: 0.6685455345764205
Position 23128: 0.6037319559149616
Position 37923: 0.5768841863391543
Position 26335: 0.5712945916039572
Position 34769: 0.5288291042694514
Position 2658: 0.41062791644793717
Position 21405: 0.3617841295658168
Position 3022: 0.34460173947600464
Position 27524: 0.29015114796548447
Position 30486: 0.2671435110881287
Position 30415: 0.2578144452588831
Position 26418: 0.22120604439227998
Position 35709: 0.20830411392592954
Position 25360: 0.20262740264754178
Position 5032: 0.18861407446100328
Position 27653: 0.18734072361091686
Position 20245: 0.1801051976773226
Position 29337: 0.176343331252935
Position 40616: 0.16039348104875634
Position 1456: 0.15407125474744826
Position 26375: 0.15146852498123026
Position 16819: 0.12054493962008962
Position 19133: 0.11903043543383975
Position 22803: 0.11344903216594374
Position 20028: 0.11254824130681698
Position 29871: 0.1048768397929401
Position 19992: 0.10472713550586298
Position 18364: 0.10463965666443512
Position 25091: 0.09377011809365463
Position 18712: 0.048696900607798736
Position 38775: 0.04621611393455263
Position 23523: 0.03705787517407101
Position 27682: 0.035929173881158
Position 26451: 0.034890465813422665
Position 26738: 0.03055755269543975
Position 29317: 0.025236459499253835
Position 18845: 0.02200727341090767
Position 30354: 0.020853704117759032
Position 35319: 0.018218558190855036
Position 34805: 0.014892001872832015
Position 26204: 0.014536560837360922
Position 30300: 0.014129698937930677
Position 27444: 0.012626651107358387
Position 1795: 0.011617867260670406
Position 1929: 0.009733680715306154
Position 30526: 0.009598333299364261
Position 1494: 0.009227696729301718
Position 27973: 0.008967108308500383
Position 33391: 0.00873306729554702
Position 1602: 0.008391983196881312
Position 3435: 0.008109526369553754
Position 30366: 0.007846372933698638
Position 26397: 0.0075839097448546135
Position 2720: 0.006671845895137878
Position 26186: 0.006406306012500924
Position 996: 0.00532967676087894
Position 20038: 0.005258971846061663
Position 33277: 0.005098367549451234
Position 19814: 0.004868091694092601
Position 1261: 0.004747886029820599
Position 30384: 0.0038927725257436293
