Gene = MSANTD3
index = 884
Annotated 5SS: [  238 15201]
Annotated 3SS: [14749 23400]
SMsplice 5SS: [  238   415 15201 22020]
SMsplice 3SS: [  370 15151 21821 23400]
top_k =  100
Partition function (log Z): -14.864720003276167

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9940230480384471
Position 415: 0.9387817710262895
Position 2507: 0.33938082133800285
Position 822: 0.03859671122637039
Position 1144: 0.03566554835390125
Position 1973: 0.01845894537456661
Position 2067: 0.006078354506284466
Position 772: 0.0019185911247570713
Position 548: 0.0009556829966364303
Position 949: 0.00031171086434661895
Position 896: 0.00012573812685622837
Position 467: 0.0001057830445391696
Position 842: 9.425576345613057e-05
Position 285: 6.33090646916584e-05
Position 500: 3.383880028192407e-05
Position 419: 2.4899370126847865e-05
Position 22: 1.1793170293705919e-05
Position 208: 1.0303476463826317e-05
Position 558: 5.12570391047863e-06
Position 121: 1.6106885234341117e-06
Position 42: 1.3921668349593584e-07
Position 591: 1.0141815419429372e-07
Position 305: 7.011563129463339e-09
Position 53: 4.6741183737676244e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 370: 0.928748121196297
Position 2349: 0.37612246346039224
Position 7950: 0.2618981881049945
Position 1492: 0.12655468484298235
Position 8895: 0.12495137054291097
Position 3891: 0.07789213650367127
Position 6431: 0.05605941897582796
Position 3866: 0.05517998085169048
Position 1582: 0.04612667005962812
Position 6238: 0.043288931394261675
Position 1029: 0.03944650800898814
Position 6025: 0.032670730758826115
Position 4895: 0.031375481510163714
Position 639: 0.030621611537545026
Position 693: 0.027111749438509424
Position 4331: 0.024191233593943116
Position 1850: 0.012554303945151899
Position 2024: 0.012123105906568255
Position 2210: 0.011067325972566778
Position 1908: 0.010585349182502531
Position 332: 0.010226310857127366
Position 1072: 0.007187403715536933
Position 347: 0.006132424991381956
Position 547: 0.0047079753178838595
Position 985: 0.0036013832472191498
Position 663: 0.0031420652209908626
Position 2591: 0.002556336228282165
Position 821: 0.0025227385833454007
Position 1807: 0.0023236367096065337
Position 859: 0.001755491413189741
Position 1048: 0.0010118146492133417
Position 308: 0.0005452811543496143
Position 647: 0.0002415364813909231
Position 888: 0.00010246453157592956
Position 665: 8.542682747117889e-06
Position 700: 7.547627881565508e-06
Position 310: 3.835033329458539e-06
Position 474: 9.228286168342525e-07
Position 444: 8.008321719090315e-07
Position 422: 1.892525968377218e-07
Position 237: 2.0905932522761313e-08
Position 495: 6.185207278404957e-09
Position 268: 1.3182199217331655e-10
Position 166: 8.216446836932985e-12
Position 241: 2.2316354062138104e-12
