Gene = ANKMY2
index = 81
Annotated 5SS: [  311  9427 18778 20835 30074 35269 36188 41097 43438]
Annotated 3SS: [ 9361 18638 20735 29912 35053 36051 40967 43307 44871]
SMsplice 5SS: [  311  1133  9427 18778 20835 28425 28609 41097]
SMsplice 3SS: [ 1023  9361 18638 20735 28340 28523 40967 44871]
top_k =  100
Partition function (log Z): -11.42811461379039

Sorted 5' Splice Sites (High to Low Probability):
Position 9427: 0.9999996628777895
Position 20835: 0.9983632880930933
Position 28609: 0.9952809843395765
Position 311: 0.963252686213253
Position 1133: 0.8990378883935073
Position 18778: 0.7624288099337704
Position 30355: 0.5732183612556172
Position 30074: 0.49497584052414934
Position 29215: 0.3080392140497055
Position 4217: 0.15986478457298287
Position 12461: 0.14793909994715526
Position 2376: 0.134827776030084
Position 8825: 0.09868847670686866
Position 660: 0.04525306630299733
Position 1903: 0.04415745382211785
Position 1682: 0.0423175224502826
Position 18720: 0.03767812233611866
Position 2348: 0.0287878129224034
Position 1428: 0.028765773662338477
Position 418: 0.019333807769578482
Position 1473: 0.018794195973625215
Position 2841: 0.014947719373069147
Position 561: 0.008370258464061513
Position 670: 0.005963367772672434
Position 680: 0.005354741597834094
Position 1174: 0.003960634197390178
Position 1185: 0.0033531106313741317
Position 122: 0.002968465353940582
Position 486: 0.002303129364884353
Position 805: 0.0019859234943457814
Position 142: 0.0001481926567267782
Position 469: 5.304788355182395e-05
Position 317: 3.420337021693747e-05
Position 76: 3.0498078066835828e-05
Position 149: 1.895683865147319e-05
Position 19: 1.587468726268111e-05
Position 408: 5.899349128423127e-06
Position 458: 5.880845199730451e-06
Position 46: 5.332630908776228e-06
Position 113: 3.2439188575641206e-06
Position 392: 3.1113705764836698e-06
Position 520: 2.435211956380324e-06
Position 3787: 2.0398628028822866e-06
Position 136: 1.9678287202190423e-06
Position 134: 1.9510121118788323e-06
Position 189: 1.801961928349389e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9361: 0.9999999643317898
Position 20735: 0.9991502857895759
Position 28523: 0.9952809843395765
Position 18638: 0.6636817576567261
Position 30223: 0.5700041862713656
Position 29912: 0.4949758405241489
Position 1023: 0.4624246875848349
Position 29064: 0.42509499048487337
Position 1004: 0.41654189985068507
Position 31591: 0.2596041375108136
Position 36291: 0.24247681973954524
Position 4123: 0.15986482024118998
Position 12284: 0.14794221353785197
Position 2238: 0.14441311420377587
Position 18666: 0.1364934738885229
Position 34225: 0.10486522223140811
Position 8626: 0.09868847670686866
Position 29087: 0.0841097242549088
Position 30177: 0.06305843578923097
Position 31903: 0.05467024388065087
Position 586: 0.05000340863638276
Position 1830: 0.04415682749975863
Position 1610: 0.035459544630399714
Position 1373: 0.03208409241255589
Position 31409: 0.028823173858304497
Position 30802: 0.021711692104604875
Position 2792: 0.014947719373069147
Position 30723: 0.014715426186816793
Position 852: 0.012033606199639753
Position 2173: 0.011053450548768395
Position 28854: 0.010486811085894419
Position 1265: 0.008628296477169953
Position 2198: 0.00814902419994315
Position 953: 0.007639068507432856
Position 870: 0.00723573058072408
Position 1586: 0.006679220431694867
Position 1427: 0.006650100035043103
Position 468: 0.0021808073179897455
Position 212: 0.0014369518527527552
Position 18983: 0.0007308347664569373
Position 711: 0.0004602439591026862
Position 417: 0.00042550591305278
Position 1079: 0.0003383770159138281
Position 1036: 0.00021363739622149534
Position 679: 0.00016318650334245176
Position 216: 0.00012724973188243296
Position 873: 0.00010973648690533095
Position 619: 0.00010186839152284907
Position 231: 8.727793254907207e-05
Position 425: 8.142054526784321e-05
Position 1346: 6.741119279732609e-05
Position 1322: 6.201645063962902e-05
Position 721: 4.777780996818574e-05
Position 17613: 3.213984475672293e-05
Position 262: 1.9057745558168883e-05
Position 1099: 1.8506112169839876e-05
Position 838: 1.3897154195094645e-05
Position 1132: 1.1226807609491576e-05
Position 14746: 7.884978374151261e-06
Position 9517: 3.874306365636958e-06
Position 3633: 2.0398628028822866e-06
Position 11565: 1.655986562857809e-06
Position 11300: 1.5743396419055763e-06
