Gene = RPP14
index = 1207
Annotated 5SS: [  390  4145  4330 10330 10732]
Annotated 3SS: [ 4046  4244 10252 10652 11177]
SMsplice 5SS: [  390  4145  4330 10330 10732]
SMsplice 3SS: [ 4046  4244 10252 10652 11177]
top_k =  100
Partition function (log Z): -4.186650024887284

Sorted 5' Splice Sites (High to Low Probability):
Position 390: 0.9945281750352287
Position 4330: 0.9922020551886229
Position 4145: 0.9882966842807532
Position 10330: 0.7792523207756538
Position 10732: 0.5415187917412136
Position 6141: 0.4446510582339068
Position 10104: 0.37093217391363703
Position 1910: 0.204965332576817
Position 156: 0.10718874817117088
Position 240: 0.03878885892998231
Position 1718: 0.014528572109095781
Position 4439: 0.003308386885794156
Position 5795: 0.0023585168986880933
Position 124: 0.0023369341154258014
Position 152: 0.0020141936300953757
Position 5729: 0.0010820314998795791
Position 34: 0.0009563582498442376
Position 953: 0.0007712594918203868
Position 100: 0.00043435832388190245
Position 3481: 0.00029329197281104124
Position 160: 0.0002799066816461678
Position 1651: 0.00027443484213094456
Position 251: 0.0002702584066380289
Position 1545: 0.00016784361131240563
Position 2657: 7.767689632529198e-05
Position 184: 4.593165796953044e-05
Position 1503: 2.405542101025189e-05
Position 4371: 1.8227509909260662e-05
Position 204: 1.706529222666478e-05
Position 131: 1.5368594684720747e-05
Position 1597: 1.4535759359051746e-05
Position 4345: 1.3434476335537251e-05
Position 4487: 8.631440562606713e-06
Position 119: 7.96372564450366e-06
Position 49: 6.310928123390977e-06
Position 140: 5.895819625554994e-06
Position 187: 3.7168188669747687e-06
Position 66: 8.473587893204618e-07
Position 198: 4.903855155982644e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4244: 0.9846144602445552
Position 4046: 0.9329135323636601
Position 10252: 0.7477069560868598
Position 10652: 0.542474833691116
Position 11177: 0.4472388028865529
Position 6024: 0.41498531208135
Position 10009: 0.3274764216545021
Position 16683: 0.2465051212353006
Position 1776: 0.16928307590499547
Position 14065: 0.1210633879304889
Position 11681: 0.10400331021443225
Position 319: 0.09375389492356244
Position 4027: 0.05538330427719684
Position 9897: 0.046431653218096405
Position 305: 0.0451687838207017
Position 1872: 0.03568225667182159
Position 9810: 0.029845887707575923
Position 6044: 0.017798258978757094
Position 11020: 0.017609092619325997
Position 6020: 0.016799587842805646
Position 10529: 0.01618221567612612
Position 10690: 0.014001904512777193
Position 5631: 0.012774986560651808
Position 4246: 0.01266937264310436
Position 1566: 0.012165302724740132
Position 282: 0.006226429787875351
Position 7097: 0.005519088775137462
Position 11371: 0.003134822936457908
Position 9459: 0.002828219708808849
Position 254: 0.002523499896988631
Position 1658: 0.00167258732734452
Position 1544: 0.0009462147065622588
Position 6213: 0.0008762092351728857
Position 4913: 0.0008379077745628415
Position 4422: 0.0008237007213650006
Position 4827: 0.0007632103700711591
Position 4937: 0.0003798304503438718
Position 3345: 0.0002932919728110412
Position 1392: 0.00010474172989281098
Position 2373: 7.767689632529204e-05
Position 1350: 7.598060849582036e-05
Position 1213: 1.8285163151659312e-05
Position 1571: 9.419537768009113e-06
Position 1522: 4.97329655082099e-06
Position 1412: 4.801762729283636e-06
Position 1601: 2.791718874991532e-06
Position 1686: 2.256025128340058e-06
Position 1655: 2.087141669780411e-06
Position 4284: 8.868879046295614e-07
Position 4293: 3.355989625622153e-08
Position 333: 3.318805192529345e-08
