Gene = FAM221B
index = 535
Annotated 5SS: [ 270 3169 3503 8843 9536 9843]
Annotated 3SS: [ 2570  3358  8731  9337  9722 10225]
SMsplice 5SS: [ 270 3503 8630 8843 9416 9843]
SMsplice 3SS: [ 3358  8319  8731  9337  9722 10225]
top_k =  100
Partition function (log Z): -4.703219042404235

Sorted 5' Splice Sites (High to Low Probability):
Position 8843: 0.9787742642133523
Position 270: 0.9504238633378148
Position 3503: 0.9148616206946267
Position 9843: 0.8846176988158578
Position 8630: 0.47674918500628527
Position 9416: 0.3966433056204375
Position 9536: 0.18174923027553128
Position 8584: 0.14129491058445381
Position 9358: 0.12266769811676811
Position 7295: 0.12120844030718006
Position 10328: 0.10520535775549204
Position 1941: 0.09204043771092363
Position 9571: 0.08032883500129638
Position 9412: 0.07497726712393486
Position 4615: 0.04342021178755927
Position 226: 0.02460635709489218
Position 967: 0.016659245410129
Position 3199: 0.013940280745457358
Position 1308: 0.012179716944740192
Position 9879: 0.000171408727185837
Position 55: 0.00011204490207109503
Position 274: 4.202728372603568e-05
Position 518: 7.659311037948822e-06
Position 244: 5.4498988206081625e-06
Position 730: 3.7366070569497506e-06
Position 220: 3.591340779123085e-06
Position 79: 1.5719467044721192e-06
Position 482: 1.360359402970332e-06
Position 524: 7.301543473704723e-07
Position 96: 7.227427985846681e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8731: 0.9787742642133521
Position 9722: 0.87332862958074
Position 3358: 0.8393814885452595
Position 10225: 0.8280009641630021
Position 9337: 0.8027252783174555
Position 8319: 0.6180440955907394
Position 9935: 0.08660635036092305
Position 10013: 0.07972693744209344
Position 7049: 0.04679678939309656
Position 7103: 0.04667207008770274
Position 3389: 0.045981238906409025
Position 9456: 0.04051351546448171
Position 10890: 0.0383359144431862
Position 4506: 0.0379424577405874
Position 1794: 0.03625183830542511
Position 7107: 0.02773958082638075
Position 11618: 0.02173109733470549
Position 10747: 0.019445227493929237
Position 1843: 0.018973815870214385
Position 3264: 0.014443333166235932
Position 3045: 0.014382613478850328
Position 824: 0.011863982945101848
Position 11449: 0.01181810041764136
Position 3314: 0.01155174020765815
Position 1211: 0.01080512940436331
Position 9527: 0.00873300833273935
Position 1659: 0.006555801817691964
Position 10577: 0.006243414696744053
Position 9814: 0.006097263466741172
Position 9357: 0.006023882948196456
Position 10436: 0.006017650787955862
Position 4448: 0.005477754046971867
Position 10037: 0.004915649985535245
Position 841: 0.004715420719378771
Position 1879: 0.004426820198629333
Position 3465: 0.0030614871356708603
Position 9811: 0.0028612348043745343
Position 8961: 0.0016227288147289197
Position 11644: 0.0016139525813298845
Position 1130: 0.0013745875403768765
Position 1891: 0.0011211182440636095
