Gene = HACD2
index = 636
Annotated 5SS: [  313  2974 17424 56800 82626 84671]
Annotated 3SS: [ 2855 17404 56710 82503 84491 90214]
SMsplice 5SS: [  313  2974  8157 56800 68318 82626 84671 85686]
SMsplice 3SS: [ 2855  8064 56710 68174 82503 84491 85544 93117]
top_k =  100
Partition function (log Z): -46.52566746870861

Sorted 5' Splice Sites (High to Low Probability):
Position 313: 0.9958309998644347
Position 2974: 0.7383061167998103
Position 1916: 0.49726083394433745
Position 2663: 0.328283663635993
Position 1580: 0.23686768572805822
Position 5497: 0.10442155416573055
Position 3013: 0.09196415687949071
Position 2628: 0.07737766073550151
Position 1141: 0.0706176126395367
Position 1968: 0.06679353592992404
Position 784: 0.040179917183883224
Position 2668: 0.03668883754486868
Position 2738: 0.03240714738023523
Position 8157: 0.020905722036957397
Position 597: 0.01743263953527939
Position 613: 0.013056527781464999
Position 1862: 0.01053144446497613
Position 1291: 0.004087693636788723
Position 1822: 0.003947263705818976
Position 1406: 0.0007882256441030373
Position 299: 0.0006496405672528326
Position 446: 0.0003898881576791011
Position 1084: 0.0003189994977280906
Position 284: 6.538914578109597e-05
Position 296: 5.5958279559007144e-05
Position 277: 3.0891601549469444e-07
Position 106: 3.9787296959321576e-08
Position 207: 3.456280941504817e-08
Position 167: 1.1739312885559042e-09
Position 109: 9.537167706922474e-10
Position 38: 3.9711669082064356e-12
Position 79: 1.7011083143321282e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2855: 0.84098427559619
Position 8064: 0.6181287418177822
Position 2520: 0.47414471849406836
Position 1812: 0.45281013793916686
Position 5415: 0.26634331364159736
Position 4403: 0.15762055015598567
Position 1500: 0.15550401302290268
Position 1682: 0.12352320823441737
Position 967: 0.07318102025658368
Position 410: 0.046285075823064126
Position 1376: 0.04432198934508809
Position 1470: 0.0298975842061477
Position 7571: 0.022896390379153628
Position 8254: 0.020905722036957397
Position 612: 0.011087065220365648
Position 673: 0.007221600207716744
Position 1416: 0.006843777133747161
Position 5025: 0.006582316969216658
Position 4423: 0.006023105250558984
Position 3138: 0.005840801401104203
Position 2542: 0.005828270557752837
Position 630: 0.004082473074566657
Position 1528: 0.0030915127825864464
Position 1053: 0.002276780308079105
Position 1294: 0.0009570748948866187
Position 1082: 0.0008058189084684153
Position 1531: 0.000784050282349203
Position 1206: 0.0005812640167233476
Position 1505: 0.00020075210981156268
Position 414: 0.00015140542105945972
Position 1209: 0.00011310345014140197
Position 696: 0.00010895453170504104
Position 995: 7.280557379831555e-05
Position 1102: 2.3715800867154578e-05
Position 655: 3.0905697667526357e-06
Position 596: 3.0208702515188106e-06
