Gene = POGK
index = 1049
Annotated 5SS: [  148  1632  7282  8136 10967]
Annotated 3SS: [ 1497  7154  8036  9480 13127]
SMsplice 5SS: [ 148 1632]
SMsplice 3SS: [ 1497 13127]
top_k =  100
Partition function (log Z): -5.886063159608346

Sorted 5' Splice Sites (High to Low Probability):
Position 1632: 0.9998471298527372
Position 148: 0.9652563522623197
Position 1057: 0.5451756221270311
Position 8136: 0.4361428169774257
Position 7282: 0.3823663223008122
Position 1410: 0.3741561847308359
Position 13316: 0.24484011464705868
Position 9656: 0.07793090047455972
Position 313: 0.033214464355681164
Position 1414: 0.015347752913921322
Position 836: 0.0014426884648180054
Position 868: 0.0011825884737337404
Position 339: 0.0008472204445197572
Position 152: 0.000632047894564621
Position 684: 0.0003640640522561344
Position 195: 8.660145353397187e-10
Position 20: 5.765564103612808e-10
Position 88: 1.007924900294733e-10
Position 113: 2.0242627561590884e-11
Position 22: 1.434965764006762e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1497: 0.9849226421712881
Position 13127: 0.8986334927802634
Position 954: 0.48079183417703364
Position 8036: 0.44204296858735453
Position 7154: 0.3888479308914554
Position 1262: 0.21669291270139765
Position 9480: 0.13641474140371798
Position 14095: 0.12883159400504893
Position 1189: 0.07201026305902884
Position 13922: 0.06514861064907743
Position 1311: 0.05606774713197242
Position 13601: 0.028672740493809926
Position 1346: 0.027999579559519514
Position 927: 0.024196042536193237
Position 918: 0.024183204732673484
Position 13399: 0.022187169499122354
Position 8340: 0.01243850694511647
Position 1441: 0.010259679901863977
Position 1383: 0.009158639569515572
Position 8271: 0.007291084960090701
Position 1229: 0.006214516344865401
Position 2627: 0.004267821272273202
Position 1284: 0.003989835592060111
Position 875: 0.003842509721429066
Position 931: 0.003386969322803688
Position 965: 0.0031103577128775255
Position 728: 0.0029456293076490646
Position 989: 0.0020863183763332907
Position 4740: 0.0015686388369736239
Position 664: 0.0015563321186576448
Position 2356: 0.0014290791868898027
Position 4858: 0.0010446490509040342
Position 1266: 0.000979315337392194
Position 1785: 0.0008856495208023976
Position 1040: 0.0006580603434705193
Position 2484: 0.0005584046086949396
Position 5141: 0.0005256743327953508
Position 543: 0.0003889342441723497
Position 846: 0.00035431157892348386
Position 550: 0.00035060317828421276
Position 219: 0.00031829645410571324
Position 747: 0.0002902988937627198
Position 683: 0.00020717084828543247
Position 312: 0.00020090198840936127
Position 644: 0.00018534667717317308
Position 2403: 0.00017074559608161623
Position 2932: 0.00016778163212103497
Position 697: 0.00015790183191116515
Position 1052: 6.995279436487601e-05
Position 584: 2.333973136887429e-05
Position 578: 1.1623026385816404e-05
Position 221: 7.916319547508098e-06
