Gene = BSDC1
index = 145
Annotated 5SS: [   45   369  7670 10619 13235 15725 16234 16479 18187 26002]
Annotated 3SS: [  307  7552 10450 13179 15608 16164 16399 17706 25897 27793]
SMsplice 5SS: [   45   369  7670 10619 13235 15725 16234 16479 26002]
SMsplice 3SS: [  307  7552 10450 13179 15608 16164 16399 25897 28491]
top_k =  100
Partition function (log Z): 2.260636106831429

Sorted 5' Splice Sites (High to Low Probability):
Position 369: 0.9999330507429174
Position 7670: 0.9933782128312579
Position 10619: 0.9562192908515185
Position 13235: 0.9517674183300112
Position 16479: 0.9045057347934413
Position 16234: 0.8425363538924131
Position 45: 0.7499124417047974
Position 15725: 0.6369524884446833
Position 6027: 0.3729357244061863
Position 4952: 0.356267425676807
Position 10362: 0.28034258119515576
Position 9287: 0.13626541682694088
Position 18187: 0.1012250321565688
Position 17850: 0.09990448196889345
Position 7474: 0.09825032973667569
Position 16496: 0.09549426520655761
Position 224: 0.08792086743712668
Position 17045: 0.07164806582821896
Position 21231: 0.05381728564330869
Position 6364: 0.05238194902204914
Position 189: 0.046301413189511725
Position 6286: 0.04558254390138544
Position 181: 0.04165679814199612
Position 128: 0.04010009837848211
Position 3113: 0.03588636514104659
Position 897: 0.0274683398755569
Position 5246: 0.027173121955110333
Position 119: 0.024058800303827368
Position 17056: 0.021522416660410115
Position 6300: 0.021296600091961927
Position 1603: 0.019762977783405584
Position 11478: 0.007616726062665878
Position 7695: 0.006621787168741711
Position 19905: 0.004219643233425182
Position 200: 0.0040412882045817895
Position 94: 0.0019925797054442967
Position 5: 0.0019166371257577652
Position 15: 0.0009961481347593578
Position 100: 0.00044927042382723593
Position 19106: 0.0004371645712151406
Position 1426: 0.00014250551470860348
Position 1193: 0.00014215359312540096
Position 1912: 0.00014000342193985576
Position 53: 2.250102043289159e-05
Position 113: 1.638821424155679e-05
Position 168: 6.765359981152305e-06
Position 12: 5.747969535767653e-06
Position 20: 4.3621638494077294e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 7552: 0.9999999999999997
Position 16399: 0.997344562852813
Position 307: 0.9305593526997225
Position 16164: 0.8451917910396
Position 13179: 0.8141303691193105
Position 10450: 0.6604158016195284
Position 15608: 0.6369524884446833
Position 17706: 0.5709328742420616
Position 21167: 0.31253654374872697
Position 5896: 0.30137219028523154
Position 10541: 0.2130536153846985
Position 4818: 0.19182853013787154
Position 10309: 0.16782284561439678
Position 4866: 0.16443889553893548
Position 21825: 0.14200043457219202
Position 13035: 0.13763704921070063
Position 19884: 0.12418511493147036
Position 6124: 0.1192610930153965
Position 7385: 0.09825032973667569
Position 16904: 0.08317553058860866
Position 10122: 0.08015011066725883
Position 9175: 0.07610098283510551
Position 5846: 0.0715635341209547
Position 18270: 0.06401354958507191
Position 10263: 0.053881836083894616
Position 222: 0.04529960189839911
Position 10508: 0.032616467907944625
Position 9026: 0.03184209677006339
Position 9124: 0.02832233722177199
Position 3080: 0.027360927246304553
Position 5101: 0.027173121955110333
Position 17894: 0.02206895525917387
Position 10399: 0.02070433498476034
Position 18709: 0.020606552222571524
Position 1391: 0.019884952643128853
Position 265: 0.017311652194049506
Position 774: 0.014813674113711124
Position 10239: 0.007916859784192477
Position 11380: 0.007616726062665875
Position 288: 0.006151376606599337
Position 3012: 0.005707106990927963
Position 502: 0.0055883830157326
Position 608: 0.005443329166421221
Position 16909: 0.004955605393335661
Position 16981: 0.0032785901551061715
Position 17319: 0.0028224184409275663
Position 2943: 0.00281833090381407
Position 16786: 0.0017607563515785187
Position 745: 0.0014543715304764016
Position 18914: 0.0004371645712151398
Position 946: 0.00014215359312540096
Position 1853: 8.129784139066397e-05
Position 684: 4.213009582056388e-05
Position 638: 4.15291151912032e-05
Position 1806: 2.8317765118473942e-05
Position 618: 2.7797623078563698e-05
Position 1411: 2.6759224777515126e-05
Position 730: 2.4846608573204098e-05
Position 1387: 2.41592456385375e-05
Position 789: 2.1139802229738296e-05
Position 311: 1.9037466319588877e-05
Position 161: 1.6193176365750768e-06
Position 209: 1.0092755947138101e-06
Position 166: 9.47082736170607e-07
Position 197: 7.854285633667066e-07
Position 234: 2.590016854515429e-07
Position 68: 2.003759360397804e-07
Position 168: 1.9650467697019335e-07
Position 132: 1.1783991039312739e-07
Position 344: 4.5718408080836864e-08
Position 341: 4.115489767034825e-08
Position 137: 3.408261724226547e-08
Position 185: 2.037763957001204e-08
