Gene = IARS2
index = 671
Annotated 5SS: [  382  2125  6548  8176  8311  8503  8676  9461 11959 13050 16836 20373
 31238 32742 40409 42810 43942 45038 46188 47847 49033 51552]
Annotated 3SS: [ 2001  6387  8026  8260  8392  8584  9344 11788 12958 16683 20211 31134
 32647 40299 42706 43815 44905 46080 47700 48841 51406 53390]
SMsplice 5SS: [  382  1514  1680  2125  6548  8176  8503  8676  9461 11959 13050 16836
 19276 22524 31238 32742 42810 45038 46188 51552]
SMsplice 3SS: [ 1385  1596  2001  6387  8026  8392  8584  9344 11788 12958 16683 19229
 22321 31134 32647 42706 44905 46080 51406 53390]
top_k =  100
Partition function (log Z): 0.4065098199075532

Sorted 5' Splice Sites (High to Low Probability):
Position 6548: 1.0000000000000058
Position 2125: 0.9997306797566464
Position 13050: 0.9912321928116362
Position 382: 0.9666116289887442
Position 8503: 0.9562872485526728
Position 16836: 0.9321224992881978
Position 8176: 0.914211107117634
Position 1514: 0.8842197977610209
Position 8676: 0.8032057642756115
Position 22524: 0.7514707747475367
Position 9461: 0.749694503726391
Position 19276: 0.6644848800725464
Position 1680: 0.5783358788474683
Position 11959: 0.48531483709573875
Position 11915: 0.47443003044740617
Position 9669: 0.4576033546654086
Position 2406: 0.30923130037543023
Position 6019: 0.2116682626888155
Position 8680: 0.18212090776504514
Position 4342: 0.14059530753151167
Position 652: 0.12244980925321922
Position 8329: 0.10873697184645593
Position 8311: 0.1069684691925192
Position 1080: 0.09265308352813306
Position 6121: 0.08987056431283237
Position 12338: 0.04948020911408239
Position 7459: 0.04044286586572977
Position 12081: 0.04025964072966462
Position 1466: 0.028590132954593755
Position 478: 0.02104281865047317
Position 238: 0.019628306703843405
Position 1661: 0.01775791701894987
Position 9249: 0.01647831789211734
Position 243: 0.01237999196660192
Position 8924: 0.011970734659993742
Position 9706: 0.009745931981406218
Position 670: 0.008485596329619205
Position 13092: 0.005690509181395105
Position 719: 0.005214442729071772
Position 1551: 0.004463923362310222
Position 484: 0.004058586100823619
Position 8130: 0.003320501047095729
Position 18: 0.002911780395687703
Position 13348: 0.002290114311015762
Position 8166: 0.0021249891586173726
Position 13046: 0.001336382810963546
Position 8145: 0.001001315046685001
Position 643: 0.0009688140760149653
Position 592: 0.0008097109237389633
Position 1525: 0.0006766557015075902
Position 2730: 0.0006456827593738592
Position 2762: 0.0004885382508184382
Position 55: 0.00034233656559232915
Position 173: 0.0003335297742995554
Position 2093: 0.0002688163230678084
Position 247: 0.00012964001202276339
Position 45: 6.828562643388697e-05
Position 260: 5.576795631534816e-05
Position 304: 5.546591786184056e-05
Position 104: 2.948124686068106e-05
Position 739: 2.1742429949010394e-05
Position 494: 1.1641590906059888e-05
Position 177: 3.916404540002195e-06
Position 1788: 1.599844124160169e-06
Position 1748: 1.3795678829036995e-06
Position 119: 4.5093574795382095e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11788: 1.0000000000000056
Position 12958: 0.9981965313749157
