Gene = NDOR1
index = 922
Annotated 5SS: [  243   640  6930  8209  8399  8744  9022  9349  9533  9852 10136 10348
 10519]
Annotated 3SS: [  561  6831  8109  8296  8533  8899  9127  9424  9736  9988 10228 10423
 10601]
SMsplice 5SS: [  640  8209  8775  9022  9349  9533  9852 10136 10348 10519]
SMsplice 3SS: [ 8109  8699  8876  9127  9449  9736  9988 10228 10423 10601]
top_k =  100
Partition function (log Z): 11.413461513003734

Sorted 5' Splice Sites (High to Low Probability):
Position 9022: 0.9862044194819187
Position 9349: 0.9781933921390275
Position 8209: 0.9703485877259687
Position 640: 0.9535827186840379
Position 9533: 0.9204715949423932
Position 10519: 0.8886788539127471
Position 9852: 0.8560805399234429
Position 8775: 0.8207035921786555
Position 10348: 0.8096173356110813
Position 10136: 0.453310725575801
Position 8399: 0.29348946339092674
Position 1979: 0.21350630846778978
Position 7959: 0.17283498609104325
Position 243: 0.14137949990888182
Position 9662: 0.12102129410271685
Position 2155: 0.11719109676991538
Position 4038: 0.1161804206419388
Position 4696: 0.10746385193737969
Position 7541: 0.06690185546160966
Position 8780: 0.06553516848134495
Position 8744: 0.06274275589714517
Position 9690: 0.04038331016281366
Position 377: 0.03825702353664276
Position 10692: 0.0298460272298584
Position 775: 0.027229916794675377
Position 7545: 0.022958349724966493
Position 9627: 0.013287893448758512
Position 8601: 0.012107980802315253
Position 8970: 0.011184941126865303
Position 216: 0.010839641931404185
Position 9870: 0.008395867190116806
Position 10352: 0.006894513825097085
Position 9601: 0.0047521259881055395
Position 1727: 0.003995912647819364
Position 562: 0.0035413086955384363
Position 437: 0.003473384179631187
Position 10497: 0.0033110216057806634
Position 1205: 0.001631036837380639
Position 414: 0.0015009228983486444
Position 9279: 0.0014485275145763284
Position 181: 0.0013969093437234644
Position 478: 0.0013034233838760344
Position 533: 0.0010797142117470104
Position 540: 0.0009712164606333675
Position 240: 0.0009679248472444451
Position 345: 0.0008103377365313394
Position 167: 0.000795660933583357
Position 542: 0.0007920232584891447
Position 10012: 0.0006250232423099325
Position 165: 0.0003851063052335931
Position 9284: 0.00031135881143245136
Position 544: 0.0002870947846763094
Position 10066: 0.0002849123917903477
Position 129: 0.0002640152307672427
Position 517: 0.00010201321972582259
Position 391: 3.585541113884439e-05
Position 498: 3.5454737306420714e-05
Position 493: 3.483951866178177e-05
Position 8911: 1.4053390492047746e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8109: 0.9993088514633827
Position 10423: 0.9904409821705731
Position 9127: 0.9437386576803968
Position 10228: 0.8080094015483772
Position 8876: 0.7624823637146088
Position 8699: 0.7249345244938593
Position 9449: 0.7187149582517103
Position 10601: 0.6499364521406288
Position 9757: 0.4616328560043691
Position 9988: 0.4448418934472486
Position 9736: 0.39839360933725226
Position 1883: 0.3182605853481413
Position 9424: 0.2742832978871203
Position 8296: 0.2638380511168958
Position 8533: 0.22551122247630542
Position 8899: 0.21968570613891827
Position 7860: 0.17352613462766006
Position 10656: 0.1419696329407474
Position 3996: 0.11618042064193888
Position 9626: 0.09320726937723788
Position 561: 0.09197202540505883
Position 7405: 0.08986020518657618
Position 11015: 0.08614357178700899
Position 4596: 0.06306203561110285
Position 4575: 0.044401816326276745
Position 610: 0.04346026319167862
Position 526: 0.029797714302471683
Position 10777: 0.024805456928568472
Position 9146: 0.017966022232438997
Position 472: 0.01569105233504141
Position 10980: 0.014089317258187871
Position 2071: 0.01243681988956402
Position 10039: 0.011751514782680772
Position 9608: 0.010225908124639513
Position 8568: 0.009741826935049753
Position 8930: 0.0069375025022111875
Position 9641: 0.006926345113515084
Position 9156: 0.00649951167081852
Position 9335: 0.00533135240794851
Position 11205: 0.005149555879368279
Position 11301: 0.005023639225122644
Position 8969: 0.004494535747605233
Position 9085: 0.00448452394406312
Position 713: 0.0044476215010193325
Position 9203: 0.0032422948679255593
Position 8957: 0.0030266180101348903
Position 1501: 0.0027161777259299595
Position 752: 0.0024586075357162143
Position 10611: 0.001995288079222844
Position 8621: 0.0016646984834562566
Position 10160: 0.001548795756502481
Position 9773: 0.0014946953384665106
Position 9605: 0.0013150494025960674
Position 1646: 0.0012797349218894045
Position 9098: 0.0012167011587467262
Position 10429: 0.0011973971016549657
Position 368: 0.000690979671481528
Position 1044: 0.0005366641039702419
Position 10426: 0.0005094045892523997
Position 9689: 0.0003907074023018615
Position 990: 0.00035262768798560663
Position 9778: 0.00035122939029942775
Position 967: 0.00031649408837356585
Position 639: 0.0002926636117669493
Position 667: 0.00025507845826454025
Position 917: 0.00021816693977062945
Position 871: 0.00020708401728059626
Position 9504: 8.702439085868553e-05
