Gene = MAPKAP1
index = 816
Annotated 5SS: [   328   2826  14993  87089 113011 129585 166334 188201 204672 228143]
Annotated 3SS: [  2735  14843  86915 112833 129474 166225 188059 204533 228044 233630]
SMsplice 5SS: [   328   2826  14993  22948  86314  87089 107667 113011 129585 151292
 151755 166334 188201 190325 194564 204672 212070 228143 233542]
SMsplice 3SS: [  2735  14843  22847  86160  86915 107595 112833 129474 151195 151624
 166225 188059 190190 194460 204533 211972 228044 233449 233630]
top_k =  100
Partition function (log Z): -110.81163429509188

Sorted 5' Splice Sites (High to Low Probability):
Position 2826: 0.9999378490757974
Position 328: 0.7524896999807558
Position 14993: 0.6319893981658432
Position 244: 0.2029931037740655
Position 4: 0.01438983588922769
Position 217: 0.01337716599000467
Position 221: 0.006848342248053935
Position 11216: 0.005095115787080658
Position 148: 0.004726079025424042
Position 465: 0.003191091708913981
Position 1181: 0.0029865108374763014
Position 5374: 0.0026718378032170504
Position 4522: 0.0026066015865032744
Position 2665: 0.0023755556376087784
Position 1690: 0.0012664457290834106
Position 6431: 0.0009698075046476545
Position 5661: 0.0002547199414682308
Position 657: 0.00015114346211886375
Position 558: 0.0001270238762262302
Position 123: 3.1077292931407466e-06
Position 146: 1.7221250216687294e-06
Position 130: 8.212267610027937e-07
Position 272: 3.8307850400790296e-07
Position 304: 3.334552539130115e-07
Position 370: 1.0729206404134008e-07
Position 292: 6.183945277582854e-08
Position 261: 1.5778298290874495e-08
Position 156: 4.479026107690031e-09
Position 12: 2.2181878980244696e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2735: 0.8804630733870623
Position 19426: 0.7716939217984893
Position 14690: 0.6481554517227324
Position 15730: 0.12041205409616709
Position 2715: 0.06470527252371555
Position 2593: 0.05407401917811728
Position 7338: 0.01631290117479142
Position 11724: 0.01624459040237694
Position 6212: 0.0074213905913725845
Position 5485: 0.006462671328884726
Position 11166: 0.005988112002981565
Position 5579: 0.005619771416392657
Position 11699: 0.005350381849091185
Position 3190: 0.004093106233112711
Position 5786: 0.0031348319643898386
Position 2742: 0.0030070702848661456
Position 11051: 0.002823347391917132
Position 10268: 0.0027085154148478834
Position 5192: 0.0026718378032170504
Position 9963: 0.0025958573109534154
Position 4294: 0.002329848601786039
Position 4265: 0.0021420640712251525
Position 8298: 0.0018039294504605984
Position 6043: 0.0014612135565971146
Position 7678: 0.0014121708362289766
Position 3169: 0.001230000400951013
Position 4334: 0.0012029068062762898
Position 4091: 0.001190415090716935
Position 1491: 0.0009482954160065806
Position 8794: 0.0009121944327551689
Position 6233: 0.0008746095219823116
Position 7334: 0.0007954466653923618
Position 2928: 0.0006464291076555654
Position 4649: 0.0006390868430089188
Position 5549: 0.0006211381913301571
Position 102: 0.0005998785557808663
Position 4125: 0.0005830650859637185
Position 6016: 0.0005810238372901083
Position 4063: 0.0004449826733907392
Position 440: 0.00040200162944934565
Position 3466: 0.00036505460739507474
Position 6215: 0.0003014261097187188
Position 3926: 0.0002793821772252173
Position 4900: 0.0002550817158438868
Position 5449: 0.00023892971395831847
Position 4798: 0.00022174005789586364
Position 3165: 0.00021131043347230347
Position 4801: 0.00020813168301643124
Position 1519: 0.0001997112261333298
Position 4420: 0.00019771916699833165
Position 3870: 0.00019587495277027754
Position 4868: 0.00018523127791786507
Position 3226: 0.00014993357922023985
Position 2664: 0.00011861330344903569
Position 1020: 0.00011421567367253914
Position 2986: 8.999256126271286e-05
Position 217: 8.606548567120593e-05
Position 1535: 7.432528260578218e-05
Position 3039: 6.53425944759266e-05
Position 1058: 5.881580022762711e-05
Position 1462: 4.41138043377251e-05
Position 183: 2.374752025978047e-05
Position 2522: 5.176769339021262e-06
Position 2390: 1.2309044228714928e-06
Position 116: 9.638215001655886e-07
Position 4306: 9.115586448370115e-07
Position 213: 8.655311925007105e-07
Position 2418: 6.958041481467458e-07
Position 2463: 4.034824912030715e-07
