Gene = PHF24
index = 1022
Annotated 5SS: [   78 13353 14208 17907 18417 18920 19318]
Annotated 3SS: [12970 14021 17827 18210 18758 19221 19690]
SMsplice 5SS: [   78 13087 14208 17907 18417 18920 19318 21929]
SMsplice 3SS: [12970 14021 17827 18210 18758 19218 21835 24117]
top_k =  100
Partition function (log Z): 0.17718152201886284

Sorted 5' Splice Sites (High to Low Probability):
Position 78: 1.0000000000000013
Position 19318: 0.996858753346403
Position 17907: 0.9682445955694616
Position 14208: 0.9089143898775061
Position 13087: 0.8623912738593826
Position 18417: 0.8479353622411497
Position 21929: 0.6727530770617787
Position 18920: 0.5986516253521992
Position 22316: 0.48534906170938497
Position 18840: 0.1426503545289418
Position 13023: 0.11843802777527612
Position 22068: 0.089221637865121
Position 19807: 0.07192630811693251
Position 7425: 0.05580629070957159
Position 22784: 0.052548418340234576
Position 14160: 0.052045902474443254
Position 13353: 0.0480819227992267
Position 18844: 0.04299232419262069
Position 13425: 0.03242461036681914
Position 23157: 0.020748911294425305
Position 17912: 0.020670902592170182
Position 16198: 0.02029103281519647
Position 16593: 0.018094671323103214
Position 22642: 0.015646610610649092
Position 22750: 0.012330947728584387
Position 18680: 0.007883619141810584
Position 19520: 0.005704363150738736
Position 18677: 0.002172547109076566
Position 18289: 0.001367141767437869
Position 19484: 0.00046110314907154204
Position 19377: 0.0003124138903381595
Position 21323: 0.00022793591879336273
Position 19497: 4.6252188654902095e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 12970: 1.0000000000000013
Position 17827: 0.9502360901006358
Position 14021: 0.8118755310236614
Position 18758: 0.7910430886424662
Position 18210: 0.7691616789563203
Position 24117: 0.6837177648072381
Position 19218: 0.47335394306543727
Position 22187: 0.45563758332075954
Position 21835: 0.40533608041236
Position 19221: 0.32938595659692405
Position 21878: 0.2822438815100221
Position 22590: 0.2688594558581122
Position 14086: 0.1490847613282879
Position 19247: 0.1168673881993832
Position 19690: 0.10621904387731439
Position 22050: 0.061471641729722803
Position 13304: 0.0613358348007032
Position 7104: 0.05580629070957159
Position 19016: 0.04993196647091155
Position 17761: 0.03867940806099571
Position 23102: 0.036507630246902775
Position 22869: 0.03242906120573128
Position 21975: 0.031141062510567266
Position 18230: 0.02927528639587083
Position 22012: 0.02538877177878979
Position 18255: 0.02291869121151049
Position 24056: 0.02066710376701124
Position 16064: 0.020291032815196466
Position 18258: 0.020143850728740326
Position 16403: 0.018094671323103214
Position 19043: 0.016629802643991616
Position 19413: 0.007848081996767368
Position 18071: 0.007802996716145248
Position 18574: 0.0075261107266113535
Position 18979: 0.005697083368896068
Position 20616: 0.005564266552343353
Position 18516: 0.002530055524275796
Position 20786: 0.0015315126044993682
Position 19756: 0.0007299913599271524
Position 21219: 0.00015347601451182666
Position 21192: 7.445990428153607e-05
