Gene = NADK2
index = 908
Annotated 5SS: [  300 14322 15324 16257 22203 24051 29955 34629 40693 41572 44258]
Annotated 3SS: [14232 15234 16174 22118 23913 29875 34532 40636 41517 44133 46515]
SMsplice 5SS: [  300   963  8331  8532 14322 15324 16257 16542 22203 24051 34629 41572
 44258]
SMsplice 3SS: [  816  8213  8426 14232 15234 16174 16439 22118 23913 34532 41517 44133
 44775]
top_k =  100
Partition function (log Z): 8.793005030176523

Sorted 5' Splice Sites (High to Low Probability):
Position 24051: 0.999994304853051
Position 34629: 0.9999402024837322
Position 16257: 0.9951607860176074
Position 16542: 0.9842650817679995
Position 8532: 0.9836635816782312
Position 14322: 0.9820682043435444
Position 15324: 0.9789525795780775
Position 41572: 0.9759492534564251
Position 300: 0.879308612592785
Position 8331: 0.7859584099937836
Position 44258: 0.6078263522044639
Position 22203: 0.5878671940571519
Position 963: 0.5028617169339542
Position 917: 0.4971382830660445
Position 9992: 0.33111997340556387
Position 10651: 0.26810523265924097
Position 15647: 0.2623090177458222
Position 22193: 0.22184359787909816
Position 10173: 0.15352844378652658
Position 8308: 0.11028218372120442
Position 22230: 0.0949178418121932
Position 8759: 0.09179054648475826
Position 15538: 0.0794981659037275
Position 16027: 0.06479473465392316
Position 236: 0.05552817692757408
Position 43395: 0.05143053173965497
Position 44931: 0.030488557114607996
Position 257: 0.026453942292855952
Position 40693: 0.0220415535437684
Position 440: 0.016575468240774206
Position 79: 0.012940773552401799
Position 14808: 0.009847323276086818
Position 15341: 0.009472284334781124
Position 42052: 0.004562737485628262
Position 695: 0.003926332291466996
Position 16269: 0.002539406628279787
Position 41873: 0.002419926517206834
Position 42139: 0.0021503733074939705
Position 677: 0.0017003378816795934
Position 16237: 0.0015405283955964748
Position 304: 0.0011282461106149762
Position 115: 0.0008206833503913222
Position 483: 0.0005830225351707633
Position 16294: 0.0004700321350734479
Position 479: 0.0004422139465602659
Position 602: 0.00018934372862787323
Position 350: 0.00016864598821472612
Position 481: 0.00014734434123684007
Position 415: 4.490908278368041e-05
Position 121: 4.194713686082828e-05
Position 22850: 2.31260368244755e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 816: 0.9999999999999988
Position 23913: 0.9999999087147853
Position 34532: 0.9999402024837322
Position 16174: 0.9995860182102205
Position 15234: 0.9988147107308293
Position 8426: 0.9840254051692463
Position 14232: 0.9820682043435446
Position 16439: 0.9268318183129758
Position 22118: 0.9046286337484423
Position 8213: 0.8987273853970579
Position 41517: 0.7666638665501716
Position 44133: 0.5806398433940914
Position 44775: 0.40368814549199794
Position 9799: 0.3311199734055638
Position 10567: 0.26810523265924097
Position 41453: 0.21810801793042572
Position 15537: 0.20988024696299004
Position 43240: 0.15407296559563236
Position 45002: 0.13988064984045492
Position 10080: 0.13071432434884422
Position 46515: 0.09219619563249476
Position 8696: 0.08894193131167379
Position 44087: 0.0657356202441064
Position 47254: 0.06495518940167237
Position 41972: 0.05449189624442196
Position 15940: 0.05435313818402403
Position 15485: 0.05295942576890274
Position 44675: 0.03801967569124847
Position 16354: 0.035826699333530714
Position 40636: 0.028213626362164176
Position 15461: 0.02412502749694958
Position 16451: 0.021606563691376316
Position 15386: 0.021512569362980127
Position 10041: 0.02059138763324382
Position 42251: 0.02007650399034932
Position 44930: 0.020005044345700527
Position 41756: 0.011041790097674734
Position 15734: 0.009918348512214934
Position 14704: 0.009847323276086818
Position 43886: 0.008421448010528113
Position 15395: 0.007584852296851869
Position 43521: 0.00712152192910584
Position 44374: 0.006802475261311552
Position 15568: 0.006120024986456947
Position 15602: 0.006071104883329533
Position 43589: 0.005823035498439665
Position 43285: 0.0050471865324089975
Position 41715: 0.0044741889592724
Position 15420: 0.0031640850731196163
Position 10086: 0.002222731804438504
Position 15712: 0.0006479829240196508
Position 38242: 0.0005492242790919713
Position 34742: 0.00041493496948285375
Position 37224: 0.00024148754625602666
Position 35713: 0.00012495405447880765
Position 24851: 1.831720781872592e-05
Position 29828: 1.0333844882053172e-05
Position 29875: 9.85238967126385e-06
Position 28780: 4.399750129345789e-06
Position 26514: 3.296170270634122e-06
Position 27352: 2.6069710387380617e-06
Position 22784: 2.312603682447546e-06
Position 24587: 1.982403529244068e-06
Position 24146: 1.3045350985928492e-06
Position 26335: 1.1269344765586867e-06
Position 25276: 8.821624027507604e-07
Position 16960: 9.1285210306018e-08
Position 16387: 4.3011580347432806e-10
