Gene = SIMC1
index = 1258
Annotated 5SS: [  271 56896 57954 75479 84059 86391 98510 98780]
Annotated 3SS: [ 56662  57883  75323  83905  86261  98352  98694 106815]
SMsplice 5SS: [  271 19597 25136 32154 57954 70320 75479 84059 86391 98510 98780]
SMsplice 3SS: [ 19517  25049  32023  57883  70227  75323  83905  86261  98352  98694
 106815]
top_k =  100
Partition function (log Z): -58.49076442621135

Sorted 5' Splice Sites (High to Low Probability):
Position 271: 0.7379646976630223
Position 689: 0.2660326133484694
Position 7387: 0.10411085080413442
Position 2765: 0.09100157332410748
Position 1037: 0.08063976741593705
Position 1052: 0.019791927392167005
Position 3380: 0.01754519211946934
Position 3536: 0.015891320518052702
Position 4235: 0.015715458414651537
Position 1313: 0.01332973496049906
Position 275: 0.007234472414433236
Position 1078: 0.005884788202118624
Position 1085: 0.0023965481764747104
Position 126: 0.002135665287525609
Position 677: 0.00014700979187278065
Position 647: 9.099202552273457e-05
Position 157: 5.506852589707446e-05
Position 210: 3.904221336406174e-05
Position 918: 2.052451078930573e-05
Position 119: 1.840443681828309e-05
Position 915: 1.6294049937099927e-05
Position 985: 1.5327437785388525e-05
Position 554: 1.2779066832195625e-05
Position 1177: 1.2290579549938299e-05
Position 1024: 1.1230847148485936e-05
Position 598: 4.8444759302286545e-06
Position 1170: 4.229033616477213e-06
Position 982: 3.9457477134336766e-06
Position 612: 3.76053253514441e-09
Position 679: 2.1214323686967267e-09
Position 665: 1.0580923082932712e-09
Position 92: 4.111217315970868e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9188: 0.2765342593978032
Position 887: 0.24225602356339154
Position 7204: 0.18377003490426147
Position 1263: 0.15077579828169937
Position 2646: 0.10660992865793277
Position 3459: 0.09747407613182286
Position 7261: 0.0658806585406669
Position 2348: 0.06480175684122383
Position 4150: 0.05680555860600102
Position 7664: 0.04249256589318122
Position 6399: 0.01593510797455418
Position 3644: 0.011150967577496033
Position 3199: 0.010654440390776993
Position 4833: 0.010070673789535255
Position 3144: 0.008156444628599775
Position 1968: 0.005474415439713341
Position 3248: 0.005307707220841508
Position 466: 0.005121720569790611
Position 545: 0.004290107763343666
Position 3503: 0.0033541817114381128
Position 632: 0.002961597105435855
Position 1707: 0.002900703513072221
Position 1998: 0.0022334093955293432
Position 1124: 0.0013012383222606165
Position 1033: 0.0009382426110905183
Position 472: 0.0007813293084700506
Position 359: 0.000664762481301814
Position 2565: 0.0003197333068794749
Position 560: 0.00023819575474371248
Position 1182: 0.00022266962211999028
Position 585: 0.00017203040350393116
Position 674: 0.0001552613145574292
Position 914: 0.00013826739507304142
Position 818: 8.102516658042804e-05
Position 436: 2.571883282590595e-05
Position 429: 2.5594255257376125e-05
Position 504: 1.2477104910549604e-05
Position 486: 1.0524119911822614e-05
Position 411: 6.231214507011975e-06
Position 480: 5.4186193854683715e-06
Position 441: 5.103384026801622e-06
Position 365: 5.090708408547122e-06
Position 684: 2.7753008957452805e-06
Position 488: 2.773010210557222e-06
