Gene = TRBC2
index = 1480
Annotated 5SS: [ 387  921 1171]
Annotated 3SS: [ 902 1063 1461]
SMsplice 5SS: [ 133  387  921 1171]
SMsplice 3SS: [ 262  902 1063 1461]
top_k =  100
Partition function (log Z): -2.831797191312832

Sorted 5' Splice Sites (High to Low Probability):
Position 387: 0.9228423881785212
Position 1171: 0.8010909013619032
Position 133: 0.710368818903411
Position 921: 0.4545635659619938
Position 824: 0.19683126058212044
Position 1035: 0.09394271355170021
Position 1144: 0.04204206845463836
Position 152: 0.037054644047287456
Position 137: 0.03236897169825685
Position 164: 0.0230645820117696
Position 1506: 0.013162516964025517
Position 925: 0.012131115832854058
Position 504: 0.011666614747211767
Position 86: 0.01111077366212528
Position 460: 0.008798467451738791
Position 424: 0.007074974552084525
Position 837: 0.006662677131369263
Position 378: 0.004188890607761308
Position 1566: 0.0025299326203309797
Position 1537: 0.0014974689752383643
Position 527: 0.0009744038085023232
Position 1183: 0.0008551676364509552
Position 29: 0.0007456811584708037
Position 159: 0.0006693427068134882
Position 541: 0.0006177134733043286
Position 119: 0.0002667614363850448
Position 518: 0.00011614151695020158
Position 88: 1.4046196948770347e-05
Position 1131: 1.3822295930536716e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 1461: 0.9280608193682827
Position 1063: 0.6791020591388742
Position 902: 0.6572129288370427
Position 262: 0.4806901366294998
Position 216: 0.2617712823235953
Position 716: 0.17423193330971318
Position 1634: 0.06660914488767353
Position 607: 0.05782256408151726
Position 290: 0.02576274949751569
Position 976: 0.024441570605892627
Position 295: 0.009364251967586392
Position 863: 0.008234813387433381
Position 749: 0.005901806038840032
Position 1034: 0.0034778138075183492
Position 1065: 0.003295466284899108
Position 231: 0.002728791674973341
Position 1527: 0.0022095818116975004
Position 1426: 0.002001856425175219
Position 841: 0.0015367368471707996
Position 561: 0.0007013810459178346
Position 1148: 0.0005593340194227694
Position 622: 0.0003706332029988932
Position 746: 0.00034598166868882055
Position 723: 0.0002947985574165662
Position 564: 0.0002763806434262426
Position 196: 0.00017688344959704925
Position 355: 3.6451569293185544e-05
Position 240: 2.5374740023326087e-05
Position 331: 1.4898172255431648e-05
Position 860: 5.5422752086109176e-06
Position 190: 1.3373664345517796e-06
Position 313: 1.1238905131131568e-06
