Gene = CGGBP1
index = 364
Annotated 5SS: [ 234 1030]
Annotated 3SS: [ 824 3048]
SMsplice 5SS: [ 676 1030]
SMsplice 3SS: [ 824 4173]
top_k =  100
Partition function (log Z): -10.13078363899812

Sorted 5' Splice Sites (High to Low Probability):
Position 1030: 0.8527582927700844
Position 2900: 0.5643615263961178
Position 3166: 0.45894257516820175
Position 676: 0.33259300280805515
Position 276: 0.1800236072773659
Position 260: 0.1401222106056383
Position 234: 0.0877556763193732
Position 626: 0.057694442807504354
Position 1858: 0.05664553773397265
Position 693: 0.051644461831445374
Position 2417: 0.04718416054746448
Position 2028: 0.042656488695310614
Position 1181: 0.0025196998774952447
Position 1602: 0.0022332017158241155
Position 670: 0.0016497417575905018
Position 272: 0.0008009023589705912
Position 498: 0.0006346377125126851
Position 712: 0.000458982497573134
Position 1384: 0.00019208423588499868
Position 303: 1.568220726453306e-06
Position 50: 4.902196574027584e-07
Position 434: 7.044885785253946e-08
Position 14: 1.3163238369485762e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 824: 0.5893471881547594
Position 2528: 0.4462931953178191
Position 4173: 0.4301767893560112
Position 4194: 0.2770462211011241
Position 3048: 0.256232190491008
Position 3000: 0.19630769994150118
Position 7007: 0.10350906302276233
Position 2804: 0.10085279966162435
Position 6375: 0.08458452771789811
Position 1755: 0.0769709638782909
Position 851: 0.07673237674032364
Position 2611: 0.0630764737340184
Position 2307: 0.04718416054746445
Position 1736: 0.020708039984986354
Position 769: 0.019802069713934268
Position 2899: 0.015120596219181196
Position 916: 0.012568251276362713
Position 3064: 0.012290964648324151
Position 981: 0.012033323648643034
Position 1955: 0.008776545631820837
Position 2489: 0.008395925286488106
Position 3344: 0.005706693783389162
Position 4197: 0.0038106872532597037
Position 4066: 0.003783452010532568
Position 2562: 0.003221459855693848
Position 398: 0.0016868933056064291
Position 1435: 0.0013627047922502534
Position 2002: 0.001282324377274234
Position 1488: 0.0004756652342662945
Position 540: 0.00037862026139380973
Position 493: 0.0003364430277925193
Position 461: 0.00030028147994236304
Position 829: 0.00014326341031019188
Position 422: 0.00011238607334853553
Position 489: 0.00011220233849690022
Position 543: 5.1307681920362336e-05
Position 1077: 4.889571060153624e-05
Position 547: 2.1496224427395964e-05
Position 359: 1.3837883040109058e-05
Position 308: 9.550022748030083e-06
Position 545: 5.844368226831346e-06
