Gene = GTF2B
index = 627
Annotated 5SS: [  136  4358 27638 31479 31737 34413]
Annotated 3SS: [ 4250 27503 31331 31606 34130 38271]
SMsplice 5SS: [  136  4358 27638 31479 31737 34413]
SMsplice 3SS: [ 4250 27503 31331 31606 34130 38271]
top_k =  100
Partition function (log Z): -23.430446104018618

Sorted 5' Splice Sites (High to Low Probability):
Position 4358: 0.952657952487393
Position 136: 0.6099408079759475
Position 12: 0.2809540608884289
Position 1371: 0.16853046003706382
Position 627: 0.12169549890730169
Position 11288: 0.08207090038214154
Position 74: 0.04412653655164065
Position 1996: 0.02071891157605118
Position 237: 0.005096529420369467
Position 4586: 0.004606017998689316
Position 140: 0.0045701735140761006
Position 1201: 0.004038791732011176
Position 384: 0.003724345274383918
Position 5584: 0.002059916522813762
Position 4322: 0.0020577997104466337
Position 535: 0.0017964180061158775
Position 374: 0.0008545987892172948
Position 646: 0.0004699745349587887
Position 940: 0.00043868627930869486
Position 415: 0.00040222981987326974
Position 303: 0.0001493548247055282
Position 8: 9.78510361803462e-05
Position 4354: 8.777876402244938e-05
Position 309: 7.997122982485447e-05
Position 217: 7.701151950932538e-05
Position 358: 4.9804917904214896e-05
Position 394: 3.0410030811972414e-05
Position 378: 1.711732747071356e-05
Position 571: 4.77637748272359e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4250: 0.777479420157538
Position 13351: 0.3715119988812547
Position 4191: 0.1640531819074448
Position 5870: 0.15346749587040517
Position 1282: 0.15321411603565127
Position 11237: 0.10886216037393327
Position 7267: 0.08403896852391753
Position 7963: 0.0813272729004017
Position 558: 0.0725324364521092
Position 5613: 0.05679050968951772
Position 4433: 0.04193711687864267
Position 9335: 0.035236452540266354
Position 9156: 0.029539775321607536
Position 11559: 0.02825186593898946
Position 9133: 0.025874653984495843
Position 1921: 0.021670456297988992
Position 4194: 0.018790361676728214
Position 5895: 0.01863413173228297
Position 1103: 0.00914383475441214
Position 9630: 0.009092034583881612
Position 3453: 0.007897401433121284
Position 5525: 0.007798627891737894
Position 1231: 0.006955699164480994
Position 600: 0.006821518219349264
Position 4121: 0.00530857390377644
Position 7983: 0.004800217416925435
Position 3552: 0.002658845725889386
Position 6205: 0.002403124469099894
Position 3152: 0.0017014598595252275
Position 5812: 0.001528869213268499
Position 2350: 0.0015095209657205457
Position 846: 0.0002803114499867114
Position 107: 0.0001932431179001507
Position 403: 2.5680569498885605e-05
Position 662: 2.045676465391159e-05
Position 829: 1.948830800416582e-05
Position 822: 1.6198687435876587e-05
Position 533: 1.2906034567207957e-05
