Gene = AK2
index = 46
Annotated 5SS: [  257 12551 15400 15626 22471]
Annotated 3SS: [12424 15288 15530 22397 23589]
SMsplice 5SS: [  257  1904 12551 15400 15626 22471]
SMsplice 3SS: [ 1748 12424 15288 15530 22397 23589]
top_k =  100
Partition function (log Z): -4.383410624303553

Sorted 5' Splice Sites (High to Low Probability):
Position 12551: 0.9999991634865771
Position 15626: 0.9999615660037082
Position 22471: 0.9517270494955642
Position 15400: 0.934783548646845
Position 1904: 0.9048757772174776
Position 257: 0.45751674166893835
Position 5449: 0.43554086273815434
Position 243: 0.2719822486414743
Position 17126: 0.22075922911045764
Position 17365: 0.10260414645143215
Position 1854: 0.0951237515625018
Position 196: 0.08755215482221675
Position 81: 0.06636827539530847
Position 18698: 0.04761297107707815
Position 18735: 0.0401132567511622
Position 90: 0.01919414084953009
Position 94: 0.018859988116323795
Position 398: 0.014825581382312865
Position 18603: 0.013134288502543664
Position 637: 0.012989737484006163
Position 430: 0.010598651573345623
Position 392: 0.007753128017795609
Position 63: 0.007545378236849233
Position 122: 0.005558433928477534
Position 757: 0.005130873898607119
Position 145: 0.003859474576888509
Position 16955: 0.003024745984248467
Position 678: 0.0029865711299858514
Position 304: 0.0022442319975825207
Position 750: 0.0013568266455855314
Position 386: 0.0008692418431890944
Position 541: 0.0007456259585426612
Position 488: 0.0007009417819912198
Position 771: 0.0006977029040778752
Position 498: 0.0006640491469685851
Position 1623: 4.490318505544071e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1748: 0.9999999994647617
Position 12424: 0.9999991634865771
Position 22397: 0.9741148085133637
Position 15288: 0.934783548646845
Position 15530: 0.917063869085354
Position 23589: 0.6294063397042033
Position 5330: 0.3663345054380939
Position 16952: 0.1785418423478683
Position 23272: 0.16598275998243958
Position 18582: 0.10889521445598985
Position 17264: 0.1052190198425922
Position 15475: 0.08293529440122324
Position 23239: 0.07670714145500485
Position 5366: 0.06920635730006046
Position 23360: 0.027313153972032246
Position 16830: 0.026798601477346702
Position 23686: 0.02038331561417351
Position 17016: 0.014471297965920466
Position 22967: 0.01359557259653259
Position 22652: 0.012619544675772768
Position 23399: 0.010410463271408174
Position 23275: 0.005288748165759244
Position 16878: 0.0039018584470074356
Position 22675: 0.002514106706656975
Position 17319: 0.0011941189485770378
Position 17052: 0.0008463195620534238
Position 18602: 0.0006686809473135651
Position 16634: 6.434472418046982e-05
Position 1977: 1.9970563479106932e-07
Position 3839: 1.6558776770511593e-07
Position 1527: 3.4149726471314804e-08
Position 1450: 1.0753458584125919e-08
Position 1808: 5.352366172072214e-10
