Gene = TRNT1
index = 1490
Annotated 5SS: [   75  2273 10538 13733 17795 19708 20788]
Annotated 3SS: [ 2097 10343 13593 17667 19513 20533 20989]
SMsplice 5SS: [   75  2273 10538 13733 17795]
SMsplice 3SS: [ 2097 10343 13593 17667 20533]
top_k =  100
Partition function (log Z): -3.5339953419016807

Sorted 5' Splice Sites (High to Low Probability):
Position 2273: 0.9999981812389966
Position 75: 0.9992085135124369
Position 17795: 0.8644680836078684
Position 10538: 0.847585819367412
Position 13733: 0.36450275299071944
Position 13663: 0.3334463561611574
Position 12795: 0.32771604448721076
Position 13759: 0.2839360793499455
Position 1900: 0.23142750229982548
Position 20788: 0.20672211852338002
Position 19708: 0.16287152471644098
Position 10558: 0.15178614045702593
Position 1103: 0.14535901360369385
Position 1927: 0.09602095308146755
Position 19648: 0.08850555516334468
Position 632: 0.0649811079581842
Position 18213: 0.044873630142061874
Position 762: 0.03124237213093142
Position 12771: 0.031217112446492314
Position 12938: 0.028272270936453636
Position 1122: 0.027286263468667468
Position 21095: 0.018283948563360027
Position 374: 0.01045736710213338
Position 19854: 0.005538050498596081
Position 1030: 0.003996072396851221
Position 822: 0.003856932572289695
Position 116: 0.00044368959421149114
Position 434: 5.7511907395978524e-05
Position 243: 3.154196328913972e-05
Position 2575: 8.78944153881927e-06
Position 33: 8.686372846521665e-06
Position 449: 1.831936839430341e-06
Position 107: 1.7289522463698015e-06
Position 919: 3.4582042896561293e-07
Position 2168: 4.004079539904458e-08
Position 217: 2.901520240355281e-08
Position 48: 2.034575787021558e-08
Position 246: 1.4052696646020224e-10
Position 4: 1.3383220382873203e-14
Position 111: 4.563448343450872e-15
Position 17: 4.338325902392108e-15
Position 9: 6.097476372935884e-17
Position 39: 5.857894551532299e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 10343: 0.9993719598244384
Position 13593: 0.9820509715591965
Position 17667: 0.8644680836078684
Position 2097: 0.8196846956334876
Position 20533: 0.6626401630779654
Position 12672: 0.35893315693370287
Position 19513: 0.3578424856702907
Position 20989: 0.2828934041425391
Position 1819: 0.1559826773705686
Position 1787: 0.15100524946161606
Position 1029: 0.14710831943677896
Position 2124: 0.11308558029001393
Position 532: 0.11174900616004015
Position 2153: 0.06722793827376156
Position 18096: 0.05543817796200256
Position 18117: 0.04596656325432826
Position 20926: 0.03211709811185261
Position 12836: 0.030273100348406995
Position 15829: 0.023964126616408725
Position 22084: 0.018283948563360033
Position 1798: 0.015358039766929746
Position 13449: 0.014535376357857083
Position 17917: 0.009825994360853782
Position 17875: 0.008804623951049877
Position 761: 0.006770682017444193
Position 18134: 0.00640819819385127
Position 865: 0.0052266648508836186
Position 1842: 0.005102495864707852
Position 17988: 0.0044952322045015035
Position 991: 0.004357763515699037
Position 177: 0.002272546359776638
Position 275: 0.002252700290289448
Position 181: 0.0022445629623481403
Position 151: 0.002075502418253595
Position 300: 0.0013655941662929056
Position 11864: 0.0009014754168953293
Position 580: 0.0007791123073515683
Position 617: 0.000732147900120759
Position 10958: 0.00033660671854062406
Position 3002: 0.00012212560035177185
Position 2424: 3.625881193280096e-05
Position 4373: 1.5312477124255298e-05
Position 2814: 7.776641421083405e-06
Position 2481: 3.5927596007075767e-07
Position 801: 5.427206604574617e-08
Position 893: 5.1373200229292167e-08
Position 153: 5.8179338803652915e-09
Position 242: 4.479105568108597e-09
Position 483: 2.919050600880823e-09
Position 217: 2.384097158724538e-09
Position 358: 1.0780865129803542e-09
Position 408: 3.311586307920407e-10
Position 214: 2.5354646891785633e-10
Position 330: 2.1332157585140121e-10
Position 392: 1.689559861170406e-10
Position 229: 1.5464183994865842e-10
Position 422: 1.1709359680534515e-10
Position 188: 1.6722387222611357e-11
