Gene = BROX
index = 144
Annotated 5SS: [  390  3248  6479  6807  9962 11612 13003 14705 16276 17149 17625 18964]
Annotated 3SS: [ 3130  6371  6709  9865 11538 12896 14614 16189 17066 17473 18803 20074]
SMsplice 5SS: [  390  2717  3248  6479  6807 11612 13003 14705 16276 17149 17625]
SMsplice 3SS: [ 2591  3130  6371  6709 11495 12896 14614 16189 17066 17473 20074]
top_k =  100
Partition function (log Z): 11.982319047266028

Sorted 5' Splice Sites (High to Low Probability):
Position 6807: 0.9999999999999992
Position 14705: 0.9773269452122091
Position 17625: 0.9609124576184483
Position 11612: 0.9358231643030531
Position 13003: 0.9298325750645822
Position 6479: 0.8708067352464565
Position 3248: 0.8031108359691913
Position 2717: 0.789726847080584
Position 16276: 0.7129683899120419
Position 17149: 0.6643923809955764
Position 390: 0.6239495874031981
Position 864: 0.4037584295424616
Position 20193: 0.25372307945967065
Position 63: 0.1986219772907211
Position 3283: 0.19688916403080786
Position 16979: 0.19009759200981666
Position 10414: 0.15371791796676104
Position 2974: 0.15061847890584432
Position 9962: 0.14922672135175957
Position 1115: 0.07910242905839046
Position 20487: 0.07216371924304583
Position 18964: 0.06361693310547838
Position 12518: 0.06338840529761122
Position 16945: 0.06272316625234813
Position 1154: 0.055383284060655694
Position 13017: 0.0497698240047777
Position 11988: 0.047427856286766865
Position 20456: 0.0385320446989876
Position 6627: 0.0215976025383293
Position 18425: 0.021037477317694942
Position 20146: 0.01699078124842969
Position 394: 0.008975098353686794
Position 218: 0.00771300693215145
Position 15474: 0.005267923992384517
Position 2942: 0.003973520257623692
Position 17603: 0.0025751536802342562
Position 821: 0.0022327716617148467
Position 2660: 0.0007028241689026731
Position 661: 0.0005738935691957448
Position 243: 0.00011512215776462196
Position 238: 7.933214544915598e-05
Position 284: 5.441252224235481e-05
Position 130: 5.2554848070320464e-05
Position 832: 3.57880946857331e-05
Position 292: 3.189139766261765e-05
Position 268: 1.704745983069662e-05
Position 298: 5.299210339693009e-06
Position 275: 3.50233556617067e-06
Position 289: 3.015361398490172e-06
Position 86: 6.711664311567513e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12896: 0.97960239906936
Position 6709: 0.9763628897022365
Position 14614: 0.9687185120526215
Position 17473: 0.9634876112986818
Position 20074: 0.9333910817079595
Position 3130: 0.8676454684191245
Position 11495: 0.8159702083452122
Position 2591: 0.7388351654379017
Position 17066: 0.6498962418029604
Position 16189: 0.5060721368798781
Position 6237: 0.3242021654572902
Position 6371: 0.3115166588908172
Position 22114: 0.2794622342130795
Position 16836: 0.26731689745478093
Position 6286: 0.23508791089834866
Position 16118: 0.19583367270465632
Position 2825: 0.1614311393707914
Position 10332: 0.15371791796676104
Position 702: 0.13569492796952443
Position 1034: 0.134485713119046
Position 3166: 0.1255153913735514
Position 11538: 0.11985295595784146
Position 9865: 0.11650945402311264
Position 20347: 0.11451644105934146
Position 18803: 0.06443436270945083
Position 12266: 0.06338840529761125
Position 358: 0.05245385200963546
Position 2400: 0.04659159885319417
Position 20320: 0.04079765314477494
Position 11882: 0.03861399743195504
Position 9915: 0.03271726732864694
Position 6576: 0.029492097678425675
Position 736: 0.023033276128566323
Position 18312: 0.021037477317694942
Position 480: 0.02046955585642764
Position 6563: 0.01574261515766561
Position 16084: 0.01106258032750726
Position 14562: 0.008608433159586894
Position 20039: 0.006832200412693713
Position 11941: 0.006312831062124955
Position 18826: 0.005592584508313091
Position 489: 0.00543832649881733
Position 2430: 0.005002906958391852
Position 15346: 0.004627378718624754
Position 361: 0.004472709115548156
Position 523: 0.002650956613575416
Position 11886: 0.00250102779268688
Position 292: 0.0018303847216247142
Position 15156: 0.0006405452737597628
Position 575: 6.767915908816266e-05
Position 543: 6.036706740320389e-05
Position 587: 2.4238681637626132e-05
Position 221: 1.360972961571133e-05
Position 501: 1.3454059229651274e-05
Position 162: 4.3987669219324154e-08
Position 197: 1.9854208887450505e-08
