Gene = DR1
index = 470
Annotated 5SS: [ 978 8184]
Annotated 3SS: [ 8019 14604]
SMsplice 5SS: [ 978 3576 4114 8184]
SMsplice 3SS: [ 3495  4030  8019 12509]
top_k =  100
Partition function (log Z): -10.733307048890032

Sorted 5' Splice Sites (High to Low Probability):
Position 8184: 0.9975385821000393
Position 4114: 0.9734350094046055
Position 978: 0.8448636561578045
Position 3576: 0.6356673232161942
Position 9555: 0.5303021992818663
Position 1969: 0.5191855334110521
Position 360: 0.3095920278541246
Position 13031: 0.12217638728047539
Position 9888: 0.07762654464587444
Position 8879: 0.07448842617322612
Position 1252: 0.06957949985088054
Position 1076: 0.045601192565368834
Position 2765: 0.028021094463803995
Position 1537: 0.014543195526920044
Position 753: 0.012756825710612896
Position 349: 0.008326939138942085
Position 459: 0.007191055088994067
Position 4589: 0.003681182224008102
Position 265: 0.002821480142396184
Position 694: 0.0006070388274742712
Position 251: 0.0005074678850038026
Position 234: 0.000404686542522182
Position 420: 0.00037908306036659546

Sorted 3' Splice Sites (High to Low Probability):
Position 4030: 0.9392455260413791
Position 8019: 0.8942299627399344
Position 3495: 0.6194193653414831
Position 9410: 0.5111492167259979
Position 14604: 0.4133507695151709
Position 12509: 0.41166559351404297
Position 1871: 0.2764938361265591
Position 1766: 0.19878480254438402
Position 801: 0.1951362937614664
Position 12934: 0.10665418114184864
Position 7734: 0.10401547422901454
Position 10003: 0.08266890530100174
Position 9720: 0.07530203143371009
Position 8773: 0.06860911087872701
Position 12872: 0.062366957490877256
Position 1145: 0.05116507866770903
Position 917: 0.03496235599644096
Position 3864: 0.03418948336322628
Position 9360: 0.02614340667088879
Position 2660: 0.025559198496418335
Position 8287: 0.01843770466169002
Position 1802: 0.017183061398053406
Position 3550: 0.016247957874711533
Position 1839: 0.013462172558592674
Position 1781: 0.013261660783463414
Position 1156: 0.010557655514780077
Position 10362: 0.007377838600946022
Position 8800: 0.007118159823243427
Position 1411: 0.0067408600645839445
Position 9699: 0.004928487685828063
Position 647: 0.004497908993967425
Position 597: 0.004246185879854278
Position 8259: 0.0027719258585251674
Position 2587: 0.0023935788862831544
Position 4374: 0.002064197076230032
Position 1170: 0.0020606699618695144
Position 8423: 0.001803220885552816
Position 4393: 0.001616985147778071
Position 9227: 0.0013713431543884095
Position 748: 0.0013071387539276085
Position 1503: 0.0012919572528104673
Position 1247: 0.0011968535844925307
Position 7031: 0.0009064016918557164
Position 5578: 0.0008481613391952385
Position 1482: 0.0008013855694586171
Position 1374: 0.0006501763663851233
Position 1333: 0.0006464730614879177
Position 1056: 0.0006070264010196866
Position 1080: 0.00043479439489330557
Position 8427: 0.0004132861390426264
Position 730: 0.00026895784375151696
Position 531: 0.00019217265578108571
Position 1344: 0.00012301011446376215
Position 1016: 9.229278821987368e-05
Position 1200: 7.704557516263698e-05
Position 1223: 6.960368677546498e-05
Position 2671: 6.831708110249445e-05
Position 803: 4.656394236998138e-05
Position 827: 6.778700696992478e-07
Position 510: 3.427127831242109e-07
Position 671: 2.6788808678308857e-07
Position 962: 1.143042731137572e-07
Position 949: 1.0611605768272542e-07
Position 702: 1.0336019954784343e-07
Position 609: 7.5268266833826e-08
