Gene = UTS2B
index = 1544
Annotated 5SS: [  123  1906 14501 26045 48450 52465 53730 55285]
Annotated 3SS: [ 1826 14096 25987 48222 52365 53691 55190 62094]
SMsplice 5SS: [  123 26045 48484 51820 52465]
SMsplice 3SS: [25987 48222 51725 52365 52899]
top_k =  100
Partition function (log Z): -37.834112758604455

Sorted 5' Splice Sites (High to Low Probability):
Position 123: 0.9815503099854584
Position 4206: 0.24142870012777723
Position 486: 0.035036554888963095
Position 155: 0.005420099899621133
Position 359: 0.0026379153299877704
Position 1906: 0.002021138528202567
Position 321: 0.0016077614896454447
Position 210: 6.387526218339444e-05
Position 212: 5.285233580010224e-05
Position 214: 4.422094033775099e-05
Position 208: 3.951350269480899e-05
Position 216: 3.8958007307690154e-05
Position 218: 3.183005110011873e-05
Position 220: 2.220564645780215e-05
Position 53: 1.7720789902807788e-05
Position 127: 1.216076375519068e-05
Position 247: 9.23599549755545e-06
Position 1159: 7.232941642268999e-06
Position 224: 6.257074468965853e-06
Position 222: 5.872489414445814e-06
Position 226: 5.6336315164659885e-06
Position 228: 3.481381793894197e-06
Position 230: 2.3404787982886814e-06
Position 329: 2.266868414408768e-06
Position 108: 3.3790439311261285e-07
Position 182: 1.374979713222519e-07
Position 189: 7.773125883364454e-08
Position 90: 9.586020763616446e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10404: 0.26903031022400364
Position 4039: 0.2470081635649703
Position 1903: 0.09795364979493565
Position 7941: 0.0887617063249921
Position 6897: 0.07215114215626117
Position 4482: 0.07056117493184605
Position 283: 0.048855076324236496
Position 6082: 0.03561090795685187
Position 5347: 0.03461760626495673
Position 6277: 0.031727066845677
Position 6193: 0.03059481263600496
Position 5382: 0.028804178402414372
Position 2816: 0.026818561207484888
Position 8230: 0.023293275710662108
Position 4660: 0.020405956089506162
Position 827: 0.01951022940159124
Position 6696: 0.016460751510828684
Position 5218: 0.015868789157977917
Position 3423: 0.013704850794047744
Position 442: 0.012396240397845135
Position 5263: 0.006564696543182962
Position 3116: 0.006518367639093344
Position 251: 0.006402947466634072
Position 478: 0.005291044308204136
Position 2080: 0.005124006863757669
Position 2975: 0.00438921601398016
Position 1858: 0.003973933585900406
Position 2794: 0.0038637991474185355
Position 3696: 0.003424945264582384
Position 1776: 0.0032741533165217994
Position 2575: 0.002973670126370437
Position 2726: 0.0028887266132146833
Position 2092: 0.0026500030432051805
Position 2173: 0.0024046983370024284
Position 1826: 0.0016817317185468192
Position 831: 0.0014837246198031865
Position 656: 0.0011953430006464332
Position 481: 0.0011040367504071026
Position 400: 0.0006879839969667956
Position 316: 1.0867342663488331e-05
Position 320: 9.439153524169852e-06
Position 353: 6.227300371201923e-06
Position 290: 5.351104456569788e-06
Position 264: 5.338176830506656e-06
